orderlife_qid,label,birth,death,gedcom_name,wikidata_qid,geni_id,bucket
Q27463,Xu Zengshou,+1350-00-00T00:00:00Z,+1402-01-01T00:00:00Z,,Q11070418,,"MISSING: on wikidata, no geni link, not in our tree"
Q27467,Xu Yingxu,+1372-01-01T00:00:00Z,,,Q11070905,,"MISSING: on wikidata, no geni link, not in our tree"
Q27471,Xu Huizu,+1368-01-01T00:00:00Z,+1407-00-00T00:00:00Z,,Q11070956,,"MISSING: on wikidata, no geni link, not in our tree"
Q27475,Han Hwak,+1400-01-01T00:00:00Z,+1456-01-01T00:00:00Z,,Q484792,,"MISSING: on wikidata, no geni link, not in our tree"
Q27479,Gongshen,+1410-00-00T00:00:00Z,+1483-00-00T00:00:00Z,,Q6799734,,"MISSING: on wikidata, no geni link, not in our tree"
Q27483,Zhang Yu,+1343-01-01T00:00:00Z,+1401-01-01T00:00:00Z,,Q11068798,,"MISSING: on wikidata, no geni link, not in our tree"
Q27487,Song Sheng,,+1407-01-01T00:00:00Z,,Q15904233,,"MISSING: on wikidata, no geni link, not in our tree"
Q27491,Guo Ming,,,,Q108109188,,"MISSING: on wikidata, no geni link, not in our tree"
Q27495,Zhu Qizi,+1430-01-01T00:00:00Z,,,Q11094509,,"MISSING: on wikidata, no geni link, not in our tree"
Q27499,Zhang Qi,,,,Q24833874,,"MISSING: on wikidata, no geni link, not in our tree"
Q27503,Zhang Sheng,+1379-01-01T00:00:00Z,+1441-01-01T00:00:00Z,,Q28415982,,"MISSING: on wikidata, no geni link, not in our tree"
Q27507,Zhang Chang,+1374-01-01T00:00:00Z,+1438-01-01T00:00:00Z,,Q28415988,,"MISSING: on wikidata, no geni link, not in our tree"
Q27511,Empress Xiaogongzhang,+1399-01-01T00:00:00Z,+1462-00-00T00:00:00Z,,Q5374630,,"MISSING: on wikidata, no geni link, not in our tree"
Q27512,Matsudaira Yasunaga,,,,Q128865498,,"MISSING: on wikidata, no geni link, not in our tree"
Q27514,Empress Gongrangzhang,+1402-01-01T00:00:00Z,+1443-00-00T00:00:00Z,,Q8254411,,"MISSING: on wikidata, no geni link, not in our tree"
Q27515,Matsudaira Yasutaka,,,,Q129424183,,"MISSING: on wikidata, no geni link, not in our tree"
Q27517,"Empress Dowager Xiaoyi, of the Wu clan",+1397-06-19T00:00:00Z,+1462-00-00T00:00:00Z,,Q8250347,,"MISSING: on wikidata, no geni link, not in our tree"
Q27520,Zhengtong Emperor,+1427-11-29T00:00:00Z,+1464-02-23T00:00:00Z,,Q9983,6000000012608884223,MISSING: has a geni id we have never exported
Q27521,Date Munezane,+1612-00-00T00:00:00Z,+1644-08-16T00:00:00Z,,Q9385281,,"MISSING: on wikidata, no geni link, not in our tree"
Q27523,Jingtai Emperor,+1428-09-21T00:00:00Z,+1457-03-14T00:00:00Z,,Q9988,6000000012629097379,MISSING: has a geni id we have never exported
Q27526,Princess Changde,,,,Q11060387,,"MISSING: on wikidata, no geni link, not in our tree"
Q27529,Princess Yongqing,,,,Q11132430,,"MISSING: on wikidata, no geni link, not in our tree"
Q27532,Princess Shunde,+1420-00-00T00:00:00Z,+1443-02-25T00:00:00Z,,Q15913339,,"MISSING: on wikidata, no geni link, not in our tree"
Q27535,Zhu Qiyong,+1429-01-01T00:00:00Z,,,Q11094511,,"MISSING: on wikidata, no geni link, not in our tree"
Q27538,朱祁鉦,,,,Q22829245,,"MISSING: on wikidata, no geni link, not in our tree"
Q27541,李贤妃,,,,Q19825659,,"MISSING: on wikidata, no geni link, not in our tree"
Q27544,朱祁銓,+1435-01-01T00:00:00Z,,,Q6784879,,"MISSING: on wikidata, no geni link, not in our tree"
Q27547,朱祁鉞,,,,Q123329715,,"MISSING: on wikidata, no geni link, not in our tree"
Q27550,朱祁鑌,+1431-00-00T00:00:00Z,+1448-00-00T00:00:00Z,,Q31820862,,"MISSING: on wikidata, no geni link, not in our tree"
Q27553,朱祁鎬,+1431-00-00T00:00:00Z,+1461-00-00T00:00:00Z,,Q11094510,,"MISSING: on wikidata, no geni link, not in our tree"
Q27556,Consort Guo,+1392-01-01T00:00:00Z,+1425-00-00T00:00:00Z,,Q15942686,,"MISSING: on wikidata, no geni link, not in our tree"
Q27559,涇陽安靖王,+1433-01-01T00:00:00Z,+1488-01-01T00:00:00Z,,Q16904451,,"MISSING: on wikidata, no geni link, not in our tree"
Q27562,朱祁鍈,+1431-00-00T00:00:00Z,+1495-00-00T00:00:00Z,,Q11094508,,"MISSING: on wikidata, no geni link, not in our tree"
Q27565,Duke Qing of Jin,,+0512-00-00T00:00:00Z,,Q5312850,,"MISSING: on wikidata, no geni link, not in our tree"
Q27568,Dai Ziyong,,,,Q11075271,,"MISSING: on wikidata, no geni link, not in our tree"
Q27571,Qin Zhong,+0850-00-00T00:00:00Z,+0822-00-00T00:00:00Z,,Q564135,,"MISSING: on wikidata, no geni link, not in our tree"
Q27574,Shao Zikang,,,,Q11036316,,"MISSING: on wikidata, no geni link, not in our tree"
Q27577,Miao Ying,,,,Q8249059,,"MISSING: on wikidata, no geni link, not in our tree"
Q27580,Duke Dao of Qin,+0550-00-00T00:00:00Z,+0477-00-00T00:00:00Z,,Q553763,,"MISSING: on wikidata, no geni link, not in our tree"
Q27583,King Gong of Chu,+0600-00-00T00:00:00Z,+0560-00-00T00:00:00Z,,Q795856,,"MISSING: on wikidata, no geni link, not in our tree"
Q27586,King Kang of Chu,,+0545-00-00T00:00:00Z,,Q795948,,"MISSING: on wikidata, no geni link, not in our tree"
Q27589,King Ling of Chu,,+0529-00-00T00:00:00Z,,Q795912,,"MISSING: on wikidata, no geni link, not in our tree"
Q27592,Zi'ao,,+0529-00-00T00:00:00Z,,Q3912802,,"MISSING: on wikidata, no geni link, not in our tree"
Q27595,Chu Gongzi Hei Hu,,+0529-00-00T00:00:00Z,,Q10892792,,"MISSING: on wikidata, no geni link, not in our tree"
Q27598,Zixi,,,,Q10944182,,"MISSING: on wikidata, no geni link, not in our tree"
Q27601,Taizi Jian,,,,Q10941177,,"MISSING: on wikidata, no geni link, not in our tree"
Q27604,Prince Jie,,,,Q10892747,,"MISSING: on wikidata, no geni link, not in our tree"
Q27607,Zilu,,,,Q10944193,,"MISSING: on wikidata, no geni link, not in our tree"
Q27610,Zhen Jiang,,,,Q8249161,,"MISSING: on wikidata, no geni link, not in our tree"
Q27613,Ziliang,,,,Q10944168,,"MISSING: on wikidata, no geni link, not in our tree"
Q27616,King Hui of Chu,,+0432-00-00T00:00:00Z,,Q6411724,,"MISSING: on wikidata, no geni link, not in our tree"
Q27619,Lu Gonggong,,,,Q890102,,"MISSING: on wikidata, no geni link, not in our tree"
Q27622,Duke Xiu of Song Dynasty,,,,Q1188283,,"MISSING: on wikidata, no geni link, not in our tree"
Q27626,Duke Huai of Wey,,,,Q1188293,,"MISSING: on wikidata, no geni link, not in our tree"
Q27629,Duke Shen of Wey,,,,Q1188275,,"MISSING: on wikidata, no geni link, not in our tree"
Q27632,孟敏 (戦国),,,,Q22813312,,"MISSING: on wikidata, no geni link, not in our tree"
Q27635,Sai Thanh hau,,,,Q10822586,,"MISSING: on wikidata, no geni link, not in our tree"
Q27638,Heungpyeong of Gojoseon,,,,Q27786558,,"MISSING: on wikidata, no geni link, not in our tree"
Q27641,Han Khai Chuong,,,,Q6379111,,"MISSING: on wikidata, no geni link, not in our tree"
Q27643,Akechi Okimaru,,,,Q109923067,,"MISSING: on wikidata, no geni link, not in our tree"
Q27644,Ling,+0600-00-00T00:00:00Z,+0545-00-00T00:00:00Z,,Q887580,,"MISSING: on wikidata, no geni link, not in our tree"
Q27647,Ji Dan,,,,Q10889428,,"MISSING: on wikidata, no geni link, not in our tree"
Q27650,Trinh Thanh cong,,,,Q1441727,,"MISSING: on wikidata, no geni link, not in our tree"
Q27653,Ji Chou,,,,Q1527657,,"MISSING: on wikidata, no geni link, not in our tree"
Q27655,Takeda Nobushige,+1368-00-00T00:00:00Z,+1450-12-28T00:00:00Z,,Q6639877,,"MISSING: on wikidata, no geni link, not in our tree"
Q27656,Duke Wen of Chen,,+0745-00-00T00:00:00Z,,Q5952501,,"MISSING: on wikidata, no geni link, not in our tree"
Q27658,今井信景,,,,Q108129853,,"MISSING: on wikidata, no geni link, not in our tree"
Q27659,Duke Zhuang of Chen,,+0693-00-00T00:00:00Z,,Q5951759,,"MISSING: on wikidata, no geni link, not in our tree"
Q27662,陳湣,,,,Q17063234,,"MISSING: on wikidata, no geni link, not in our tree"
Q27664,林通安 (八郎左衛門),,,,Q109834262,,"MISSING: on wikidata, no geni link, not in our tree"
Q27665,Tran Thanh cong,,,,Q6121525,,"MISSING: on wikidata, no geni link, not in our tree"
Q27668,Qi Fu,,,,Q15940896,6000000013567666036,held: geni id in our corpus
Q27671,Gongming,,,,Q10892915,,"MISSING: on wikidata, no geni link, not in our tree"
Q27673,Kōno Michinao,+1500-00-00T00:00:00Z,+1572-10-03T00:00:00Z,,Q17228446,,"MISSING: on wikidata, no geni link, not in our tree"
Q27674,赵胜,,,,Q17060090,,"MISSING: on wikidata, no geni link, not in our tree"
Q27677,Marquess Xian of Zhao,,+0409-00-00T00:00:00Z,,Q3454841,,"MISSING: on wikidata, no geni link, not in our tree"
Q27679,堯有の娘 (有胤の妻),,,,Q110117058,,"MISSING: on wikidata, no geni link, not in our tree"
Q27680,Empress Ma,+1378-00-00T00:00:00Z,+1402-00-00T00:00:00Z,,Q5374573,,"MISSING: on wikidata, no geni link, not in our tree"
Q27683,Zhu Wenkui,+1396-11-30T00:00:00Z,,,Q6121046,,"MISSING: on wikidata, no geni link, not in our tree"
Q27686,Zhu Wengui,+1401-00-00T00:00:00Z,+1457-00-00T00:00:00Z,,Q11094150,,"MISSING: on wikidata, no geni link, not in our tree"
Q27689,Mu Shaoxun,+1504-01-01T00:00:00Z,+1536-01-01T00:00:00Z,,Q17499167,,"MISSING: on wikidata, no geni link, not in our tree"
Q27691,藤原朝尹の娘 (高倉永季の妻),,,,Q109128789,,"MISSING: on wikidata, no geni link, not in our tree"
Q27692,Zhu Chuyi,,,,Q7313182,,"MISSING: on wikidata, no geni link, not in our tree"
Q27695,Empress Yu,,,,Q7313265,,"MISSING: on wikidata, no geni link, not in our tree"
Q27698,ochwchun``ng,,,,Q11093545,,"MISSING: on wikidata, no geni link, not in our tree"
Q27701,Chen Gong,,,,Q15900203,,"MISSING: on wikidata, no geni link, not in our tree"
Q27704,Li Zhen,+1303-01-01T00:00:00Z,+1379-00-00T00:00:00Z,,Q28415938,,"MISSING: on wikidata, no geni link, not in our tree"
Q27707,Li Wenzhong,+1339-00-00T00:00:00Z,+1384-00-00T00:00:00Z,,Q7313643,,"MISSING: on wikidata, no geni link, not in our tree"
Q27710,朱旺,,,,Q18653735,,"MISSING: on wikidata, no geni link, not in our tree"
Q27714,Zhu Wenzheng,,+1360-00-00T00:00:00Z,,Q7314160,,"MISSING: on wikidata, no geni link, not in our tree"
Q27717,福成公主,,,,Q7314211,,"MISSING: on wikidata, no geni link, not in our tree"
Q27720,朱聖保,,,,Q18653749,,"MISSING: on wikidata, no geni link, not in our tree"
Q27723,Quach Son Phu,,,,Q108107816,,"MISSING: on wikidata, no geni link, not in our tree"
Q27726,Guo Xing,+1330-01-01T00:00:00Z,+1383-01-01T00:00:00Z,,Q7317464,,"MISSING: on wikidata, no geni link, not in our tree"
Q27729,Guo Ying,+1335-00-00T00:00:00Z,+1403-00-00T00:00:00Z,,Q7317536,,"MISSING: on wikidata, no geni link, not in our tree"
Q27732,Guo Zixing,+1302-00-00T00:00:00Z,+1355-00-00T00:00:00Z,,Q7317099,,"MISSING: on wikidata, no geni link, not in our tree"
Q27735,Fu Youde,+1327-00-00T00:00:00Z,+1394-12-20T00:00:00Z,,Q3488636,,"MISSING: on wikidata, no geni link, not in our tree"
Q27738,Li Shanchang,+1314-01-01T00:00:00Z,+1390-00-00T00:00:00Z,,Q699369,,"MISSING: on wikidata, no geni link, not in our tree"
Q27741,Chang Yuchun,+1330-01-01T00:00:00Z,+1369-01-01T00:00:00Z,,Q388248,,"MISSING: on wikidata, no geni link, not in our tree"
Q27744,Lü Ben,+1350-00-00T00:00:00Z,,,Q22099686,,"MISSING: on wikidata, no geni link, not in our tree"
Q27745,園基富,+1457-00-00T00:00:00Z,+1553-03-23T00:00:00Z,,Q110084945,,"MISSING: on wikidata, no geni link, not in our tree"
Q27753,Deng Yu,+1337-03-17T00:00:00Z,+1377-12-09T00:00:00Z,,Q11156938,,"MISSING: on wikidata, no geni link, not in our tree"
Q27756,Zhu Zhijun,+1403-01-01T00:00:00Z,+1426-00-00T00:00:00Z,,Q11094042,,"MISSING: on wikidata, no geni link, not in our tree"
Q27759,Zhu Zhigeng,+1404-01-01T00:00:00Z,+1424-00-00T00:00:00Z,,Q11094052,,"MISSING: on wikidata, no geni link, not in our tree"
Q27762,Zhu Zhiqie,+1404-00-00T00:00:00Z,+1455-00-00T00:00:00Z,,Q11094054,6000000075326563980,MISSING: has a geni id we have never exported
Q27765,Zhu Zhibao,,+1448-00-00T00:00:00Z,,Q11094049,,"MISSING: on wikidata, no geni link, not in our tree"
Q27768,Zhu Zhibao,+1407-01-01T00:00:00Z,+1454-00-00T00:00:00Z,,Q11094039,,"MISSING: on wikidata, no geni link, not in our tree"
Q27771,Zhu Zhidong,+1410-01-01T00:00:00Z,+1436-00-00T00:00:00Z,,Q11094045,,"MISSING: on wikidata, no geni link, not in our tree"
Q27774,Zhu Zhinie,+1421-01-01T00:00:00Z,+1457-00-00T00:00:00Z,,Q11094037,,"MISSING: on wikidata, no geni link, not in our tree"
Q27777,Zhu Zhizhi,+1404-01-01T00:00:00Z,,,Q11094048,,"MISSING: on wikidata, no geni link, not in our tree"
Q27780,朱美圭,+1399-01-01T00:00:00Z,,,Q11094628,,"MISSING: on wikidata, no geni link, not in our tree"
Q27783,Zhu Zihou,+1422-01-01T00:00:00Z,,,Q11093807,,"MISSING: on wikidata, no geni link, not in our tree"
Q27786,Zhu Zifang,+1423-01-01T00:00:00Z,,,Q11093808,,"MISSING: on wikidata, no geni link, not in our tree"
Q27789,朱音埑,+1431-01-01T00:00:00Z,,,Q11094937,,"MISSING: on wikidata, no geni link, not in our tree"
Q27792,朱邃𡓱,+1445-01-01T00:00:00Z,,,Q11094859,,"MISSING: on wikidata, no geni link, not in our tree"
Q27794,正親町公兼の娘 (中山康親の妻),,,,Q109176040,,"MISSING: on wikidata, no geni link, not in our tree"
Q27795,朱邃塀,+1448-01-01T00:00:00Z,,,Q11094858,,"MISSING: on wikidata, no geni link, not in our tree"
Q27798,朱邃墁,,,,Q22829300,,"MISSING: on wikidata, no geni link, not in our tree"
Q27801,朱勉塣,,,,Q11093654,,"MISSING: on wikidata, no geni link, not in our tree"
Q27804,朱範圮,+1416-00-00T00:00:00Z,+1444-00-00T00:00:00Z,,Q11094576,,"MISSING: on wikidata, no geni link, not in our tree"
Q27807,朱仕㙻,+1410-00-00T00:00:00Z,+1463-00-00T00:00:00Z,,Q11093554,,"MISSING: on wikidata, no geni link, not in our tree"
Q27809,勧修寺教秀の三女 (三条西実隆の正室),,,,Q108782890,,"MISSING: on wikidata, no geni link, not in our tree"
Q27810,朱芝壐,,,,Q11094681,,"MISSING: on wikidata, no geni link, not in our tree"
Q27813,Zhu Zhigui,,+1511-01-01T00:00:00Z,,Q18383889,,"MISSING: on wikidata, no geni link, not in our tree"
Q27817,朱芝坦,,,,Q18383888,,"MISSING: on wikidata, no geni link, not in our tree"
Q27820,Zhu Zhizhi,+1432-01-01T00:00:00Z,,,Q11094680,,"MISSING: on wikidata, no geni link, not in our tree"
Q27823,朱豪㙷,,,,Q22829249,,"MISSING: on wikidata, no geni link, not in our tree"
Q27824,阿野季遠の娘 (葉室光忠の妻),,,,Q108969608,,"MISSING: on wikidata, no geni link, not in our tree"
Q27826,朱豪墭,+1429-01-01T00:00:00Z,,,Q11094790,,"MISSING: on wikidata, no geni link, not in our tree"
Q27829,朱友堉,+1401-00-00T00:00:00Z,+1431-00-00T00:00:00Z,,Q11093694,,"MISSING: on wikidata, no geni link, not in our tree"
Q27832,朱友𪤅,+1409-01-01T00:00:00Z,,,Q20062731,,"MISSING: on wikidata, no geni link, not in our tree"
Q27835,朱友垓,+1420-01-01T00:00:00Z,,,Q11093693,,"MISSING: on wikidata, no geni link, not in our tree"
Q27838,朱祿埤,+1421-01-01T00:00:00Z,,,Q11094544,,"MISSING: on wikidata, no geni link, not in our tree"
Q27841,朱季堄,+1413-01-01T00:00:00Z,+1443-01-01T00:00:00Z,,Q11093832,,"MISSING: on wikidata, no geni link, not in our tree"
Q27844,朱季埱,+1423-01-01T00:00:00Z,,,Q11093831,,"MISSING: on wikidata, no geni link, not in our tree"
Q27847,朱季塛,,,,Q22829210,,"MISSING: on wikidata, no geni link, not in our tree"
Q27850,朱幼㙾,+1432-01-01T00:00:00Z,,,Q11093964,,"MISSING: on wikidata, no geni link, not in our tree"
Q27853,Zhu You?,,,,Q45623915,,"MISSING: on wikidata, no geni link, not in our tree"
Q27856,朱泰墱,+1416-01-01T00:00:00Z,,,Q11094341,,"MISSING: on wikidata, no geni link, not in our tree"
Q27859,Zhu Taikan,+1412-01-29T00:00:00Z,+1473-11-14T00:00:00Z,,Q11094340,,"MISSING: on wikidata, no geni link, not in our tree"
Q27862,朱泰坾,,,,Q22829238,,"MISSING: on wikidata, no geni link, not in our tree"
Q27865,Zhu Dianpei,+1418-00-00T00:00:00Z,+1491-00-00T00:00:00Z,,Q11093804,,"MISSING: on wikidata, no geni link, not in our tree"
Q27868,朱奠壘,+1427-01-01T00:00:00Z,,,Q11093805,,"MISSING: on wikidata, no geni link, not in our tree"
Q27871,朱奠堵,,,,Q17502317,,"MISSING: on wikidata, no geni link, not in our tree"
Q27874,朱奠坫,,,,Q22829280,,"MISSING: on wikidata, no geni link, not in our tree"
Q27877,Mei Shunchang,,,,Q45447991,,"MISSING: on wikidata, no geni link, not in our tree"
Q27880,Mei Shunchang,,,,Q45426250,6000000075406468877,MISSING: has a geni id we have never exported
Q27883,Mei Jingfu,,,,Q45426292,6000000075406385872,MISSING: has a geni id we have never exported
Q27889,徐景昌,,+1437-01-01T00:00:00Z,,Q16905134,,"MISSING: on wikidata, no geni link, not in our tree"
Q27890,空済,,,,Q109132453,,"MISSING: on wikidata, no geni link, not in our tree"
Q27892,Xu Qin,+1391-01-01T00:00:00Z,,,Q11070766,,"MISSING: on wikidata, no geni link, not in our tree"
Q27895,Insu,+1437-09-08T00:00:00Z,+1504-04-27T00:00:00Z,,Q624060,,"MISSING: on wikidata, no geni link, not in our tree"
Q27901,Zhang Fu,+1375-01-01T00:00:00Z,+1449-01-01T00:00:00Z,,Q6803223,,"MISSING: on wikidata, no geni link, not in our tree"
Q27904,Zhang Yue,+1393-01-01T00:00:00Z,+1458-01-01T00:00:00Z,,Q11069107,,"MISSING: on wikidata, no geni link, not in our tree"
Q27907,Zhang Yi,+1390-00-00T00:00:00Z,+1462-00-00T00:00:00Z,,Q11069115,,"MISSING: on wikidata, no geni link, not in our tree"
Q27913,郭玹,+1395-01-01T00:00:00Z,+1447-00-00T00:00:00Z,,Q15907709,,"MISSING: on wikidata, no geni link, not in our tree"
Q27916,朱見灂,+1453-01-01T00:00:00Z,,,Q11094754,,"MISSING: on wikidata, no geni link, not in our tree"
Q27919,Sun Zhong,+1368-01-01T00:00:00Z,+1452-01-01T00:00:00Z,,Q28416319,,"MISSING: on wikidata, no geni link, not in our tree"
Q27922,Sun Jizong,+1395-01-01T00:00:00Z,,,Q28416564,,"MISSING: on wikidata, no geni link, not in our tree"
Q27928,Empress Xiaozhuangrui,+1426-01-01T00:00:00Z,+1468-01-01T00:00:00Z,,Q5374636,,"MISSING: on wikidata, no geni link, not in our tree"
Q27931,Empress Xiaosu,+1430-00-00T00:00:00Z,+1504-00-00T00:00:00Z,,Q5355483,,"MISSING: on wikidata, no geni link, not in our tree"
Q27934,Chenghua Emperor,+1447-12-09T00:00:00Z,+1487-09-09T00:00:00Z,,Q9991,6000000012608881357,MISSING: has a geni id we have never exported
Q27937,Zhu Jianchun,+1450-01-01T00:00:00Z,+1453-01-01T00:00:00Z,,Q11094744,,"MISSING: on wikidata, no geni link, not in our tree"
Q27940,Princess Chongqing,+1446-01-01T00:00:00Z,,,Q15938495,,"MISSING: on wikidata, no geni link, not in our tree"
Q27943,Princess Chun'an,,,,Q11153581,,"MISSING: on wikidata, no geni link, not in our tree"
Q27946,Princess Guangde,+1454-01-01T00:00:00Z,,,Q11064682,,"MISSING: on wikidata, no geni link, not in our tree"
Q27949,Princess Jiashan,,+1499-00-00T00:00:00Z,,Q10923975,,"MISSING: on wikidata, no geni link, not in our tree"
Q27952,Princess Longqing,+1455-00-00T00:00:00Z,+1480-00-00T00:00:00Z,,Q16603716,,"MISSING: on wikidata, no geni link, not in our tree"
Q27954,Richū-joō,,,,Q10420536,,"MISSING: on wikidata, no geni link, not in our tree"
Q27955,Princess Chongde,,,,Q16603400,,"MISSING: on wikidata, no geni link, not in our tree"
Q27957,Bunsatsu-nyoō,,,,Q12144216,,"MISSING: on wikidata, no geni link, not in our tree"
Q27958,princezna I-sing,,,,Q10948800,,"MISSING: on wikidata, no geni link, not in our tree"
Q27960,Teruko-naishinnō,,,,Q11388328,,"MISSING: on wikidata, no geni link, not in our tree"
Q27961,Princess Jiaxiang,,,,Q10924059,,"MISSING: on wikidata, no geni link, not in our tree"
Q27963,Tsuneko-naishinnō,,,,Q11481356,,"MISSING: on wikidata, no geni link, not in our tree"
Q27964,Zhu Jianpei,+1462-01-01T00:00:00Z,+1505-01-01T00:00:00Z,,Q11094737,,"MISSING: on wikidata, no geni link, not in our tree"
Q27966,Bunchi-joō,,,,Q11499996,,"MISSING: on wikidata, no geni link, not in our tree"
Q27967,Zhu Jianzhi,+1458-01-01T00:00:00Z,+1472-01-01T00:00:00Z,,Q11094739,,"MISSING: on wikidata, no geni link, not in our tree"
Q27969,Sōchō-joō,,,,Q10207028,,"MISSING: on wikidata, no geni link, not in our tree"
Q27970,Zhu Jianxun,+1456-01-01T00:00:00Z,+1527-01-01T00:00:00Z,,Q11094740,,"MISSING: on wikidata, no geni link, not in our tree"
Q27972,"Yasuhito, Prince Hachijō",,,,Q10892241,,"MISSING: on wikidata, no geni link, not in our tree"
Q27973,Zhu Jianlin,+1448-01-01T00:00:00Z,+1515-00-00T00:00:00Z,,Q11094749,,"MISSING: on wikidata, no geni link, not in our tree"
Q27975,Gyōjo-hosshinnō,,,,Q10930627,,"MISSING: on wikidata, no geni link, not in our tree"
Q27976,Zhu Jianshu,+1452-03-12T00:00:00Z,+1472-10-13T00:00:00Z,,Q11094751,,"MISSING: on wikidata, no geni link, not in our tree"
Q27978,Shuchō-hosshinnō,,,,Q11450087,,"MISSING: on wikidata, no geni link, not in our tree"
Q27979,Zhu Jianze,+1455-01-01T00:00:00Z,+1505-01-01T00:00:00Z,,Q11094759,,"MISSING: on wikidata, no geni link, not in our tree"
Q27981,Go-Kōmyō,,,,Q329765,6000000011626857554,held: geni id in our corpus
Q27982,Cu Tien-s',+1449-01-01T00:00:00Z,,,Q11094761,,"MISSING: on wikidata, no geni link, not in our tree"
Q27984,Shōjō-hosshinnō,,,,Q12144215,,"MISSING: on wikidata, no geni link, not in our tree"
Q27985,Empress Xiaoyuanjing,+1427-01-01T00:00:00Z,+1505-01-01T00:00:00Z,,Q8254537,,"MISSING: on wikidata, no geni link, not in our tree"
Q27987,Bōjō Fusako,,,,Q109303763,,"MISSING: on wikidata, no geni link, not in our tree"
Q27988,Empress Hang,+1427-01-01T00:00:00Z,+1456-01-01T00:00:00Z,,Q5374529,,"MISSING: on wikidata, no geni link, not in our tree"
Q27990,Chūnagon on Denji,,,,Q109304756,,"MISSING: on wikidata, no geni link, not in our tree"
Q27991,Hoang quy phi Duong thi,+1450-00-00T00:00:00Z,+1457-00-00T00:00:00Z,,Q8250693,,"MISSING: on wikidata, no geni link, not in our tree"
Q27993,Gojō Yōko,,,,Q11372486,,"MISSING: on wikidata, no geni link, not in our tree"
Q27994,李惜児,+1450-00-00T00:00:00Z,,,Q8249528,,"MISSING: on wikidata, no geni link, not in our tree"
Q27996,Duo Nai Jing Xiao Lu Ju,,,,Q109319209,,"MISSING: on wikidata, no geni link, not in our tree"
Q27997,Zhu Jianji,+1448-08-01T00:00:00Z,+1453-03-21T00:00:00Z,,Q11094760,,"MISSING: on wikidata, no geni link, not in our tree"
Q27999,Gojō Tsuneko,,,,Q109319235,,"MISSING: on wikidata, no geni link, not in our tree"
Q28000,Princess Gu'an,+1449-01-01T00:00:00Z,+1491-01-01T00:00:00Z,,Q10925872,,"MISSING: on wikidata, no geni link, not in our tree"
Q28002,Chūjō no Tsubone,,,,Q97031328,,"MISSING: on wikidata, no geni link, not in our tree"
Q28003,Zhu Jianshu,+1451-01-01T00:00:00Z,+1490-01-01T00:00:00Z,,Q11094741,,"MISSING: on wikidata, no geni link, not in our tree"
Q28005,Fukuko-naishin'nō,,,,Q109306517,,"MISSING: on wikidata, no geni link, not in our tree"
Q28007,Zhu Jianfang,,+1516-01-01T00:00:00Z,,Q11094742,,"MISSING: on wikidata, no geni link, not in our tree"
Q28008,Sonshō-hosshinnō,,,,Q15929069,,"MISSING: on wikidata, no geni link, not in our tree"
Q28010,朱見沔,,,,Q22829246,,"MISSING: on wikidata, no geni link, not in our tree"
Q28011,Gyōkyō-hosshinnō,,,,Q15924901,,"MISSING: on wikidata, no geni link, not in our tree"
Q28013,朱見濂,,,,Q6784713,,"MISSING: on wikidata, no geni link, not in our tree"
Q28014,Son'in-hosshinnō,,,,Q15930251,,"MISSING: on wikidata, no geni link, not in our tree"
Q28016,朱見淀,,,,Q11094753,,"MISSING: on wikidata, no geni link, not in our tree"
Q28017,Esihū-joō,,,,Q118697783,,"MISSING: on wikidata, no geni link, not in our tree"
Q28019,朱見潚,+1448-01-01T00:00:00Z,+1492-01-01T00:00:00Z,,Q11094748,,"MISSING: on wikidata, no geni link, not in our tree"
Q28020,Song Mu Zong Tiao,,,,Q109305228,,"MISSING: on wikidata, no geni link, not in our tree"
Q28022,朱見溥,,,,Q11094745,,"MISSING: on wikidata, no geni link, not in our tree"
Q28023,Zi Ye Jing Zhi Zi,,,,Q110966676,,"MISSING: on wikidata, no geni link, not in our tree"
Q28025,朱見溢,,+1503-00-00T00:00:00Z,,Q16904454,,"MISSING: on wikidata, no geni link, not in our tree"
Q28026,Kyōgoku-no-miya Yakahito-shinnō,,,,Q10883184,,"MISSING: on wikidata, no geni link, not in our tree"
Q28028,朱見滋,+1452-01-01T00:00:00Z,,,Q11094746,,"MISSING: on wikidata, no geni link, not in our tree"
Q28029,Ren He Si Gong Shou Shu Ru Dao Qin Wang,,,,Q110966608,,"MISSING: on wikidata, no geni link, not in our tree"
Q28031,朱見𣹟,,,,Q11094755,,"MISSING: on wikidata, no geni link, not in our tree"
Q28032,Jing Ji Gong Chang Zi Nu Wang,,,,Q111310549,,"MISSING: on wikidata, no geni link, not in our tree"
Q28034,朱見濍,,,,Q22829204,,"MISSING: on wikidata, no geni link, not in our tree"
Q28035,Er Tiao Chun Zi,,,,Q110592002,,"MISSING: on wikidata, no geni link, not in our tree"
Q28037,Duke Ding of Jin,,+0475-00-00T00:00:00Z,,Q5312758,,"MISSING: on wikidata, no geni link, not in our tree"
Q28038,Yue Qian  (you Qi Chuan Gong Zhi Ren Qin Wang Nojia Nu Fang ),,,,Q110593117,,"MISSING: on wikidata, no geni link, not in our tree"
Q28040,忌 (晋国),,,,Q10296563,,"MISSING: on wikidata, no geni link, not in our tree"
Q28041,Shobukoji (Lady-in-waiting of Prince Arisugawa Miyamoto),,,,Q110594836,,"MISSING: on wikidata, no geni link, not in our tree"
