file,bytes,content,writer,readers,cited_in,verdict,reason
inal-kut-chor-montecarlo-round3-candidates.txt,800,MC round 3 off Inal Kut Chor: the 40 picked geni ids,"none in code: drained from the geni-extension {type:'montecarlo'} census run and copied into reports/ by hand (devlog records copying drain files off); none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Round record of the Monte Carlo descendants campaign (docs/monte-carlo-procedure.md: a root stops when a round returns zero >=5000 readings; these rounds are that evidence); census page loads are not reproducible offline
inal-kut-chor-montecarlo-round3.tsv,914,MC round 3 off Inal Kut Chor: descendants reading per pick,"none in code: drained from the geni-extension {type:'montecarlo'} census run and copied into reports/ by hand (devlog records copying drain files off); none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Round record of the Monte Carlo descendants campaign (docs/monte-carlo-procedure.md: a root stops when a round returns zero >=5000 readings; these rounds are that evidence); census page loads are not reproducible offline
inca-montecarlo-round.tsv,2472,MC round 1 off the Inca root: 37 picks with census readings,"none in code: drained from the geni-extension {type:'montecarlo'} census run and copied into reports/ by hand (devlog records copying drain files off); none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,Round record of the Monte Carlo descendants campaign (docs/monte-carlo-procedure.md: a root stops when a round returns zero >=5000 readings; these rounds are that evidence); census page loads are not reproducible offline
isolate-batch-2026-09-12.tsv,742,24 qid/geni_id isolates batched for the collector on 2026-09-12,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Dated record of which isolates were run that day; no writer; kept by the doubt rule
isolate-batch-queue.json,2434,"The same 24 isolates as collector job objects ({job,kind,geni_id,label})","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,DELETED 2026-09-25,"Verified: exactly the same 24 (qid,geni_id) pairs as isolate-batch-2026-09-12.tsv, which is kept; a one-off job queue, no reader, no citation, no judgment"
isolate-path-pilot-probe.tsv,83,"One-row probe: geni 6000000001826339630, 2 steps, has_target","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (harvest-isolate-paths.py writes isolate-path-pilot-results.tsv, not this)",none,none,DELETED 2026-09-25,"Single-row scratch probe of the path parser; no reader, no citation, no judgment; the pilot results proper are isolate-path-pilot-results.tsv"
isolate-path-pilot-queue.txt,2784,100 isolate geni ids with blood/inlaw kind for the path pilot,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,docs/final-wikidata-geni-scrape.md,KEEP-RECORD,Cited in docs/final-wikidata-geni-scrape.md
izumo-kokuso-roster.tsv,3351,103 Izumo kokuso by regnal number with QID,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,reports/izumo-chart-edges.md; reports/izumo-geni-build.md,KEEP-RECORD,Cited in reports/izumo-chart-edges.md and izumo-geni-build.md; research roster
label-change-census.md,1596,"How many Geni labels need changing, over derived-labels.csv",hand-written census,none,devlog.md,KEEP-RECORD,Cited in devlog
living-relatives.md,13192,"Living relatives on Google Scholar, ORCID and arXiv",hand-written research,none,devlog.md,KEEP-RECORD,Research cited in devlog
mass-export-log.tsv,64244,"Log of every Bureatten campaign export: seed, style, outcome, file, people, notes",hand-maintained log,none,devlog.md(5); docs/mass-export-run.md,KEEP-RECORD,Campaign log cited in docs/mass-export-run.md and devlog
model-vs-reality-izumo.tsv,40534,"535 model-vs-live diff rows (property, verdict extra/missing) for Izumo items",scripts/model-vs-reality.py with --roster/--out (default out is model-vs-reality.tsv); reflects live Wikidata on that day,none in code; it is the stated source of wikidata-from-diff-izumo.qs,none,KEEP-RECORD,"Evidence behind a sent batch; a re-run gives today's Wikidata, not that day's"
names-spec.md,7385,Spec: modelling person names for Wikidata (first spec against the model),hand-written spec,none,devlog.md(2); docs/rules/corpus-and-tree.md; docs/rules/wikidata-editing.md; reports/model.md,KEEP-RECORD,"Cited in docs/rules/corpus-and-tree.md, wikidata-editing.md and devlog"
nn-manual-identifications.csv,1227,11 NN people identified by hand to QIDs via the adjudication GUIs,by hand (GUI verdicts),none,devlog.md; docs/queue-archive/the-end-of-the-queue.md,KEEP-RECORD,"Human identifications, cited in devlog and queue-archive"
nn-nn-6000000227822546944-montecarlo-round1-candidates.txt,800,MC round 1 off NN NN 6000000227822546944 (Turkic/Uyghur root): the 40 picked ids,"none in code: drained from the geni-extension {type:'montecarlo'} census run and copied into reports/ by hand (devlog records copying drain files off); none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Round record of the Monte Carlo descendants campaign (docs/monte-carlo-procedure.md: a root stops when a round returns zero >=5000 readings; these rounds are that evidence); census page loads are not reproducible offline
nn-nn-6000000227822546944-montecarlo-round1-stats.tsv,1408,MC round 1 off root 6000000227822546944: descendants/ancestors/blood readings per pick,"none in code: drained from the geni-extension {type:'montecarlo'} census run and copied into reports/ by hand (devlog records copying drain files off); none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Round record of the Monte Carlo descendants campaign (docs/monte-carlo-procedure.md: a root stops when a round returns zero >=5000 readings; these rounds are that evidence); census page loads are not reproducible offline
numeral-name-tokens.csv,4399751,"41,203 name fields carrying a Roman numeral token, with source export","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,"Census cited in devlog as evidence (the ""build a CSV of every instance"" rule)"
orderlife-sex-q1.csv,2762,"40 orderlife people with sex value Q1, with parents/children/spouses","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (build-orderlife-batch.py reads orderlife-sex-inferred.csv, not this)",none,docs/future-modelling.md,KEEP-RECORD,Cited in docs/future-modelling.md
pathrun-batch-current.js,183530,"Path-runner batch: R.ids = 8,000 worklist ids, offset 0 (167,883 eligible)",scripts/build-pathrun-batch.py --count 8000 > file (stdout redirect),"none (pathrun.js and devlog name reports/pathrun-batch.js, a different committed batch; only 216 ids overlap)",none,DELETED 2026-09-25,Stray second copy of a generated batch; the rule-mandated committed batch is reports/pathrun-batch.js and attempts are stamped in unconnected-p2600.tsv. Confirm the live geni.com tab is not running this list before deleting
patronymic-pairs-to-create.tsv,10534,401 patronymics with bearer count and the counterpart to create (e.g. Rasmussen->Rasmussdatter),"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,DELETED 2026-09-25,"Stale derived list whose counterparts are wrong by namemodel.patronymic_counterpart (build-patronymic-pairs.py docstring: Rasmusdatter, never Rasmussdatter); the live pipeline step recomputes pairs every run; no reader, no citation"
patronymic-reclassified.tsv,2296382,"30,171 tokens reclassified as patronymics with person and father","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md(4),KEEP-RECORD,Cited 4x in devlog (with its STALE warning)
presence-contrast-ancient.tsv,20792,392 pre-1600 people at presence contrast >=6,"sliced from reports/presence-contrast.csv (scripts/build-presence-contrast.py writes the .csv, not this .tsv)",none,reports/presence-contrast.md,KEEP-RECORD,Cited in reports/presence-contrast.md
public-repo-analysis.md,5565,Could the repo be public with Actions emailing a daily QS file,hand-written analysis,none,devlog.md(2),KEEP-RECORD,Decision record cited in devlog
publication-search.md,3735,"Do close living relatives have publications (OpenAlex): no, 0 of 53",hand-written research,none,devlog.md; reports/wikidata-ranking.md,KEEP-RECORD,Research cited in devlog and wikidata-ranking.md
punctuation-only-name-tokens.csv,1819570,"17,929 name fields whose token is punctuation only, with source export","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,Census cited in devlog as evidence
qid-links-pair-audit.csv,432,"3 QID-link pairs that failed audit, each with a verdict",by hand,none,devlog.md,KEEP-RECORD,Verdict record cited in devlog
rejected-parents-network.tsv,11046,"99 candidate parents the duplicate guard rejects, network subset",none by this name; scripts/list-rejected-parents.py writes the full reports/rejected-parents.tsv,none,none,DELETED 2026-09-25,"All 99 (our_geni,via_child) rows are in reports/rejected-parents.tsv, which list-rejected-parents.py regenerates; carries no verdicts (those are in emma-judgments.tsv); unread and uncited"
relational-label-source-disagreements.csv,125979,"1,466 people whose Geni and Wikidata labels disagree, abbreviated flag","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,Measurement cited in devlog
relational-labels-live-abbreviated.csv,80,1 live relational label still abbreviated (Q141447199),"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,Cited in devlog as the 1-of-115 finding
restore-cjk-labels.qs,6258,QS restoring 80 CJK labels overwritten by batch 1789348401596 on 2026-09-14,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (devlog records the one-off)","generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(2),KEEP-RECORD,Repair batch cited in devlog; record of the restore
rogaland-stavanger-isolates.csv,6565,102 isolates born/died in Stavanger/Rogaland with place evidence,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,reports/audit-resume-2026-08-17.md,KEEP-RECORD,Cited in reports/audit-resume-2026-08-17.md; no writer
roman-contrast-seeds.tsv,5558,46 ranked Roman-era seeds by presence contrast with tree URLs,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (derived from presence-contrast data)",none,none,KEEP-RECORD,Seed selection with no writer to reproduce; kept by the doubt rule
round-in-flight.tsv,9294,"Seeds of an export round: created placeholder parents (seed, tier, slot, target)",hand-written handoff (header says overwritten every round),none,devlog.md,KEEP-RECORD,"Cited in devlog; lists Geni profiles created for a round, not reproducible"
samaritan-component.md,7940,The 33 Samaritan high priests: mothers and the wall above Tabia,hand-written research,none,devlog.md; reports/audit-transcripts-2026-08-15.md; reports/samaritan-families.md(2); reports/samaritan-priesthood.md(2),KEEP-RECORD,"Research on a lineage, cited in devlog"
samaritan-ukrainian-marriages.md,16433,"Ukrainian marriages into the Samaritan community, from pages Emma downloaded",hand-written research,none,reports/samaritan-families.md,KEEP-RECORD,Research on specific people; cited in reports/samaritan-families.md
scrape-private-profiles.txt,1430,"23 saved Geni pages rendered private, with anchor counts, and the 2026-08-19 ruling",one-liner in its header over geni-scraping/*.html (that directory no longer exists in HEAD),none,none,KEEP-RECORD,"Carries a ruling; its source directory is gone, so not reproducible"
script-sweep.md,2617,The 264-script sweep: very little to delete,hand-written,none,devlog.md,KEEP-RECORD,Cited in devlog
seed-naming-sample.tsv,356068,"4,000-row sample of the collector naming algorithm (patronymic system, tiers)","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none (named in tests/test_geni_extension.py docstring as the measurement),devlog.md(2),KEEP-RECORD,Measurement cited in devlog and the test docstring
sibling-pair-scrape-targets.tsv,50223,"2,525 bare geni ids to scrape for sibling pairs","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,DELETED 2026-09-25,"All 2,525 ids are in reports/sibling-pair-worklist.tsv, written by scripts/sibling-pair-worklist.py (live, tree.yml); a bare id list with no judgment, unread, uncited"
song-dynasty-isolates.csv,697380,"17,259 Song-dynasty isolates (qid, geni id, label)","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,"17,141 of 17,259 overlap cbdb-connectivity.csv but not all; no writer, so not reproducible; kept by the doubt rule"
sparse-ancient-exports-2026-08-22.md,3054,"Did the ancient sparse-region exports expand the tree (no, not in volume)",hand-written,none,devlog.md; reports/presence-contrast.md,KEEP-RECORD,Finding cited in devlog and presence-contrast.md
sparse-seeds-by-age.tsv,52661,509 sparse-region seeds ordered by birth year with tree URLs,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,The list the 2026-08-22 ancient seeds came from; no writer; kept by the doubt rule
sparse-seeds-to-open.tsv,652,5 top sparse regions with the seed geni id opened for each,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (same handoff shape as find-chain-gaps.py midpoint-seeds-to-open.tsv)",none,none,KEEP-RECORD,Records the seed ids behind the region exports that sparse-ancient-exports-2026-08-22.md names only by region
spine-candidate-evidence.tsv,289,1 spine identification: Ramborg Knutsdotter -> Q4955715 with corroborating father,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,none,KEEP-RECORD,Identification evidence (human-judgment input)
spine-name-candidates.md,12463,Spine people called absent: ranked name candidates for a human to judge,scripts/search-spine-names.py (deleted),none,none,KEEP-RECORD,Human-judgment input; generator gone
spine-name-candidates.tsv,10648,80 ranked Wikidata name candidates per spine step with score,scripts/search-spine-names.py (deleted),none,none,KEEP-RECORD,Data behind the .md; generator gone
sweep-patronymics-yuri.tsv,9529,46 patronymic-bearing people found in the Yuri sweep pages,scripts/scan-sweep-patronymics.py <pattern> reports/sweep-patronymics-yuri.tsv (argv dst),none,none,KEEP-RECORD,"Yuri/Euphemia descent research; source sweep pages are local downloads, not reproducible"
sweep-queue-6000000227822546944.txt,384348,Space-separated sweep queue of ~30k short ids for root 6000000227822546944,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,docs/queue-archive/queue-before-2026-09-24-rewrite.md,KEEP-RECORD,"Cited in docs/queue-archive/queue-before-2026-09-24-rewrite.md (the queue whose cursor stood at 8,993)"
synoptic-conflicts-labelled.tsv,32610,257 synoptic conflicts with Wikidata labels and same_label flag,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context) (build-synoptic-correspondence.py writes synoptic-conflicts.tsv)",none,reports/synoptic-conflicts.md(2),KEEP-RECORD,Cited in reports/synoptic-conflicts.md
tanba-chart-edges.md,2755,"Tanba clan chart parent->child edges, read visually off screenshots",by hand from screenshots,none,none,KEEP-RECORD,"Hand-read research, not reproducible"
tanba-chart-edges.tsv,1688,39 parent/child edges of the Tanba chart,by hand from screenshots,none,none,KEEP-RECORD,"Hand-read research, not reproducible"
tiny-gedcom-relation-vocabulary.csv,2985,40 relation strings (his father...) with row counts and GEDCOM representation,"none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,devlog.md,KEEP-RECORD,"The census the tiny-GEDCOM item asked for, cited in devlog"
title-tails-dropped.tsv,1943964,"18,165 people whose title tail is dropped from the label","none found (searched literal name and stem fragments in scripts/ src/ .github/ geni-extension/ tests/, incl. f-string/%s/glob patterns; devlog context)",none,docs/rules/names.md,KEEP-RECORD,Census cited in docs/rules/names.md
wikidata-ancestor-creations-auto.qs,1914,Scheduled-half QS: 3 owner-ancestor creations (2026-09-24 seed),"scripts/build-ancestor-creations.py (deleted 2026-09-24, replaced by the ring)","generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md,KEEP-RECORD,"Cited in devlog as the measured batch (3, 0 spoken for) and as mechanism evidence; generator gone"
wikidata-ancestor-creations.qs,2345,QS half: 4 owner-ancestor creations with reciprocals,scripts/build-ancestor-creations.py (deleted 2026-09-24),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(2),KEEP-RECORD,Cited in devlog as evidence of the refuse_non_local mechanism; generator gone
wikidata-bureatten-p2600.qs,259,6 P2600 statements for Bureatten items,hand-built one-off (devlog),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(3); reports/geni-qid-links.md; reports/qs-batch-audit.md; todo.md,KEEP-RECORD,Cited in devlog and todo.md; record of a batch
wikidata-charlemagne-last-bond.qs,1802,The two statements that closed Arne->Charlemagne (2026-08-29),hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-description-case-fix.qs,1177,25 Den replacements fixing capitalised dates (+ABT->circa),hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md,KEEP-RECORD,Cited in devlog; corrective batch record
wikidata-edited-not-created.qs,5919,One edit each on 16 items Emma edited but did not create (watchlist),hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-from-diff-izumo.qs,1811,6 statements projected from model-vs-reality-izumo.tsv,scripts/build-from-diff.py --diff model-vs-reality-izumo.tsv --conflicts-only (custom --out),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Cited in devlog; depends on that day's diff
wikidata-frontier-era.md,5686,Where the Wikidata download frontier sits in time (2026-08-08),hand-written measurement,none,none,KEEP-RECORD,Research measurement; not reproducible at that shard count
wikidata-garborg-day-2026-08-25-run.qs,15617,Archived day batch as run 2026-08-25,archived copy of the build-garborg-day.py day batch,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py; named in tests/test_p2600_batches.py SPENT_BATCHES",devlog.md(3); reports/qs-batch-audit.md,KEEP-RECORD,Sent-batch record cited in devlog and pinned by name in a test
wikidata-garborg-label-fixes.qs,10197,"Label corrections (married name primary, Amul first)",scripts/build-label-corrections.py (deleted 2026-08-28),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-garborg-links.qs,7253,127 relationships between existing Garborg items,hand-run one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-garborg-role-fixes.qs,783,Remove and re-add a P734 without the married-name role on a man,hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Implements Emma's 2026-08-24 ruling; cited in devlog
wikidata-japanese-parentage-oneoff.qs,1282,"PARKED, not to be run: a Japanese parentage fact (2026-09-21)",hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",none,KEEP-RECORD,Header says it is kept as a RECORD of the fact per ruling
wikidata-join-garborg-links-skipped.tsv,247,3 rows: Wikidata already holds everything Geni supports,scripts/build-join-batch.py garborg-links -> wikidata-join-{name}-skipped.tsv,none,none,KEPT (asked: deleting a .qs reds the inventory test),"Output of an existing generator; its only content is ""nothing to add"" for 3 people; unread, uncited, no judgment"
wikidata-join-garborg-links.qs,292,"Header only, zero statements (nothing to join)",scripts/build-join-batch.py garborg-links -> wikidata-join-{name}.qs,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",reports/qs-batch-audit.md,KEPT (asked: deleting a .qs reds the inventory test),Empty batch from an existing generator: nothing was ever sent from it; only listed in the generic reports/qs-batch-audit.md inventory. built-batches.tsv is regenerated by the next pipeline run
wikidata-join-izumo-skipped.tsv,170,2 Izumo items skipped: already hold everything,scripts/build-join-batch.py izumo,tests/test_join_batch.py (CI) reads it by name,none,KEEP-LIVE,Read by name by a CI test
wikidata-join-izumo.qs,20127,Geni facts onto already-joined Izumo items (P2600 first),scripts/build-join-batch.py izumo,"tests/test_join_batch.py (BATCH, CI); generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(2); reports/qs-batch-audit.md,KEEP-LIVE,Read by name by a CI test; also cited in devlog
wikidata-jon-parents.qs,1257,Creates the parents of Jon Samuelsen Raustad (run 2026-08-25),hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py; named in tests/test_p2600_batches.py SPENT_BATCHES",devlog.md(2); reports/qs-batch-audit.md,KEEP-RECORD,Sent batch pinned by name in a test and cited in devlog
wikidata-lave-jonsen.qs,2163,"Q141189080 relabelled ""Lave Jonsen"" in every language",hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,"Sent batch on Emma's request, cited in devlog"
wikidata-merge-list.md,1881,Wikidata items to merge when hand editing is possible (2026-08-29),hand-written,none,none,KEEP-RECORD,Pending human merge list with rulings
wikidata-merge-list.tsv,567,3 pending merge pairs with Emma's reasons,by hand,none,reports/wikidata-merge-list.md,KEEP-RECORD,"Human judgment file, cited by wikidata-merge-list.md"
wikidata-patronymic-pairs.qs,8313,"Missing half of patronymic pairs, 40 a run","scripts/build-patronymic-pairs.py (zlib-embedded; OUT = reports/wikidata-patronymic-pairs.qs), run by pipeline.yml ""Patronymic gendered pairs""","tests/test_patronymic_pairs_called.py (CI, by name); generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(2),KEEP-LIVE,Regenerated by pipeline.yml every run
wikidata-pilot-2026-08-07.md,3689,The 1000-item Wikidata download pilot and the decision it fed,hand-written,none,devlog.md,KEEP-RECORD,Cited in devlog
wikidata-q141198548-nn.qs,3008,Q141198548 is Deokjang's wife: mul NN Buyeo,hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(2); reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-q4411612-mul.qs,4020,Q4411612 identified on Geni and given a mul label,hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Sent batch cited in devlog
wikidata-ranking.md,4718,"Every relative with a Wikidata item, ranked (22 within 14 hops)",hand-written,none,devlog.md,KEEP-RECORD,Research cited in devlog
wikidata-reciprocals-siblings-held.qs,144183,155 P3373 sibling statements parked over the cap,scripts/build-missing-reciprocals.py (deleted 2026-08-28),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py; counted by name in a tests/test_p2600_batches.py docstring",devlog.md(3); reports/qs-batch-audit.md,KEEP-RECORD,Parked statements cited in devlog; generator gone
wikidata-reciprocals.qs,356978,Relationships the tree records and live items lack (2026-08-25),scripts/build-missing-reciprocals.py (deleted 2026-08-28),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md(7); docs/rules/wikidata-editing.md; reports/qs-batch-audit.md,KEEP-RECORD,Cited in docs/rules/wikidata-editing.md and devlog
wikidata-remove-collapsed-generation-p2600.qs,1705,Removes the son's P2600 from 2 father items,hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Implements Emma's 2026-08-26 ruling; cited in devlog
wikidata-remove-iv-of-p735.qs,619,"Removes P735 links to ""IV"" and ""Of"" on 13 items, to paste by hand",hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md,KEEP-RECORD,"Pending hand-edit report, ruled in devlog"
wikidata-siblings-oneoff.qs,52702,"Unbound one-off sibling batch over the ledger (2026-08-28), 420 statements",scripts/build-sibling-batch.py (deleted 2026-08-28),"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",reports/qs-batch-audit.md,KEEP-RECORD,"One-off asked for by name, recorded in devlog 2026-08-28; generator gone"
wikidata-signe-close.qs,527,Closes the Arne->Signe line: P25/P40 between two items,hand-built one-off,"generic only: reports/*.qs glob in scripts/audit-built-batches.py (pipeline.yml batch inventory), tests/test_p2600_batches.py, tests/test_gedcom_real_exports.py, tests/test_no_descriptions_or_summaries.py",devlog.md; reports/qs-batch-audit.md,KEEP-RECORD,Cited in devlog
