qid	label	languages	distinct_latin	verdict
Q97784623	Alazie de Châteauneuf	3	1	agreed
Q98697623	Kristina Olofsdotter Spak	3	1	agreed
Q99301905		3	2	labels disagree
Q99460476	Carl Henrik Posse	3	1	agreed
Q101247028		2	2	labels disagree
Q101247444		2	2	labels disagree
Q101353830		2	2	labels disagree
Q101402700		2	2	labels disagree
Q102070255		2	3	labels disagree
Q102828921	Marie de Saarbrucken-Roucy	2	1	agreed
Q10308667		2	11	labels disagree
Q104550158	Ernald Forbes	2	1	agreed
Q105796231		2	2	labels disagree
Q105817297		2	3	labels disagree
Q105887544		2	3	labels disagree
Q106501356		2	3	labels disagree
Q106794997		2	2	labels disagree
Q106836569		2	4	labels disagree
Q108082048	Adolf Vilhelm Boije af Gennäs	2	1	agreed
Q108184561		2	4	labels disagree
Q108291713		2	2	labels disagree
Q108312177		2	2	labels disagree
Q108582402		2	3	labels disagree
Q109296034		2	2	labels disagree
Q109494334	Robert de Coucy	2	1	agreed
Q109835397		2	2	labels disagree
Q109835398		2	2	labels disagree
Q109835643		2	2	labels disagree
Q110153084		2	2	labels disagree
Q110153585	Johann II, Rheingraf vom Stein, Wildgraf zu Dhaun	2	1	agreed
Q110154132		2	3	labels disagree
Q110261562	Sigmund, Graf von Lupfen	2	1	agreed
Q110304587		2	2	labels disagree
Q110367083		2	2	labels disagree
Q110367270		2	2	labels disagree
Q110378177		2	2	labels disagree
Q110380868		2	2	labels disagree
Q110386164		2	2	labels disagree
Q110398597		2	2	labels disagree
Q110402866		2	3	labels disagree
Q110413744		2	2	labels disagree
Q110415677		2	2	labels disagree
Q110457041		2	2	labels disagree
Q110457049		2	2	labels disagree
Q110457053		2	2	labels disagree
Q110457058		2	2	labels disagree
Q110457747		2	2	labels disagree
Q110547936	Johan Adelswärd	2	1	agreed
Q110581651		2	2	labels disagree
Q110868159		2	3	labels disagree
Q11111428		2	5	labels disagree
Q111989512		2	2	labels disagree
Q112264966		2	5	labels disagree
Q116007057		2	2	labels disagree
Q116385310		2	2	labels disagree
Q116775360		2	2	labels disagree
Q116923358		2	4	labels disagree
Q1199978		2	5	labels disagree
Q1223243		2	8	labels disagree
Q12295991	Tamar Asenina	2	1	agreed
Q123252155		2	2	labels disagree
Q1324672		2	8	labels disagree
Q135479974	Carl Erik Benzelstierna	2	1	agreed
Q15079473	Alexander Johann von Peterson	2	1	agreed
Q1527396		2	6	labels disagree
Q1542013		2	7	labels disagree
Q15557352	Latavri of Tao-Klarjeti	2	1	agreed
Q16161266		2	3	labels disagree
Q16649477	Nicolaus Jacobi Bothniensis	2	1	agreed
Q1694739		2	7	labels disagree
Q18683936		2	4	labels disagree
Q18748299		2	6	labels disagree
Q1899350		2	4	labels disagree
Q20498971		2	7	labels disagree
Q21003752		2	11	labels disagree
Q21008966		2	5	labels disagree
Q2109627		2	8	labels disagree
Q2183430		2	10	labels disagree
Q22329037		2	8	labels disagree
Q2252942		2	7	labels disagree
Q2253920		2	6	labels disagree
Q22674506		2	4	labels disagree
Q22674712		2	8	labels disagree
Q22678387		2	4	labels disagree
Q22678394		2	5	labels disagree
Q22678444		2	6	labels disagree
Q24307423		2	2	labels disagree
Q254545		2	18	labels disagree
Q25487209		2	3	labels disagree
Q2596292		2	5	labels disagree
Q2622061		2	12	labels disagree
Q2679174		2	6	labels disagree
Q2720038		2	8	labels disagree
Q27835159		2	4	labels disagree
Q28006728		2	2	labels disagree
Q2832071		2	6	labels disagree
Q28467896		2	5	labels disagree
Q285840		2	8	labels disagree
Q313179		2	18	labels disagree
Q313883		2	20	labels disagree
Q3239153		2	10	labels disagree
Q3263567		2	7	labels disagree
Q3290761		2	9	labels disagree
Q3290809		2	8	labels disagree
Q3492100		2	7	labels disagree
Q3592414		2	4	labels disagree
Q3769073		2	8	labels disagree
Q3769176		2	7	labels disagree
Q378177		2	17	labels disagree
Q4104407		2	8	labels disagree
Q442624		2	6	labels disagree
Q4681828		2	7	labels disagree
Q473500		2	10	labels disagree
Q475962		2	9	labels disagree
Q48548490		2	4	labels disagree
Q4894932		2	4	labels disagree
Q4942240		2	8	labels disagree
Q50475909		2	16	labels disagree
Q506060		2	14	labels disagree
Q50840389		2	2	labels disagree
Q511541		2	6	labels disagree
Q52157987		2	4	labels disagree
Q526667		2	8	labels disagree
Q5362599		2	7	labels disagree
Q54810948		2	3	labels disagree
Q550343		2	14	labels disagree
Q55096005		2	2	labels disagree
Q56510596		2	6	labels disagree
Q58484963		2	5	labels disagree
Q59394218	Albert VII (IV), Graf von Hals	2	1	agreed
Q6078121		2	5	labels disagree
Q61139246		2	2	labels disagree
Q6141740		2	9	labels disagree
Q6197518		2	4	labels disagree
Q63170787		2	4	labels disagree
Q64923003		2	2	labels disagree
Q65129455		2	2	labels disagree
Q72388326	Isabel fitz John	2	1	agreed
Q73763413	Margareta Walstenius	2	1	agreed
Q750636		2	12	labels disagree
Q75237511	Alexander Forbes, 1st Lord Forbes of Pitsligo	2	1	agreed
Q75238488		2	2	labels disagree
Q75242575	Joan Comyn	2	1	agreed
Q75243129	Giles Stewart	2	1	agreed
Q75247904	Dietrich II von Brehna	2	1	agreed
Q75250498	Sir Ingelram Percy	2	1	agreed
Q75251676	Catherine Kerr	2	1	agreed
Q75268417	Sir William Stewart, 5th of Traquair	2	1	agreed
Q75268489		2	2	labels disagree
Q75272116		2	3	labels disagree
Q75272467	Sir John Sinclair	2	1	agreed
Q75275047	John Fleming, 3rd Earl of Wigton	2	1	agreed
Q75283493		2	2	labels disagree
Q75288997		2	2	labels disagree
Q75290127		2	4	labels disagree
Q75306218	Sidney Phillips	2	1	agreed
Q75332264	Lady Anne Florence Adelaide Montagu	2	1	agreed
Q75375669	Ludovico dei Principi Massimo Lancellotti	2	1	agreed
Q75377082		2	2	labels disagree
Q75384438		2	4	labels disagree
Q75384615		2	2	labels disagree
Q75384748		2	2	labels disagree
Q75386801	Agnes de Clare	2	1	agreed
Q75387447	Henry Courtenay	2	1	agreed
Q75387472	Joan Neville	2	1	agreed
Q75387531	Philippa Plantagenet	2	1	agreed
Q75388055	John of Logie	2	1	agreed
Q75388111		2	2	labels disagree
Q75388570	Patrick Graham, 1st of Inchbrakie and Aberuthven	2	1	agreed
Q75389554	Dugald Stewart, 1st of Appin	2	1	agreed
Q75389563	Marion Stewart	2	1	agreed
Q75392866		2	5	labels disagree
Q75394062		2	3	labels disagree
Q75403025		2	2	labels disagree
Q75403054	Andre de Brienne	2	1	agreed
Q75404358	Alexander Gordon, 5th of Abergeldie	2	1	agreed
Q75416181	Frederick de la Tremouille, Comte de Laval et Benon	2	1	agreed
Q75418653		2	2	labels disagree
Q75423625	Isobell Vaus	2	1	agreed
Q75451220		2	2	labels disagree
Q75453871	Richard de Breuse	2	1	agreed
Q75458469	Anore Geraldine	2	1	agreed
Q75495232		2	2	labels disagree
Q75500962		2	2	labels disagree
Q75527930	Theobald Butler	2	1	agreed
Q75527986	Sir William Button, 2nd Bt.	2	1	agreed
Q75531612	Isabel Sinclair	2	1	agreed
Q75579166	John Acheson	2	1	agreed
Q75613012	Sir Edmond Fitzherbert	2	1	agreed
Q75628775	David Scrymgeour	2	1	agreed
Q75762475	Thomas Hastinges	2	1	agreed
Q75772676	Lady Margaret Cuninghame	2	1	agreed
Q75775284	Luce de Grey	2	1	agreed
Q75776416	Sir John Cornwall	2	1	agreed
Q75849991		2	3	labels disagree
Q75875088	Thomas de la Pole	2	1	agreed
Q75875093	Thomas de la Pole	2	1	agreed
Q75901720	Nicholas Sutherland	2	1	agreed
Q75908705	Antonin de Noailles	2	1	agreed
Q75930662	Alianore Dagworth	2	1	agreed
Q75933086	Guillaume I de Garlande, Seigneur de Garlande	2	1	agreed
Q75940772		2	2	labels disagree
Q75944779	Christian Stewart	2	1	agreed
Q75947987	Isabell Hastings	2	1	agreed
Q75958830	Jenkin Hanmer	2	1	agreed
Q75969330	Katherine Devereux	2	1	agreed
Q75994924	Catherine Macdowall	2	1	agreed
Q76010813		2	2	labels disagree
Q76010819	Richard de Beaumont	2	1	agreed
Q76018788	Margaret de Hastings	2	1	agreed
Q76057226	Jeanne de Bourgogne	2	1	agreed
Q76066428	Ann Touchet	2	1	agreed
Q76078348		2	2	labels disagree
Q76102567		2	2	labels disagree
Q76112495	Sir William Douglas of Whittinghame	2	1	agreed
Q76113251	Lady Jane Graham	2	1	agreed
Q76125192	Lily Pasley	2	1	agreed
Q76125201	Russell Sabine Pasley	2	1	agreed
Q76141732	Ewen of Glenerochie	2	1	agreed
Q76157404	Eleanor Louisa St. John	2	1	agreed
Q76203180	unknown daughter Wake	2	1	agreed
Q76207695	Gerard I van Limburg-Arlon Edelherr von Wassenberg	2	1	agreed
Q76211437	Sir Alexander Fraser, 5th of Philorth	2	1	agreed
Q76215879	Arthur Charles Eric Willink	2	1	agreed
Q76238135	Elizabeth le Latimer	2	1	agreed
Q76254086	William Marsh	2	1	agreed
Q76263071	Johan van Langerak	2	1	agreed
Q76263144	Mencia van Glymes Vrouwe van Walhain	2	1	agreed
Q76267330	Mabel de Somery	2	1	agreed
Q76291940	unknown daughter de Lacy	2	1	agreed
Q76291981	Dona Maria-Ana-Vitoria de Sousa Coutinho	2	1	agreed
Q76292916	Marian Bellenden	2	1	agreed
Q76297286	Sir Thomas Brydges	2	1	agreed
Q76299767	Brüning von Gleichen	2	1	agreed
Q76299803		2	2	labels disagree
Q76322951	Sir Henry Strangways	2	1	agreed
Q76351147	John Gordon, 4th of Pitlurg	2	1	agreed
Q76355889	Gautier de Fiennes	2	1	agreed
Q76355972	unknown daughter de Vlaanderen	2	1	agreed
Q76356096	Marguerite de Dampierre, Dame de Dampierre-sur-Aube et de Sompuis	2	1	agreed
Q76360509	Thomas 'Beg' Sutherland	2	1	agreed
Q77601		2	6	labels disagree
Q890789		2	6	labels disagree
Q9255755		2	4	labels disagree
Q96075180	Katherine Barrington	2	1	agreed
Q96075879	Sir Walter Blount	2	1	agreed
Q96089808		2	2	labels disagree
Q96243621	Philippe de Laval	2	1	agreed
Q96244445	Yolande de Châteauvillain	2	1	agreed
Q96244910	Eudes V de Grancey, Sire de Grancey	2	1	agreed
Q96244935		2	2	labels disagree
Q96970651	Beatrice Shirley	2	1	agreed
Q97784976		2	3	labels disagree
Q98077086		2	4	labels disagree
Q98967076	Katherine Stradling	2	1	agreed
Q99075854	Maredudd Ddû ap Gronwy ap Maredudd ab Iorwerth	2	1	agreed
Q99202609	NN Ascheberg	2	1	agreed
Q99207610	Gulian Verplanck	2	1	agreed
Q99207667	Judith Crommelin	2	1	agreed
Q99689971		2	2	labels disagree
Q99735753	William de la Spine (Spineto|Spyne|Spinney), of Coughton	2	1	agreed
Q102829039		1	4	one language only
Q104637503		1	2	one language only
Q105636176		1	5	one language only
Q105877825		1	2	one language only
Q107492417		1	3	one language only
Q108743048		1	3	one language only
Q109808367		1	3	one language only
Q110153912		1	3	one language only
Q110154133		1	4	one language only
Q110261685		1	2	one language only
Q110261972		1	1	one language only
Q110303165		1	3	one language only
Q110326420		1	3	one language only
Q110352548		1	2	one language only
Q110378108		1	2	one language only
Q110414716		1	3	one language only
Q110521333		1	2	one language only
Q110548038		1	3	one language only
Q110548098		1	2	one language only
Q110548255		1	2	one language only
Q110550148		1	1	one language only
Q110556569		1	2	one language only
Q110561236		1	2	one language only
Q110574671		1	2	one language only
Q110578221		1	2	one language only
Q110588399		1	2	one language only
Q110601798		1	1	one language only
Q110602334		1	2	one language only
Q110602457		1	3	one language only
Q110602583		1	2	one language only
Q110602983		1	2	one language only
Q110613409		1	3	one language only
Q110621422		1	2	one language only
Q110659153		1	4	one language only
Q110935100		1	2	one language only
Q111534150		1	3	one language only
Q111652714		1	3	one language only
Q1121941		1	11	one language only
Q112706948		1	2	one language only
Q112872171		1	2	one language only
Q112969835		1	1	one language only
Q112973885		1	2	one language only
Q113251690		1	1	one language only
Q113367259		1	2	one language only
Q113373365		1	3	one language only
Q113411923		1	1	one language only
Q113559872		1	2	one language only
Q114246730		1	1	one language only
Q115631647		1	2	one language only
Q115634021		1	2	one language only
Q115634293		1	2	one language only
Q115870524		1	2	one language only
Q116004896		1	2	one language only
Q116004914		1	2	one language only
Q116005158		1	2	one language only
Q116005583		1	3	one language only
Q116007123		1	2	one language only
Q116053620		1	2	one language only
Q116085341		1	1	one language only
Q116096233		1	2	one language only
Q116126758		1	2	one language only
Q116150015		1	3	one language only
Q116150245		1	2	one language only
Q116177456		1	3	one language only
Q11623003		1	1	one language only
Q116471678		1	2	one language only
Q116471737		1	2	one language only
Q116474334		1	2	one language only
Q116782679		1	2	one language only
Q116796070		1	2	one language only
Q116839806		1	2	one language only
Q116871443		1	2	one language only
Q117562239		1	4	one language only
Q117804438		1	3	one language only
Q119311834		1	2	one language only
Q11944654		1	3	one language only
Q121028157		1	1	one language only
Q124088873		1	3	one language only
Q124162993		1	2	one language only
Q124477457		1	1	one language only
Q126191310		1	2	one language only
Q127270462		1	2	one language only
Q127270688		1	2	one language only
Q127598463		1	2	one language only
Q127598467		1	2	one language only
Q127598480		1	1	one language only
Q129086932		1	2	one language only
Q129160962		1	2	one language only
Q129160984		1	2	one language only
Q131727076		1	2	one language only
Q132083397		1	2	one language only
Q133283826		1	2	one language only
Q133680557		1	1	one language only
Q133825293		1	1	one language only
Q133861599		1	1	one language only
Q133861600		1	1	one language only
Q134269509		1	1	one language only
Q134626249		1	1	one language only
Q134761202		1	1	one language only
Q135441621		1	1	one language only
Q135480148		1	1	one language only
Q135480230		1	1	one language only
Q135480235		1	1	one language only
Q135480258		1	2	one language only
Q135480259		1	2	one language only
Q135511412		1	1	one language only
Q135661262		1	1	one language only
Q135661264		1	1	one language only
Q135663209		1	1	one language only
Q135665878		1	1	one language only
Q135855612		1	1	one language only
Q135934120		1	1	one language only
Q136028286		1	1	one language only
Q136028287		1	1	one language only
Q136260136		1	1	one language only
Q136337438		1	1	one language only
Q136338567		1	1	one language only
Q136349033		1	1	one language only
Q136376226		1	1	one language only
Q136376248		1	1	one language only
Q136376387		1	1	one language only
Q136536614		1	1	one language only
Q136822651		1	1	one language only
Q137213784		1	1	one language only
Q137453049		1	1	one language only
Q138582215		1	1	one language only
Q139019854		1	1	one language only
Q139033715		1	1	one language only
Q139037807		1	1	one language only
Q139037912		1	1	one language only
Q139042001		1	1	one language only
Q139071345		1	1	one language only
Q139412624		1	1	one language only
Q139572415		1	1	one language only
Q139996297		1	1	one language only
Q139997218		1	1	one language only
Q140191768		1	2	one language only
Q140192133		1	2	one language only
Q140795508		1	1	one language only
Q141198755		1	1	one language only
Q16866639		1	2	one language only
Q1761066		1	5	one language only
Q1902258		1	3	one language only
Q1941773		1	7	one language only
Q2593820		1	5	one language only
Q26813209		1	4	one language only
Q26959917		1	5	one language only
Q28940093		1	2	one language only
Q4065823		1	4	one language only
Q4113051		1	5	one language only
Q4247739		1	1	one language only
Q44191220		1	2	one language only
Q48547792		1	3	one language only
Q54833828		1	4	one language only
Q55178712		1	5	one language only
Q55532780		1	1	one language only
Q59417412		1	2	one language only
Q61140316		1	1	one language only
Q6137930		1	12	one language only
Q61740203		1	4	one language only
Q61963406		1	1	one language only
Q7359191		1	4	one language only
Q75289173		1	3	one language only
Q75290051		1	5	one language only
Q75319653		1	2	one language only
Q75403220		1	2	one language only
Q76122651		1	3	one language only
Q85821475		1	2	one language only
Q87278828		1	1	one language only
Q9288219		1	4	one language only
Q94580010		1	6	one language only
Q96244934		1	3	one language only
Q97207794		1	2	one language only
Q99202612		1	3	one language only
