kind,name,people,scripts,verdict,qids
family,Mikalson,4,Latin,no item — could be created,
family,原,4,Han,no item — could be created,
family,Zaccaria,4,Latin,has an item,Q18643455
family,Doria,4,Latin,several items share the label,Q37055452 | Q86600566
family,de Sandoval,4,Latin,no item — could be created,
family,de Crequy,4,Latin,has an item,Q105611778
family,de la Viefville,4,Latin,no item — could be created,
family,d'Ollehain,4,Latin,no item — could be created,
family,ferch Hywel,4,Latin,no item — could be created,
family,Gautama,4,Latin,no item — could be created,
family,Trpimirović,4,Latin,no item — could be created,
family,Fernandez de la Vega y Prez de Ulloa,4,Latin,no item — could be created,
family,Farias Flores,4,Latin,no item — could be created,
family,FitzRichard,4,Latin,no item — could be created,
family,Nedre Øksnevad,4,Latin,no item — could be created,
family,del Castillo Tamayo,4,Latin,no item — could be created,
family,Jeffers,4,Latin,has an item,Q21491154
family,伊奈,4,Han,no item — could be created,
family,Nedrevaage,4,Latin,no item — could be created,
family,Schaumburg,4,Latin,has an item,Q37224770
family,Dingtorp,4,Latin,no item — could be created,
family,Kőszegi,4,Latin,has an item,Q106400611
family,de la Trémoïlle,4,Latin,several items share the label,Q104854532 | Q98890780
family,Klavestad,4,Latin,has an item,Q47480438
family,Uttrup,4,Latin,no item — could be created,
family,de Noroña,4,Latin,no item — could be created,
family,Ángel Uribe,4,Latin,no item — could be created,
family,De Burgondie,4,Latin,no item — could be created,
family,Balšić,4,Latin,no item — could be created,
family,Tobón Palacio,4,Latin,no item — could be created,
family,Olavsdtr,4,Latin,no item — could be created,
family,Carvalhal,4,Latin,has an item,Q9697956
family,Emberland,4,Latin,no item — could be created,
family,von Harrach,4,Latin,has an item,Q115921348
family,Beer,4,Latin,several items share the label,Q116498729 | Q814067
family,Gross,4,Latin,several items share the label,Q14290163 | Q57645534
family,Gutiérrez de Mendoza y Camacho Riquelme,4,Latin,no item — could be created,
family,ze Sternberk,4,Latin,no item — could be created,
family,Lende,4,Latin,no item — could be created,
family,Holøs,4,Latin,no item — could be created,
family,von Kretschmann,4,Latin,no item — could be created,
family,Tøndel,4,Latin,has an item,Q30231821
family,Zapata,4,Latin,has an item,Q17042499
family,Витебский,4,Cyrillic,no item — could be created,
family,de Villarreal Cortinas,4,Latin,no item — could be created,
family,de Alagón,4,Latin,no item — could be created,
family,Morales,4,Latin,has an item,Q6023513
family,de la Garza López Prieto,4,Latin,no item — could be created,
family,Sanchez de la Barrera Garcia,4,Latin,no item — could be created,
family,Trevino Botello,4,Latin,no item — could be created,
family,DeLong,4,Latin,no item — could be created,
family,Brunborg,4,Latin,no item — could be created,
family,de Saint-Étienne,4,Latin,no item — could be created,
family,Белёвский,4,Cyrillic+Latin,no item — could be created,
family,de la Garza de los Santos Coy,4,Latin,no item — could be created,
family,Galindo Navarro,4,Latin,no item — could be created,
family,ap Cedig,4,Latin,no item — could be created,
family,Flores de la Garza,4,Latin,no item — could be created,
family,de Chaussin,4,Latin,no item — could be created,
family,de Ray,4,Latin,no item — could be created,
family,Thorsen,4,Latin,has an item,Q12006209
family,Wisting,4,Latin,has an item,Q121030649
family,Miner,4,Latin,has an item,Q29573857
family,de Bas-Serra,4,Latin,no item — could be created,
family,Gere,4,Latin,has an item,Q28112530
family,González de Manzaneda,4,Latin,no item — could be created,
family,Ertesvaag,4,Latin,no item — could be created,
family,da Várzea,4,Latin,no item — could be created,
family,Forero y Ocampo,4,Latin,no item — could be created,
family,Lægreid,4,Latin,no item — could be created,
family,Linder,4,Latin,has an item,Q21504803
family,Al-Ijli,4,Latin,no item — could be created,
family,Olsen Lund,4,Latin,no item — could be created,
family,Notland,4,Latin,no item — could be created,
family,כהן,4,Hebrew,no item — could be created,
family,Kraugerud,4,Latin,no item — could be created,
family,de Paz y Figueroa Luna y Cárdenas,4,Latin,no item — could be created,
family,Von Solms,4,Latin,no item — could be created,
family,Ulfsdotter,4,Latin,no item — could be created,
family,van Loon Gronsveld,4,Latin,no item — could be created,
family,梨本宮,4,Han+Latin,no item — could be created,
family,Forero,4,Latin,has an item,Q21002131
family,Fernández de Córdoba y Monsalve,4,Latin,no item — could be created,
family,de Florença,4,Latin,no item — could be created,
family,魏郡元城,4,Han,no item — could be created,
family,河東平陽,4,Han,no item — could be created,
family,南陽宛縣,4,Han,no item — could be created,
family,沛國譙郡,4,Han,no item — could be created,
family,邯鄲,4,Han,no item — could be created,
family,夏侯,4,Han+Latin,no item — could be created,
family,竹田宮,4,Han,no item — could be created,
family,d'Erill i Requesens,4,Latin,no item — could be created,
family,Baer,4,Latin,has an item,Q29047296
family,贏,4,Han,no item — could be created,
family,de Marigny,4,Latin,has an item,Q105128415
family,van Beveren,4,Latin,has an item,Q104592242
family,Sarmento,4,Latin,has an item,Q10368463
family,Camacho y Olea,4,Latin,no item — could be created,
family,Black,4,Latin,has an item,Q2662465
family,de Couserans,4,Latin,no item — could be created,
family,Coutts,4,Latin,has an item,Q5178859
family,Hocquart de Montfermeil,4,Latin,no item — could be created,
family,Boncompagni Ludovisi,4,Latin,no item — could be created,
family,Anderson Schanche,4,Latin,no item — could be created,
family,del Gallo di Roccagiovine,4,Latin,no item — could be created,
family,Revheim,4,Latin,no item — could be created,
family,嚴,4,Han,no item — could be created,
family,Arango Angel,4,Latin,no item — could be created,
family,Fortúnez,4,Latin,no item — could be created,
family,Bisseberg,4,Latin,no item — could be created,
family,Sukka,4,Latin,no item — could be created,
family,von der Osten,4,Latin,has an item,Q42149149
family,Hernández Gamino y Gonzalez de Rubalcava,4,Latin,no item — could be created,
family,Vaz Cardoso,4,Latin,no item — could be created,
family,Fernandes de Gouveia,4,Latin,no item — could be created,
family,公羊,4,Han,no item — could be created,
family,閔,4,Han,no item — could be created,
family,卜,4,Han,no item — could be created,
family,公冶,4,Han,no item — could be created,
family,Krogen,4,Latin,no item — could be created,
family,Soutomaior,4,Latin,no item — could be created,
family,Magalhães,4,Latin,several items share the label,Q10323004 | Q37168505
family,de Sotomayor y Lima,4,Latin,no item — could be created,
family,Freiin von Maltzahn,4,Latin,no item — could be created,
family,安徽績溪,4,Han+Latin,no item — could be created,
family,Brok,4,Latin,has an item,Q83343280
family,Ramírez de Hermosillo,4,Latin,no item — could be created,
family,Marques Y Padilla Dávila,4,Latin,no item — could be created,
family,Hermosillo,4,Latin,no item — could be created,
family,Fernandes de Cambra,4,Latin,no item — could be created,
family,Christiansdtr,4,Latin,no item — could be created,
family,Gutierrez Mendoza Y Munos De Nava,4,Latin,no item — could be created,
family,de Cossé,4,Latin,has an item,Q105305525
family,Holum,4,Latin,no item — could be created,
family,Hoftuft,4,Latin,no item — could be created,
family,Reuss von Plaugen,4,Latin,no item — could be created,
family,de la Fuente Martínez,4,Latin,no item — could be created,
family,Cepeda Garcia,4,Latin,no item — could be created,
family,de Morales de la Fuente,4,Latin,no item — could be created,
family,Bodal,4,Latin,no item — could be created,
family,García Flores,4,Latin,no item — could be created,
family,Villarreal Rentería,4,Latin,no item — could be created,
family,Mellomdalen,4,Latin,no item — could be created,
family,von Riesenburg,4,Latin,no item — could be created,
family,Barrera,4,Latin,has an item,Q21475445
family,Luján de Medina Acevedo,4,Latin,no item — could be created,
family,Rodriguez de Carvajal,4,Latin,no item — could be created,
family,de Saldanha,4,Latin,has an item,Q100698501
family,Hoyos de la Garza,4,Latin,no item — could be created,
family,de Melo Barreto,4,Latin,no item — could be created,
family,de Treviño de los Santos Coy,4,Latin,no item — could be created,
family,Nygaard,4,Latin,has an item,Q16880608
family,Stark,4,Latin,several items share the label,Q2801750 | Q83495483
family,de Uribe,4,Latin,no item — could be created,
family,de Pallars Sobirà,4,Latin,no item — could be created,
family,Hosmer,4,Latin,has an item,Q20996740
family,SALTELL,4,Latin,no item — could be created,
family,Perfet,4,Latin,no item — could be created,
family,bar Mar Shealtiel,4,Latin,no item — could be created,
family,Saltell,4,Latin,no item — could be created,
family,Shaltiel,4,Latin,no item — could be created,
family,Martin del Campo y Padilla Dávila,4,Latin,no item — could be created,
family,Degn,4,Latin,no item — could be created,
family,Rodrigues de Magalhães,4,Latin,no item — could be created,
family,Tiscareño Martín del Campo,4,Latin,no item — could be created,
family,Ramirez De Hermosillo Y Reynoso,4,Latin,no item — could be created,
family,Martin Del Campo Y Lopez De La Cruz,4,Latin,no item — could be created,
family,"De Anda,Camacho Riquelme",4,Latin,no item — could be created,
family,Tiscareño y Romo de Vivar,4,Latin,no item — could be created,
family,Tiscareño de Molina y Ruiz de Esparza,4,Latin,no item — could be created,
family,López Prieto,4,Latin,no item — could be created,
family,Araújo,4,Latin,has an item,Q626620
family,Ramírez de Mendoza y Muñoz de Hermosillo,4,Latin,no item — could be created,
family,Ledo,4,Latin,no item — could be created,
family,Macias,4,Latin,no item — could be created,
family,Guthfrithsson,4,Latin,no item — could be created,
family,Друцкая-Любецкая,4,Cyrillic,no item — could be created,
family,van Brugge,4,Latin,no item — could be created,
family,Manvydas,4,Latin,no item — could be created,
family,de Bonneval,4,Latin,has an item,Q104591953
family,Ulven,4,Latin,no item — could be created,
family,du Moulin,4,Latin,no item — could be created,
family,Meabon,4,Latin,no item — could be created,
family,Bolton,4,Latin,has an item,Q16860207
family,de Foix de Candale,4,Latin,no item — could be created,
family,Grimwood,4,Latin,has an item,Q37025377
family,Mireles Moya,4,Latin,no item — could be created,
family,Saldivar-Montemayor,4,Latin,no item — could be created,
family,de Hamal,4,Latin,no item — could be created,
family,Alfonso Pacheco,4,Latin,no item — could be created,
family,Al-Hudhayli,4,Latin,no item — could be created,
family,von dem Borne,4,Latin,has an item,Q131552953
family,zu Salm-Neuburg,4,Latin,no item — could be created,
family,van Merode Frenz,4,Latin,no item — could be created,
family,Valebjørg,4,Latin,no item — could be created,
family,de Almeida Lins,4,Latin,no item — could be created,
family,Accioly,4,Latin,no item — could be created,
family,de Cusance,4,Latin,no item — could be created,
family,Borromeo,4,Latin,has an item,Q21450663
family,Pallesdatter Griis,4,Latin,no item — could be created,
family,Bucknam,4,Latin,no item — could be created,
family,Stongaland,4,Latin,no item — could be created,
family,Longley,4,Latin,has an item,Q21513178
family,da Cunha e Silva Castelo Branco,4,Latin,no item — could be created,
family,Japhet,4,Latin,has an item,Q36955844
family,Pitkin,4,Latin,has an item,Q16878115
family,Correia de Lacerda,4,Latin,no item — could be created,
family,Barbosa de Almeida,4,Latin,no item — could be created,
family,Gonzales Rubio y Marquez,4,Latin,no item — could be created,
family,Silveira,4,Latin,has an item,Q10371528
family,Друцкой-Любецкий,4,Cyrillic,no item — could be created,
family,Valli y Estrada,4,Latin,no item — could be created,
family,Gołuchowski,4,Latin,no item — could be created,
family,d'Orthe,4,Latin,no item — could be created,
family,de Bejar,4,Latin,no item — could be created,
family,Łączyński h. Kościesza,4,Latin,no item — could be created,
family,Miroslavić,4,Latin,no item — could be created,
family,Nikolić,4,Latin,several items share the label,Q21492666 | Q37289477
family,de Saint Lary,4,Latin,no item — could be created,
family,von Salm-Neuburg,4,Latin,no item — could be created,
family,屈,4,Han,no item — could be created,
family,Øverland,4,Latin,has an item,Q15304323
family,Macias Valadez,4,Latin,no item — could be created,
family,de Nanteuil,4,Latin,several items share the label,Q104540557 | Q56244934
family,de Madureira,4,Latin,no item — could be created,
family,Aloítez,4,Latin,no item — could be created,
family,ben Azariah,4,Latin,no item — could be created,
family,Tornekrans,4,Latin,no item — could be created,
family,Anes de Gouveia,4,Latin,no item — could be created,
family,Dias Cabral,4,Latin,no item — could be created,
family,de Sousa de Menezes,4,Latin+Masculine,no item — could be created,
family,Lysager,4,Latin,no item — could be created,
family,"Guaram III, Curopalate",4,Latin,no item — could be created,
family,de Sauvian,4,Latin,no item — could be created,
family,von Stein zu Nassau,4,Latin,no item — could be created,
family,Gracian Hen,4,Latin,no item — could be created,
family,Palm,4,Latin,has an item,Q16880920
family,da Rocha Fagundes,4,Latin,no item — could be created,
family,de Torres,4,Latin,has an item,Q41207869
family,von Sayn Wittgenstein,4,Latin,no item — could be created,
family,Healey,4,Latin,has an item,Q16841915
family,阿史那,4,Han,no item — could be created,
family,Lazelle,4,Latin,no item — could be created,
family,князь Старицкий,4,Cyrillic+Latin,no item — could be created,
family,González Hidalgo de León,4,Latin,no item — could be created,
family,de Lima e Melo,4,Latin,no item — could be created,
family,郑,4,Han,no item — could be created,
family,NNN,4,Latin,no item — could be created,
family,沛郡,4,Han,no item — could be created,
family,Kozielski,4,Latin,no item — could be created,
family,Елецкий,4,Cyrillic,no item — could be created,
family,кн. Звенигородский,4,Cyrillic,no item — could be created,
family,de Mello Pereira,4,Latin,no item — could be created,
family,Gojaković,4,Latin,no item — could be created,
family,Valaker,4,Latin,no item — could be created,
family,Al-Abshami,4,Latin,no item — could be created,
family,Gonzalez Treviño,4,Latin,no item — could be created,
family,van Limburg Bronckhorst Stirum,4,Latin,no item — could be created,
family,de la Garza Valdez,4,Latin,no item — could be created,
family,Al-Thawri,4,Latin,no item — could be created,
family,Jimenez,4,Latin,several items share the label,Q16871185 | Q37026897
family,de Treviño Caballero,4,Latin,no item — could be created,
family,Escamilla,4,Latin,no item — could be created,
family,Aas,4,Latin,has an item,Q4662678
family,Hverven,4,Latin,no item — could be created,
family,de Meaux,4,Latin,no item — could be created,
family,Löw von und zu Steinfurth,4,Latin,no item — could be created,
family,Rikheim,4,Latin,no item — could be created,
family,de Thourotte,4,Latin,no item — could be created,
family,ibn Hammad al-Ashir,4,Latin,no item — could be created,
family,de Paredes Cortés,4,Latin,no item — could be created,
family,Rollin,4,Latin,has an item,Q23891488
family,Betancourt Velasco Alvarez Del Pino Tabares,4,Latin,no item — could be created,
family,de Villaseñor y Corona,4,Latin,no item — could be created,
family,de Lignières,4,Latin,has an item,Q118300336
family,辛,4,Han,no item — could be created,
family,Antas,4,Latin,no item — could be created,
family,da Costa Botelho,4,Latin,no item — could be created,
family,Martins de Almeida,4,Latin,no item — could be created,
family,Hviid,4,Latin,no item — could be created,
family,Baltzer,4,Latin,has an item,Q23043576
family,de CHÂTILLON-en-BAZOIS,4,Latin,no item — could be created,
family,Yausie,4,Latin,no item — could be created,
family,Dowell,4,Latin,has an item,Q16869649
family,Grønkvist,4,Latin,no item — could be created,
family,Yepes Benitez,4,Latin,no item — could be created,
family,Cobos Tábora,4,Latin,no item — could be created,
family,Luque Laverde,4,Latin,no item — could be created,
family,Forero Gálvez,4,Latin,no item — could be created,
family,Cambacérès,4,Latin,has an item,Q55517760
family,Хмельницький,4,Cyrillic,no item — could be created,
family,Haavaldsen,4,Latin,no item — could be created,
family,de Cambacérès,4,Latin,has an item,Q105310372
family,أدد,4,Arabic+Latin,no item — could be created,
family,Le Veneur,4,Latin,has an item,Q73936056
family,Wurm von Arnkreuz,4,Latin,no item — could be created,
family,Wachenheimer,4,Latin,has an item,Q106070120
family,de Saint-Chamans,4,Latin,no item — could be created,
family,Ruiz de los Llanos y Fernández Saravia,4,Latin,no item — could be created,
family,Chiaromonte,4,Latin,no item — could be created,
family,de Brilhac,4,Latin,no item — could be created,
family,Laaby,4,Latin,no item — could be created,
family,Guidi,4,Latin,has an item,Q21450128
family,de Villarreal Treviño,4,Latin,no item — could be created,
family,d’Archiac,4,Latin,no item — could be created,
family,Caldas,4,Latin,has an item,Q28800621
family,de Nouvion,4,Latin,no item — could be created,
family,de Gamaches,4,Latin,no item — could be created,
family,武,4,Han,no item — could be created,
family,Dreyfuss,4,Latin,has an item,Q21448992
family,Betancourt Meneses,4,Latin,no item — could be created,
family,Qasit bin Hanab,4,Latin,no item — could be created,
family,Tofte,4,Latin,has an item,Q21446238
family,Hellgren,4,Latin,has an item,Q31804729
family,von Pfalz-Zweibrücken,4,Latin,no item — could be created,
family,涿郡涿縣,4,Han,no item — could be created,
family,荀,4,Han,no item — could be created,
family,馬,4,Han,no item — could be created,
family,某,4,Han,no item — could be created,
family,de Melo e Castro,4,Latin,no item — could be created,
family,von Bentheim-Bentheim,4,Latin,no item — could be created,
family,Moghadam Maraghei,4,Latin,no item — could be created,
family,Cavazos González,4,Latin,no item — could be created,
family,Otero Ferreira,4,Latin,no item — could be created,
family,Trujillo Velez,4,Latin,no item — could be created,
family,Cohen,4,Latin,several items share the label,Q1158586 | Q66723764
family,Gutierrez Villarreal,4,Latin,no item — could be created,
family,Årnes,4,Latin,no item — could be created,
family,Von Württemberg-Neuenstadt,4,Latin,no item — could be created,
family,Diaz de Tiscareño,4,Latin,no item — could be created,
family,de Berrío y Guzmán,4,Latin,no item — could be created,
family,Luque García,4,Latin,no item — could be created,
family,Matiz Urbina,4,Latin,no item — could be created,
family,Arbeláez de la Torre,4,Latin,no item — could be created,
family,Matiz León,4,Latin,no item — could be created,
family,Sepúlveda Arredondo,4,Latin,no item — could be created,
family,Lichtenhan,4,Latin,no item — could be created,
family,Platter,4,Latin,has an item,Q56245866
family,De la Garza Elizondo,4,Latin,no item — could be created,
family,Salih bin Alī,4,Latin,no item — could be created,
family,Treviño Ayala,4,Latin,no item — could be created,
family,Gaitán Barragán,4,Latin,no item — could be created,
family,Luque Rodríguez,4,Latin,no item — could be created,
family,von Gabel,4,Latin,no item — could be created,
family,de Arellano y Saldívar,4,Latin,no item — could be created,
family,de Lizarazu Beaumont de Navarra y López Lisperguer,4,Latin,no item — could be created,
family,Piechowicz,4,Latin,no item — could be created,
family,CHAN,4,Latin,no item — could be created,
family,York,4,Latin,has an item,Q13591727
family,Herrera Betancur,4,Latin,no item — could be created,
family,TEO,4,Latin,no item — could be created,
family,Bar Gedaliah Ibn Yahya Hazaken,4,,no item — could be created,
family,Maça de Liçana,4,Latin,no item — could be created,
family,zu Castell-Rüdenhausen,4,Latin,has an item,Q126839672
family,Tostensen,4,Latin,no item — could be created,
family,Hoyos Villegas,4,Latin,no item — could be created,
family,von Schwalenberg,4,Latin,no item — could be created,
family,Delgado Lainez,4,Latin,no item — could be created,
family,Tobón Henao,4,Latin,no item — could be created,
family,UMAÑA BARRAGAN,4,Latin,no item — could be created,
family,de Brito Pereira,4,Latin,no item — could be created,
family,ze Kravar,4,Latin,no item — could be created,
family,Graf zu Salm-Neuburg,4,Latin,no item — could be created,
family,Alarcón Cortés,4,,no item — could be created,
family,de Lasseran de Monluc-Montesquiou,4,Latin,no item — could be created,
family,Ospina Gonzalez,4,Latin,no item — could be created,
family,Amauric,4,Latin,no item — could be created,
family,Bummel,4,Latin,no item — could be created,
family,de Villaines,4,Latin,has an item,Q104837168
family,Wornum,4,Latin,has an item,Q21448611
family,de Funes,4,Latin,has an item,Q55146316
family,Aynard de Monteynard,4,Latin,no item — could be created,
family,de CHÂTILLON en BAZOIS,4,Latin,no item — could be created,
family,von Schaumburg und Holstein,4,Latin,no item — could be created,
family,Nedre-Haugland,4,Latin,no item — could be created,
family,de Olmos y Aguilera,4,Latin,no item — could be created,
family,Von Stolberg,4,Latin,no item — could be created,
family,Restrepo Escobar,4,Latin,no item — could be created,
family,Geiershöfer,4,Latin,has an item,Q106078583
family,de Campos Coelho,4,Latin,no item — could be created,
family,Cherkassy,4,Latin,no item — could be created,
family,연,4,Hangul,no item — could be created,
family,Altieri,4,Latin,has an item,Q21449562
family,Adamsson,4,Latin,has an item,Q352089
family,de La Haye,4,Latin,has an item,Q47544290
family,Van Solms Greifenstein,4,Latin,no item — could be created,
family,Vela,4,Latin,has an item,Q2877182
family,Morán de Ledesma y González de Hermosillo,4,Latin,no item — could be created,
family,Brereton,4,Latin,has an item,Q16860404
family,Hornnes,4,Latin,no item — could be created,
family,Furtado,4,Latin,has an item,Q21513156
family,Svenungsdatter,4,Latin,no item — could be created,
family,Khatun,4,Latin,has an item,Q36869806
family,Beliovskis,4,Latin,no item — could be created,
family,Whitcomb,4,Latin,has an item,Q37539975
family,Sánchez de Zamora,4,Latin,no item — could be created,
family,Balth,4,Latin,no item — could be created,
family,Oppert,4,Latin,no item — could be created,
family,de Heredia Jaimes,4,Latin,no item — could be created,
family,Ziyarid,4,Latin,no item — could be created,
family,Ispahbudhan,4,Latin,no item — could be created,
family,de Rivadeneyra,4,Latin,no item — could be created,
family,Пеньков,4,Cyrillic,no item — could be created,
family,Dezentje,4,Latin,no item — could be created,
family,De Heredia,4,Latin,several items share the label,Q101014686 | Q105611793
family,von Enzberg,4,Latin,no item — could be created,
family,Ambe,4,Latin,no item — could be created,
family,潁川長社,4,Han,no item — could be created,
family,Pac h. Gozdawa,4,Latin,no item — could be created,
family,Kristoffersdotter,4,Latin,no item — could be created,
family,Fernandez de la Vega y Renteria Mujica,4,Latin,no item — could be created,
family,av Alamannia,4,Latin,no item — could be created,
family,Tjernes,4,Latin,no item — could be created,
family,Soemodilogo,4,Latin,no item — could be created,
family,Burstrand,4,Latin,no item — could be created,
family,Domstein,4,Latin,no item — could be created,
family,de Arriaga,4,Latin,no item — could be created,
family,H. Djuwa,4,Latin,no item — could be created,
family,Stettheimer,4,Latin,has an item,Q93761587
family,van Zuylen van Nyvelt,4,Latin,no item — could be created,
family,Ruedin,4,Latin,no item — could be created,
family,Olofsdotter Dahlenia,4,Latin,no item — could be created,
family,東莞莒縣,4,Han,no item — could be created,
family,杭州富陽,4,Han,no item — could be created,
family,Hirschfelder,4,Latin,has an item,Q20996548
family,Steinberg,4,Latin,has an item,Q1570233
family,開封鄢陵,4,Han,no item — could be created,
family,Ezell,4,Latin,no item — could be created,
family,單州單父,4,Han,no item — could be created,
family,襄陽鄧城,4,Han,no item — could be created,
family,大名宗城,4,Han,no item — could be created,
family,Fernández de Tijerina Hidalgo,4,Latin,no item — could be created,
family,真定,4,Han,no item — could be created,
family,Guajardo Villarreal,4,Latin,no item — could be created,
family,汾州介休,4,Han,no item — could be created,
family,González Toro,4,Latin,no item — could be created,
family,Vásquez Zermeño y de Anda Altamirano,4,Latin,no item — could be created,
family,Theodorsen,4,Latin,no item — could be created,
family,Edvardsdatter,4,Latin,no item — could be created,
family,de Igarzábal y Sarmiento,4,Latin,no item — could be created,
family,Карголомский,4,Cyrillic,no item — could be created,
family,Аленкин,4,Cyrillic,no item — could be created,
family,Andersdatter Udgaard,4,Latin,no item — could be created,
family,Fjeld,4,Latin,no item — could be created,
family,Hayllar,4,Latin,no item — could be created,
family,Augensen Udgaard,4,Latin,no item — could be created,
family,Osmanoğlu,4,Latin,has an item,Q93398240
family,Bey,4,Latin,has an item,Q16833388
family,Cannon,4,Latin,has an item,Q21500830
family,Olds,4,Latin,has an item,Q28963683
family,Kurčas,4,Latin,no item — could be created,
family,de Mendoza Caamaño y Sotomayor,4,Latin,no item — could be created,
family,oppenheimer,4,Latin,has an item,Q21431219
family,de la Serna,4,Latin,has an item,Q25114107
family,of Keraites,4,Latin,no item — could be created,
family,Сын наложницы,4,Cyrillic,no item — could be created,
family,Hulaguid,4,Latin,no item — could be created,
family,iš Tukatimuridų,4,Latin,no item — could be created,
family,Astryniškis,4,Latin,no item — could be created,
family,de Gouyon de Matignon,4,Latin,no item — could be created,
family,(alves),4,Latin,no item — could be created,
family,de Bourg,4,Latin,no item — could be created,
family,Mendes de Sosa,4,Latin,no item — could be created,
family,Gómez de Castro y Hoyos,4,Latin,no item — could be created,
family,Qajar,4,Latin,no item — could be created,
family,de Fonseca y de las Cuevas,4,Latin,no item — could be created,
family,江寧溧水,4,Han,no item — could be created,
family,de Montemayor de la Garza,4,Latin,no item — could be created,
family,Gjerløvsen,4,Latin,no item — could be created,
family,潁川郾縣,4,Han,no item — could be created,
family,Спажский,4,Cyrillic,no item — could be created,
family,同州韓城,4,Han,no item — could be created,
family,Garcia de la Garza,4,Latin,no item — could be created,
family,Шемякинa,4,Cyrillic+Latin,no item — could be created,
family,Zapata y Bello,4,Latin,no item — could be created,
family,Putiatinas,4,Latin,no item — could be created,
family,Eidareng,4,Latin,no item — could be created,
family,徐氏,4,Han+Latin,no item — could be created,
family,吳郡富春,4,Han,no item — could be created,
family,González Hidalgo Gutiérrez,4,Latin,no item — could be created,
family,de Andrade Moctezuma y Chávez,4,Latin,no item — could be created,
family,Mellebye,4,Latin,has an item,Q30514224
family,Sahlqvist,4,Latin,no item — could be created,
family,Detmold,4,Latin,has an item,Q16869537
family,Velez de Cordoba,4,Latin,no item — could be created,
family,Vélez de Córdoba,4,Latin,no item — could be created,
family,Ledesma de la Torre y González de Ruvalcaba,4,Latin,no item — could be created,
family,Ximenes Ledesma,4,Latin,no item — could be created,
family,Hipp,4,Latin,no item — could be created,
family,Croll,4,Latin,has an item,Q56244721
family,Van CROLL,4,Latin,no item — could be created,
family,Gómez Recio,4,Latin,no item — could be created,
family,Ingerøen,4,Latin,no item — could be created,
family,費,4,Han,no item — could be created,
family,中山魏昌,4,Han,no item — could be created,
family,av Westphalia,4,Latin,no item — could be created,
family,de Roma,4,Latin,no item — could be created,
family,Kewenbrinck,4,Latin,no item — could be created,
family,代郡平城,4,Han,no item — could be created,
family,de Valdivia,4,Latin,no item — could be created,
family,Stensæth,4,Latin,no item — could be created,
family,Sellers,4,Latin,has an item,Q16882943
family,Andrieu,4,Latin,has an item,Q25272832
family,de Montbourcher,4,Latin,no item — could be created,
family,Willemsz,4,Latin,has an item,Q122839533
family,ap Maelog Dda,4,Latin,no item — could be created,
family,Gutierrez de Lara Villarreal,4,Latin,no item — could be created,
family,Jiménez de Urrea,4,Latin,no item — could be created,
family,Hoftun Lunde,4,Latin,no item — could be created,
family,Čžadaran,4,Latin,no item — could be created,
family,Чжадаран,4,Cyrillic,no item — could be created,
family,de Sosa y Avendaño,4,Latin,no item — could be created,
family,d'Aragona d'Ayerbe Paternò,4,Latin,no item — could be created,
family,Von Waldburg Zu Zeil,4,Latin,no item — could be created,
family,Walters,4,Latin,has an item,Q17033003
family,de Villarreal Cantú,4,Latin,no item — could be created,
family,澶州,4,Han,no item — could be created,
family,虔州贛縣,4,Han,no item — could be created,
family,濟州金鄉,4,Han,no item — could be created,
family,常州晉陵,4,Han,no item — could be created,
family,劍州沙縣,4,Han,no item — could be created,
family,慈州文城,4,Han,no item — could be created,
family,江寧溧陽,4,Han,no item — could be created,
family,同州馮翊,4,Han,no item — could be created,
family,金華浦江,4,Han,no item — could be created,
family,江寧,4,Han+Latin,no item — could be created,
family,汾州平遙,4,Han,no item — could be created,
family,揚州,4,Han,no item — could be created,
family,趙郡贊皇,4,Han,no item — could be created,
family,鄭州,4,Han,no item — could be created,
family,德州平原,4,Han,no item — could be created,
family,虞鄉,4,Han,no item — could be created,
family,蒲州解縣,4,Han,no item — could be created,
family,京兆奉先,4,Han,no item — could be created,
family,Vatvedt,4,Latin,no item — could be created,
family,琅耶臨沂,4,Han,no item — could be created,
family,Marye,4,Latin,has an item,Q37516799
family,Umaña Matiz,4,Latin,no item — could be created,
family,Beloso Lobato,4,Latin,no item — could be created,
family,בן רמב״ן,4,Hebrew,no item — could be created,
family,de Foix-Carmaing,4,Latin,no item — could be created,
family,Espinosa,4,Latin,has an item,Q21448698
family,de Aguilera y Chavez,4,Latin,no item — could be created,
family,Lopez Muoz,4,Latin,no item — could be created,
family,de Lerma Polanco,4,Latin,no item — could be created,
family,De GAFFORY,4,Latin,no item — could be created,
family,mac Flainn,4,Latin,no item — could be created,
family,Paes Barreto Melo,4,Latin,no item — could be created,
family,Muoz,4,Latin,no item — could be created,
family,HUANG,4,Latin,several items share the label,Q65925581 | Q845104 | Q93273838
family,Fjeld Ramstad,4,Latin,no item — could be created,
family,Zuluaga Gómez,4,Latin,no item — could be created,
family,Chavarriaga Mejía,4,Latin,no item — could be created,
family,Sanvitale,4,Latin,has an item,Q56475609
family,Galvan de Rojas y Gutiérrez de Lara,4,Latin,no item — could be created,
family,de Alcala y Hurtado de Mendoza,4,Latin,no item — could be created,
family,Moreno de Ortega y Rodríguez de Portugal,4,Latin,no item — could be created,
family,Anda Altamirano y Morán de Ledesma,4,Latin,no item — could be created,
family,van Meurs,4,Latin,has an item,Q111128105
