contrast,own_presence,neighbour_median,neighbours,geni_id,birth_year
3,2,5,3,6000000042487570044,1070
3,2,5,3,6000000041968464584,
3,2,5,3,6000000038202734905,
3,2,5,3,6000000035548955492,
3,2,5,3,6000000033431634172,1557
3,2,5,3,6000000032925401898,908
3,2,5,3,6000000031498093374,1924
3,2,5,3,6000000030592456339,628
3,2,5,3,6000000030591138345,825
3,2,5,3,6000000029130517898,1416
3,2,5,3,6000000029129131213,1414
3,2,5,3,6000000027271584085,1255
3,2,5,3,6000000026617062217,1850
3,2,5,3,6000000026436718236,
3,2,5,3,6000000024403792407,
3,2,5,3,6000000023454028517,1211
3,2,5,3,6000000020543174355,1827
3,2,5,3,6000000018623826211,
3,2,5,3,6000000017924673662,1650
3,2,5,3,6000000017919813427,
3,2,5,3,6000000017592147485,1669
3,2,5,3,6000000017538508706,
3,2,5,3,6000000017053210033,1630
3,2,5,3,6000000016992833513,
3,2,5,3,6000000014081596931,
3,2,5,3,6000000013010217643,
3,2,5,3,6000000012621586629,1411
3,2,5,3,6000000012621519452,1437
3,2,5,3,6000000012178810592,1070
3,2,5,3,6000000012140917011,1260
3,2,5,3,6000000011863745842,
3,2,5,3,6000000010102345197,1102
3,2,5,3,6000000009888971163,
3,2,5,3,6000000009871104482,
3,2,5,3,6000000009817492229,
3,2,5,3,6000000009177567931,
3,2,5,3,6000000009086520783,1830
3,2,5,3,6000000008396572250,
3,2,5,3,6000000008345380530,1875
3,2,5,3,6000000008301390803,
3,2,5,3,6000000008260145433,1704
3,2,5,3,6000000008224136215,
3,2,5,3,6000000007823201627,
3,2,5,3,6000000007427089241,
3,2,5,3,6000000007280674204,1877
3,2,5,3,6000000007157066278,
3,2,5,3,6000000007136275233,
3,2,5,3,6000000007135728895,
3,2,5,3,6000000007124895436,
3,2,5,3,6000000007016138768,
3,2,5,3,6000000006917770104,1870
3,2,5,3,6000000006093986467,
3,2,5,3,6000000004840296991,
3,2,5,3,6000000003827551803,
3,2,5,3,6000000003827280772,1048
3,2,5,3,6000000003786181426,1787
3,2,5,3,6000000003637377193,
3,2,5,3,6000000003615927516,1346
3,2,5,3,6000000003024845603,
3,2,5,3,6000000002955689523,1410
3,2,5,3,6000000002770966349,
3,2,5,3,6000000002712893082,1412
3,2,5,3,6000000002712833540,1410
3,2,5,3,6000000002534745955,
3,2,5,3,6000000002503700585,1505
3,2,5,3,6000000002187645085,
3,2,5,3,6000000001504851027,1544
3,2,5,3,6000000000341810554,1682
3,2,5,3,6000000000245098802,
3,2,5,3,6000000000172370432,1130
3,2,5,3,6000000000130072204,835
3,2,5,3,5270725448370102328,1076
3,2,5,2,6000000227331067859,
3,2,5,2,6000000227227041063,
3,2,5,2,6000000227204402855,
3,2,5,2,6000000227085766947,
3,2,5,2,6000000226801681920,
3,2,5,2,6000000226511516841,1480
3,2,5,2,6000000226510860863,1541
3,2,5,2,6000000226148405825,
3,2,5,2,6000000225626996835,1175
3,2,5,2,6000000225472512905,1743
3,2,5,2,6000000225394723885,
3,2,5,2,6000000225381522835,1821
3,2,5,2,6000000225380776856,1775
3,2,5,2,6000000225166901831,1145
3,2,5,2,6000000225108678841,
3,2,5,2,6000000224856793883,1955
3,2,5,2,6000000224852294827,
3,2,5,2,6000000224848814912,1921
3,2,5,2,6000000224812103320,1666
3,2,5,2,6000000223775334026,1655
3,2,5,2,6000000223231759230,1645
3,2,5,2,6000000223231640371,1694
3,2,5,2,6000000223231518200,1630
3,2,5,2,6000000223155577915,
3,2,5,2,6000000223155545864,
3,2,5,2,6000000222865672698,1745
3,2,5,2,6000000222538656831,1050
3,2,5,2,6000000222048212929,
3,2,5,2,6000000220545942900,
3,2,5,2,6000000219726682821,
3,2,5,2,6000000219707467862,
3,2,5,2,6000000219707353952,
3,2,5,2,6000000218448867843,
3,2,5,2,6000000218359712893,1689
3,2,5,2,6000000217971702838,1559
3,2,5,2,6000000217864050862,1490
3,2,5,2,6000000216650073829,1675
3,2,5,2,6000000215483531867,883
3,2,5,2,6000000215311639193,1737
3,2,5,2,6000000214953274821,
3,2,5,2,6000000214536219821,
3,2,5,2,6000000214535819855,
3,2,5,2,6000000212235265822,
3,2,5,2,6000000212235194829,
3,2,5,2,6000000210456795829,1670
3,2,5,2,6000000209719711822,1035
3,2,5,2,6000000209611683892,
3,2,5,2,6000000209512075852,1080
3,2,5,2,6000000209506263891,1740
3,2,5,2,6000000208926197827,
3,2,5,2,6000000208303159855,1525
3,2,5,2,6000000208169853836,
3,2,5,2,6000000208112192856,1680
3,2,5,2,6000000207916321835,
3,2,5,2,6000000207916232843,
3,2,5,2,6000000207905054824,
3,2,5,2,6000000207904797839,
3,2,5,2,6000000207530088823,1842
3,2,5,2,6000000207356987362,1660
3,2,5,2,6000000205771233830,
3,2,5,2,6000000205771070838,
3,2,5,2,6000000205622643831,1408
3,2,5,2,6000000205240160836,1650
3,2,5,2,6000000204939230304,1641
3,2,5,2,6000000204824907926,1644
3,2,5,2,6000000203313105850,1500
3,2,5,2,6000000202103460876,1720
3,2,5,2,6000000201692545897,1537
3,2,5,2,6000000201166957825,
3,2,5,2,6000000201155655826,1184
3,2,5,2,6000000199955195835,1788
3,2,5,2,6000000199891989827,1315
3,2,5,2,6000000198613315872,1692
3,2,5,2,6000000198396311862,1737
3,2,5,2,6000000198086917876,
3,2,5,2,6000000196978205821,1205
3,2,5,2,6000000195985880831,1610
3,2,5,2,6000000195570314840,1888
3,2,5,2,6000000195286155821,1771
3,2,5,2,6000000195286106827,1825
3,2,5,2,6000000195286068822,1765
3,2,5,2,6000000195285340921,1798
3,2,5,2,6000000194873630832,
3,2,5,2,6000000193598048821,
3,2,5,2,6000000193576136823,1768
3,2,5,2,6000000193173633831,1655
3,2,5,2,6000000192159129836,
3,2,5,2,6000000192158480863,
3,2,5,2,6000000192158273822,
3,2,5,2,6000000191085986828,1365
3,2,5,2,6000000189562914861,
3,2,5,2,6000000188908215821,1825
3,2,5,2,6000000188569625822,1570
3,2,5,2,6000000187557222852,
3,2,5,2,6000000187556915832,
3,2,5,2,6000000186171420879,
3,2,5,2,6000000185689035884,648
3,2,5,2,6000000185689033863,
3,2,5,2,6000000185284271843,
3,2,5,2,6000000184795855851,1250
3,2,5,2,6000000183485623853,
3,2,5,2,6000000182815323822,1709
3,2,5,2,6000000182344486823,1697
3,2,5,2,6000000180921902821,
3,2,5,2,6000000180921197856,
3,2,5,2,6000000180674254828,1785
3,2,5,2,6000000179035654823,1383
3,2,5,2,6000000178246396821,1783
3,2,5,2,6000000177842054837,1474
3,2,5,2,6000000177411954838,
3,2,5,2,6000000177319309829,
3,2,5,2,6000000177317827891,
3,2,5,2,6000000177137237838,1871
3,2,5,2,6000000176899195821,
3,2,5,2,6000000176168614849,
3,2,5,2,6000000176063176824,1670
3,2,5,2,6000000175558648876,1579
3,2,5,2,6000000175465847828,1677
3,2,5,2,6000000175356062895,
3,2,5,2,6000000174754133844,1568
3,2,5,2,6000000174552288944,1322
3,2,5,2,6000000174309112142,1720
3,2,5,2,6000000174309112118,1720
3,2,5,2,6000000174035914888,
3,2,5,2,6000000173434341708,1751
3,2,5,2,6000000173157648851,
3,2,5,2,6000000172572820930,1744
3,2,5,2,6000000172335042879,1350
3,2,5,2,6000000172334382368,1310
3,2,5,2,6000000170743723869,
3,2,5,2,6000000169792047821,1794
3,2,5,2,6000000168919921015,
3,2,5,2,6000000163197870896,1745
3,2,5,2,6000000152694160841,
3,2,5,2,6000000152693985842,1676
3,2,5,2,6000000152672446955,
3,2,5,2,6000000152672446829,1757
3,2,5,2,6000000152667957996,1678
3,2,5,2,6000000152667957887,1675
3,2,5,2,6000000152667802902,
3,2,5,2,6000000152667802865,
3,2,5,2,6000000152654794126,1645
3,2,5,2,6000000152654794053,1660
3,2,5,2,6000000151582554856,
3,2,5,2,6000000151524785915,
3,2,5,2,6000000145953941005,
3,2,5,2,6000000145953831050,
3,2,5,2,6000000145831013824,
3,2,5,2,6000000144744068822,1653
3,2,5,2,6000000144719596936,
3,2,5,2,6000000142892269883,867
3,2,5,2,6000000140224248822,1529
3,2,5,2,6000000140224084884,
3,2,5,2,6000000139601074388,1805
3,2,5,2,6000000139292277821,1693
3,2,5,2,6000000137434357821,1080
3,2,5,2,6000000134789882974,
3,2,5,2,6000000131731760031,1490
3,2,5,2,6000000131275984988,
3,2,5,2,6000000130515642875,1766
3,2,5,2,6000000130464851856,1486
3,2,5,2,6000000126843112828,
3,2,5,2,6000000124802044880,
3,2,5,2,6000000124226408851,1895
3,2,5,2,6000000122721719969,
3,2,5,2,6000000122559283875,
3,2,5,2,6000000122557647069,
3,2,5,2,6000000118375142827,
3,2,5,2,6000000118369521563,
3,2,5,2,6000000118249985874,1865
3,2,5,2,6000000117715484864,
3,2,5,2,6000000117702594853,1617
3,2,5,2,6000000117393246829,1724
3,2,5,2,6000000117088229020,
3,2,5,2,6000000117088229007,1751
3,2,5,2,6000000116889890863,1746
3,2,5,2,6000000115917827825,1652
3,2,5,2,6000000115191124986,
3,2,5,2,6000000112388999987,
3,2,5,2,6000000112388464261,1725
3,2,5,2,6000000112218732875,
3,2,5,2,6000000111764775015,
3,2,5,2,6000000107514338839,
3,2,5,2,6000000107296576845,
3,2,5,2,6000000107003366822,
3,2,5,2,6000000107003129832,
3,2,5,2,6000000107002721832,
3,2,5,2,6000000107001607836,
3,2,5,2,6000000104294099830,
3,2,5,2,6000000100382642962,1652
3,2,5,2,6000000099610760879,
3,2,5,2,6000000094613788099,
3,2,5,2,6000000093717506837,
3,2,5,2,6000000092188262272,1727
3,2,5,2,6000000090093079014,
3,2,5,2,6000000089999133144,
3,2,5,2,6000000089261573891,
3,2,5,2,6000000088747249910,1800
3,2,5,2,6000000088310613821,
3,2,5,2,6000000086523884905,
3,2,5,2,6000000086300605982,1780
3,2,5,2,6000000086037725853,1981
3,2,5,2,6000000085255249869,
3,2,5,2,6000000084824696912,1390
3,2,5,2,6000000084396542092,1451
3,2,5,2,6000000084395710020,
3,2,5,2,6000000084148428821,
3,2,5,2,6000000083974172831,1640
3,2,5,2,6000000083972947231,1620
3,2,5,2,6000000083657735821,1852
3,2,5,2,6000000083131235828,1266
3,2,5,2,6000000083130523265,
3,2,5,2,6000000083130197881,
3,2,5,2,6000000081916621847,
3,2,5,2,6000000081916613891,
3,2,5,2,6000000081481843016,
3,2,5,2,6000000081200064152,
3,2,5,2,6000000080708494834,
3,2,5,2,6000000080704019957,
3,2,5,2,6000000080618889172,
3,2,5,2,6000000080347758910,
3,2,5,2,6000000080343674206,
3,2,5,2,6000000079691359057,
3,2,5,2,6000000079678693862,
3,2,5,2,6000000079276863959,1705
3,2,5,2,6000000079219920827,
3,2,5,2,6000000079219242510,
3,2,5,2,6000000078951253975,
3,2,5,2,6000000078951236891,
3,2,5,2,6000000078951052889,
3,2,5,2,6000000078950852922,
3,2,5,2,6000000078767145068,
3,2,5,2,6000000078364247317,
3,2,5,2,6000000078101123124,
3,2,5,2,6000000077741255990,1690
3,2,5,2,6000000077428485456,1100
3,2,5,2,6000000077380199975,1343
3,2,5,2,6000000076337711842,1704
3,2,5,2,6000000075485879821,
3,2,5,2,6000000075251786878,
3,2,5,2,6000000074734954900,
3,2,5,2,6000000073332356860,
3,2,5,2,6000000073331154282,
3,2,5,2,6000000073303187929,
3,2,5,2,6000000073177304821,
3,2,5,2,6000000073176367585,
3,2,5,2,6000000072039178774,
3,2,5,2,6000000071769506979,
3,2,5,2,6000000071768376052,
3,2,5,2,6000000071310613866,
3,2,5,2,6000000071261105966,
3,2,5,2,6000000071013389853,
3,2,5,2,6000000069368292888,1444
3,2,5,2,6000000068220938318,1851
3,2,5,2,6000000068220870240,1823
3,2,5,2,6000000067006500945,
3,2,5,2,6000000066594248865,
3,2,5,2,6000000065910102926,
3,2,5,2,6000000065468250917,1100
3,2,5,2,6000000064799440962,1115
3,2,5,2,6000000064767908950,
3,2,5,2,6000000064201700964,1250
3,2,5,2,6000000061113692884,
3,2,5,2,6000000060783054857,1767
3,2,5,2,6000000060482595837,
3,2,5,2,6000000060262543821,
3,2,5,2,6000000060262155115,
3,2,5,2,6000000060199219847,1846
3,2,5,2,6000000058602870452,
3,2,5,2,6000000058546476832,
3,2,5,2,6000000058545968974,
3,2,5,2,6000000058512332041,
3,2,5,2,6000000057628066873,
3,2,5,2,6000000057431516878,1507
3,2,5,2,6000000057264976866,
3,2,5,2,6000000057264791907,
3,2,5,2,6000000057199510927,1928
3,2,5,2,6000000056671694833,1501
3,2,5,2,6000000054504149032,
3,2,5,2,6000000054328590842,
3,2,5,2,6000000053732983821,
3,2,5,2,6000000053732879876,
3,2,5,2,6000000050839647994,1803
3,2,5,2,6000000049928980888,
3,2,5,2,6000000049928804960,
3,2,5,2,6000000049928584153,
3,2,5,2,6000000049928073970,
3,2,5,2,6000000049021724913,
3,2,5,2,6000000047884152135,
3,2,5,2,6000000046739307606,
3,2,5,2,6000000046620805347,1892
3,2,5,2,6000000046444861827,1706
3,2,5,2,6000000046443629051,1672
3,2,5,2,6000000043235198844,1789
3,2,5,2,6000000042109423485,1015
3,2,5,2,6000000041935654092,
3,2,5,2,6000000041745149808,
3,2,5,2,6000000041367876839,
3,2,5,2,6000000041367833635,1685
3,2,5,2,6000000040701687971,1190
3,2,5,2,6000000040297047940,
3,2,5,2,6000000039551724389,
3,2,5,2,6000000039149222002,
3,2,5,2,6000000039133201629,
3,2,5,2,6000000039122793888,1779
3,2,5,2,6000000039089572826,1776
3,2,5,2,6000000038641539452,1761
3,2,5,2,6000000038337782415,
3,2,5,2,6000000037344057239,
3,2,5,2,6000000036797882298,
3,2,5,2,6000000036344442845,1315
3,2,5,2,6000000036278710591,1042
3,2,5,2,6000000036254432306,1574
3,2,5,2,6000000036014831594,
3,2,5,2,6000000035998155471,
3,2,5,2,6000000035959786085,1837
3,2,5,2,6000000035959512389,1819
3,2,5,2,6000000035853844256,
3,2,5,2,6000000035853713294,
3,2,5,2,6000000035294508571,
3,2,5,2,6000000035006785198,
3,2,5,2,6000000034868478241,1545
3,2,5,2,6000000034384193971,1550
3,2,5,2,6000000034384193964,1520
3,2,5,2,6000000034214552988,1520
3,2,5,2,6000000034148175617,1290
3,2,5,2,6000000034084398641,
3,2,5,2,6000000033930837220,
3,2,5,2,6000000033809474660,1799
3,2,5,2,6000000033764417873,1712
3,2,5,2,6000000033678334024,
3,2,5,2,6000000033416375256,1480
3,2,5,2,6000000032981730921,
3,2,5,2,6000000032981609594,
3,2,5,2,6000000032877567313,
3,2,5,2,6000000032824071468,
3,2,5,2,6000000032803542962,1762
3,2,5,2,6000000032796537881,1792
3,2,5,2,6000000032778543133,1736
3,2,5,2,6000000032778510959,1761
3,2,5,2,6000000032599008871,1694
3,2,5,2,6000000032598790217,
3,2,5,2,6000000032433444164,
3,2,5,2,6000000032432420747,
3,2,5,2,6000000032230760002,
3,2,5,2,6000000031721597164,1550
3,2,5,2,6000000031685820966,
3,2,5,2,6000000031506344232,1265
3,2,5,2,6000000031505975767,1240
3,2,5,2,6000000031111167022,
3,2,5,2,6000000030725998467,
3,2,5,2,6000000030391908216,
3,2,5,2,6000000030391748289,
3,2,5,2,6000000030369677084,1210
3,2,5,2,6000000029719777908,
3,2,5,2,6000000029103422118,
3,2,5,2,6000000029029904869,1807
3,2,5,2,6000000029020955739,
3,2,5,2,6000000028991822024,
3,2,5,2,6000000028877756281,
3,2,5,2,6000000028606920826,
3,2,5,2,6000000028173119450,
3,2,5,2,6000000027893218243,
3,2,5,2,6000000027893199550,
3,2,5,2,6000000027647964990,
3,2,5,2,6000000027592092995,
3,2,5,2,6000000027504876611,1171
3,2,5,2,6000000027504783487,1190
3,2,5,2,6000000027360518813,
3,2,5,2,6000000027296443929,
3,2,5,2,6000000026996377661,1692
3,2,5,2,6000000026764085628,1766
3,2,5,2,6000000026636826178,
3,2,5,2,6000000026601692663,1795
3,2,5,2,6000000026601680354,1837
3,2,5,2,6000000026560445522,1892
3,2,5,2,6000000026548860573,
3,2,5,2,6000000026379343776,
3,2,5,2,6000000026379100552,
3,2,5,2,6000000026369860853,
3,2,5,2,6000000026245166920,
3,2,5,2,6000000026159402335,
3,2,5,2,6000000026081982442,
3,2,5,2,6000000025770628119,
3,2,5,2,6000000025621402988,
3,2,5,2,6000000025621124730,
3,2,5,2,6000000025610782266,
3,2,5,2,6000000025497093118,
3,2,5,2,6000000025415318597,
3,2,5,2,6000000024739935850,1529
3,2,5,2,6000000024739470771,
3,2,5,2,6000000024739166433,1523
3,2,5,2,6000000024739118758,
3,2,5,2,6000000024654148161,1051
3,2,5,2,6000000024572560117,
3,2,5,2,6000000024317019390,
3,2,5,2,6000000024283144434,
3,2,5,2,6000000024226798102,
3,2,5,2,6000000024208352794,
3,2,5,2,6000000024106042987,
3,2,5,2,6000000023991759325,1718
3,2,5,2,6000000023896670373,
3,2,5,2,6000000023050443852,
3,2,5,2,6000000022823961455,
3,2,5,2,6000000022818373667,
3,2,5,2,6000000022551448761,1723
3,2,5,2,6000000022510095586,1055
3,2,5,2,6000000022449307622,1733
3,2,5,2,6000000022316112747,
3,2,5,2,6000000021772015480,
3,2,5,2,6000000021747146410,1470
3,2,5,2,6000000021717912257,1725
3,2,5,2,6000000021635094172,
3,2,5,2,6000000021571562961,1702
3,2,5,2,6000000020825442842,1475
3,2,5,2,6000000020713324776,
3,2,5,2,6000000020681723704,
3,2,5,2,6000000020531499035,
3,2,5,2,6000000020456849653,
3,2,5,2,6000000020412916866,1430
3,2,5,2,6000000020273369709,
3,2,5,2,6000000019935144287,1833
3,2,5,2,6000000019728161056,
3,2,5,2,6000000019181474088,
3,2,5,2,6000000018945416495,1624
3,2,5,2,6000000018905744620,1662
3,2,5,2,6000000018857584704,
3,2,5,2,6000000018857532517,1913
3,2,5,2,6000000018857309499,
3,2,5,2,6000000018529094542,1331
3,2,5,2,6000000018454813818,
3,2,5,2,6000000018454418551,
3,2,5,2,6000000018405111532,
3,2,5,2,6000000018366410687,
3,2,5,2,6000000018305623070,1768
3,2,5,2,6000000018290409542,
3,2,5,2,6000000018222928074,
3,2,5,2,6000000018222928067,
3,2,5,2,6000000018222928060,
3,2,5,2,6000000018222928046,
3,2,5,2,6000000018222928039,
3,2,5,2,6000000018222928025,
3,2,5,2,6000000018222928018,
3,2,5,2,6000000018222540984,
3,2,5,2,6000000018222540963,
3,2,5,2,6000000018222540949,
3,2,5,2,6000000018222540942,
3,2,5,2,6000000018222540935,
3,2,5,2,6000000018222540921,
3,2,5,2,6000000018222456014,
3,2,5,2,6000000018222208133,569
3,2,5,2,6000000018222126658,
3,2,5,2,6000000018222007998,554
3,2,5,2,6000000018221899591,
3,2,5,2,6000000018221810924,572
3,2,5,2,6000000018221794795,
3,2,5,2,6000000018221676921,568
3,2,5,2,6000000018210726007,
3,2,5,2,6000000018209132345,
3,2,5,2,6000000018170804246,
3,2,5,2,6000000018170780824,
3,2,5,2,6000000017978039696,1000
3,2,5,2,6000000017971623013,1400
3,2,5,2,6000000017897199921,1669
3,2,5,2,6000000017728729979,
3,2,5,2,6000000017711734283,1905
3,2,5,2,6000000017687757603,1652
3,2,5,2,6000000017576358543,
3,2,5,2,6000000017553949088,
3,2,5,2,6000000017525931052,1330
3,2,5,2,6000000017389608055,1550
3,2,5,2,6000000017361721229,1583
3,2,5,2,6000000017355326483,1831
3,2,5,2,6000000017291109152,
3,2,5,2,6000000017233116572,
3,2,5,2,6000000017153402826,1680
3,2,5,2,6000000017096943243,
3,2,5,2,6000000017016567006,1643
3,2,5,2,6000000017016013623,1675
3,2,5,2,6000000016924011385,
3,2,5,2,6000000016776144887,
3,2,5,2,6000000016775452439,1433
3,2,5,2,6000000016603509072,
3,2,5,2,6000000016300853059,
3,2,5,2,6000000016155992203,
3,2,5,2,6000000016129552217,1793
3,2,5,2,6000000016058375379,1095
3,2,5,2,6000000016029701137,1911
3,2,5,2,6000000015986152839,
3,2,5,2,6000000015961234146,
3,2,5,2,6000000015961141467,
3,2,5,2,6000000015864469022,
3,2,5,2,6000000015806998001,
3,2,5,2,6000000015627556986,
3,2,5,2,6000000015485891008,
3,2,5,2,6000000015424830722,1225
3,2,5,2,6000000015341890004,
3,2,5,2,6000000015341701490,
3,2,5,2,6000000015330710248,
3,2,5,2,6000000015062329757,1465
3,2,5,2,6000000015056499777,
3,2,5,2,6000000015036169014,1745
3,2,5,2,6000000014994896742,1480
3,2,5,2,6000000014935832405,
3,2,5,2,6000000014756664090,1730
3,2,5,2,6000000014756479315,
3,2,5,2,6000000014745158380,1564
3,2,5,2,6000000014598433545,
3,2,5,2,6000000014566448855,1704
3,2,5,2,6000000014454318261,
3,2,5,2,6000000014101847140,
3,2,5,2,6000000014095135028,1389
3,2,5,2,6000000013992503327,
3,2,5,2,6000000013901024554,
3,2,5,2,6000000013900895418,
3,2,5,2,6000000013884664153,1726
3,2,5,2,6000000013859535106,
3,2,5,2,6000000013859460380,
3,2,5,2,6000000013859454513,
3,2,5,2,6000000013851233663,
3,2,5,2,6000000013839139212,
3,2,5,2,6000000013837815865,
3,2,5,2,6000000013837815860,
3,2,5,2,6000000013348869360,1450
3,2,5,2,6000000013175700419,
3,2,5,2,6000000013113782315,1730
3,2,5,2,6000000013067722291,
3,2,5,2,6000000013066515002,1725
3,2,5,2,6000000013016628321,1806
3,2,5,2,6000000013016476494,1845
3,2,5,2,6000000012960280372,
3,2,5,2,6000000012953118017,1896
3,2,5,2,6000000012900423630,
3,2,5,2,6000000012808577652,1916
3,2,5,2,6000000012756711471,1500
3,2,5,2,6000000012676888799,
3,2,5,2,6000000012664422954,1525
3,2,5,2,6000000012655384392,
3,2,5,2,6000000012597184314,1760
3,2,5,2,6000000012595396393,
3,2,5,2,6000000012579081238,
3,2,5,2,6000000012537128584,
3,2,5,2,6000000012537054707,
3,2,5,2,6000000012537022050,
3,2,5,2,6000000012537019631,
3,2,5,2,6000000012537017136,
3,2,5,2,6000000012468900779,860
3,2,5,2,6000000012335222801,
3,2,5,2,6000000012120632979,1680
3,2,5,2,6000000011971201236,
3,2,5,2,6000000011890185720,
3,2,5,2,6000000011865520866,
3,2,5,2,6000000011861708274,
3,2,5,2,6000000011732597811,1470
3,2,5,2,6000000011732031535,1540
3,2,5,2,6000000011638888067,
3,2,5,2,6000000011631784699,1585
3,2,5,2,6000000011631627317,1620
3,2,5,2,6000000011626767508,
3,2,5,2,6000000011622780191,1455
3,2,5,2,6000000011529203863,
3,2,5,2,6000000011494501317,
3,2,5,2,6000000011493666527,
3,2,5,2,6000000011447479404,1650
3,2,5,2,6000000011317365556,1165
3,2,5,2,6000000011312980858,1510
3,2,5,2,6000000011307264575,1577
3,2,5,2,6000000011047951397,
3,2,5,2,6000000011047869520,
3,2,5,2,6000000011027224967,1683
3,2,5,2,6000000010946078160,
3,2,5,2,6000000010946035981,
3,2,5,2,6000000010899795930,1701
3,2,5,2,6000000010772901242,1757
3,2,5,2,6000000010703700876,
3,2,5,2,6000000010678556679,
3,2,5,2,6000000010678319184,
3,2,5,2,6000000010574738785,
3,2,5,2,6000000010495409565,1200
3,2,5,2,6000000010299581455,1820
3,2,5,2,6000000010258303936,
3,2,5,2,6000000010157698748,1569
3,2,5,2,6000000009870924355,
3,2,5,2,6000000009866533500,
3,2,5,2,6000000009615183377,1798
3,2,5,2,6000000009614938453,1821
3,2,5,2,6000000009511757899,
3,2,5,2,6000000009471851160,1590
3,2,5,2,6000000009432528863,845
3,2,5,2,6000000009334407198,1725
3,2,5,2,6000000009333425291,
3,2,5,2,6000000009305045008,1103
3,2,5,2,6000000009264766360,
3,2,5,2,6000000009264266193,1640
3,2,5,2,6000000009216734286,1095
3,2,5,2,6000000009210409730,
3,2,5,2,6000000009198365677,1911
3,2,5,2,6000000009142774276,1370
3,2,5,2,6000000009141069345,1401
3,2,5,2,6000000009077197863,
3,2,5,2,6000000009019910967,
3,2,5,2,6000000009019772101,
3,2,5,2,6000000008685910547,
3,2,5,2,6000000008685404908,1688
3,2,5,2,6000000008685404863,1700
3,2,5,2,6000000008685322671,
3,2,5,2,6000000008684503736,
3,2,5,2,6000000008675902636,
3,2,5,2,6000000008672894912,
3,2,5,2,6000000008618688931,
3,2,5,2,6000000008519345013,1702
3,2,5,2,6000000008345441765,
3,2,5,2,6000000008321328633,
3,2,5,2,6000000008321029837,1718
3,2,5,2,6000000008287222697,
3,2,5,2,6000000008118014775,
3,2,5,2,6000000008114312485,1521
3,2,5,2,6000000008008820379,
3,2,5,2,6000000007980691033,1722
3,2,5,2,6000000007978443292,
3,2,5,2,6000000007701879852,
3,2,5,2,6000000007594527376,1120
3,2,5,2,6000000007489046924,860
3,2,5,2,6000000007452693135,1580
3,2,5,2,6000000007431503929,1734
3,2,5,2,6000000007403020345,1774
3,2,5,2,6000000007337115360,1702
3,2,5,2,6000000007329350060,
3,2,5,2,6000000007329350053,810
3,2,5,2,6000000007280907304,1893
3,2,5,2,6000000007265166718,1858
3,2,5,2,6000000007223681738,1125
3,2,5,2,6000000007191500129,1630
3,2,5,2,6000000007151066816,1037
3,2,5,2,6000000006971943688,
3,2,5,2,6000000006811728620,
3,2,5,2,6000000006727830095,1358
3,2,5,2,6000000006727826690,1355
3,2,5,2,6000000006718055611,
3,2,5,2,6000000006712225389,
3,2,5,2,6000000006444777366,1383
3,2,5,2,6000000006444557394,1490
3,2,5,2,6000000006444360238,1450
3,2,5,2,6000000006444357982,
3,2,5,2,6000000006444357164,1486
3,2,5,2,6000000006428196364,1736
3,2,5,2,6000000006411241146,
3,2,5,2,6000000006277488391,1040
3,2,5,2,6000000006176563325,
3,2,5,2,6000000006129146141,1765
3,2,5,2,6000000006128178797,1781
3,2,5,2,6000000006127464784,1638
3,2,5,2,6000000005609484109,1590
3,2,5,2,6000000005609484100,1590
3,2,5,2,6000000005609451045,
3,2,5,2,6000000005609102861,1705
3,2,5,2,6000000005607418497,
3,2,5,2,6000000005607418465,
3,2,5,2,6000000005607319908,1708
3,2,5,2,6000000005607311998,1766
3,2,5,2,6000000005607236013,1843
3,2,5,2,6000000005222901282,
3,2,5,2,6000000005076814891,1137
3,2,5,2,6000000005071599177,
3,2,5,2,6000000004967305758,1625
3,2,5,2,6000000004869052188,1155
3,2,5,2,6000000004868829953,1255
3,2,5,2,6000000004859324291,1230
3,2,5,2,6000000004656739050,
3,2,5,2,6000000004536530776,1706
3,2,5,2,6000000004271557737,890
3,2,5,2,6000000004157619397,1505
3,2,5,2,6000000004031814027,
3,2,5,2,6000000003949801061,1050
3,2,5,2,6000000003858786806,
3,2,5,2,6000000003828385546,35
3,2,5,2,6000000003828382754,-35
3,2,5,2,6000000003828382747,-40
3,2,5,2,6000000003828250999,640
3,2,5,2,6000000003827755359,1193
3,2,5,2,6000000003827470670,1387
3,2,5,2,6000000003827161802,1015
3,2,5,2,6000000003827136327,1120
3,2,5,2,6000000003820968891,
3,2,5,2,6000000003820968886,
3,2,5,2,6000000003820953148,521
3,2,5,2,6000000003742093806,1124
3,2,5,2,6000000003649717769,1250
3,2,5,2,6000000003646057893,1519
3,2,5,2,6000000003584855701,1540
3,2,5,2,6000000003570406040,
3,2,5,2,6000000003513141297,460
3,2,5,2,6000000003493089219,1280
3,2,5,2,6000000003493089196,1291
3,2,5,2,6000000003491990511,1824
3,2,5,2,6000000003359222092,1125
3,2,5,2,6000000003359188051,
3,2,5,2,6000000003339225235,1719
3,2,5,2,6000000003243322215,
3,2,5,2,6000000003232714842,
3,2,5,2,6000000003221221951,1497
3,2,5,2,6000000003163765013,1170
3,2,5,2,6000000003104550875,
3,2,5,2,6000000003095216811,1878
3,2,5,2,6000000003003447403,1702
3,2,5,2,6000000002936201883,
3,2,5,2,6000000002855966126,1768
3,2,5,2,6000000002824564761,1456
