kind,name,occurrences,verdict,qid
given,Antonina,9,still ambiguous,Q104025438 | Q1961700 | Q67858050
given,Alison,9,still ambiguous,Q110929819 | Q16154105
given,Ken,9,still ambiguous,Q125372580 | Q2645657
given,Nestor,9,still ambiguous,Q102270838 | Q102335246 | Q1417705
given,Man,9,still ambiguous,Q105446050 | Q94326547 | Q96104265
given,Lì,9,still ambiguous,Q104440010 | Q124719067
given,Fyodor,9,still ambiguous,Q1422239 | Q36695874
given,Zhu,9,still ambiguous,Q105623546 | Q96096110
given,He,9,still ambiguous,Q96251284 | Q98399536
given,Ye,9,still ambiguous,Q105623434 | Q110905255 | Q125145143
given,Sheng,9,still ambiguous,Q106844969 | Q96637385
given,Rene,8,still ambiguous,Q19827830 | Q98651602
given,Azriel,8,still ambiguous,Q115864918 | Q95586455
given,Gun,8,still ambiguous,Q134586905 | Q134587140 | Q1796041
given,Irena,8,still ambiguous,Q112651058 | Q11977502
given,Ioannis,8,still ambiguous,Q10303410 | Q58827213
given,Nikolas,8,still ambiguous,Q16423029 | Q97619413
given,Ze'ev,8,still ambiguous,Q169279 | Q87768670
given,Ai,8,still ambiguous,Q2827747 | Q96184711
given,Montgomery,8,still ambiguous,Q130747820 | Q1407764
given,Isham,8,still ambiguous,Q104856202 | Q29650121
given,Jī,8,still ambiguous,Q124652511 | Q125148979
given,Mubarak,8,still ambiguous,Q16279808 | Q63933744
given,María,8,still ambiguous,Q109785195 | Q18088640
given,Lu,8,still ambiguous,Q110920895 | Q96464390 | Q96464446
given,Lang,8,still ambiguous,Q51998303 | Q94244704 | Q96653469
given,Wu,8,still ambiguous,Q96620501 | Q96756044 | Q97653045
given,Alex,8,still ambiguous,Q13258171 | Q97933419
given,Yoshiko,8,still ambiguous,Q123631361 | Q8056135
given,Pepi,8,still ambiguous,Q23443575 | Q23444609
given,LEE,8,RESOLVED,Q2061957
given,Mù,7,still ambiguous,Q125342584 | Q22809411
given,Tai,7,still ambiguous,Q106967904 | Q96195237
given,Hani,7,still ambiguous,Q12790730 | Q19967934
given,Chan,7,still ambiguous,Q104253015 | Q105623209
given,JOHN,7,still ambiguous,Q104552334 | Q4925477
given,Elli,7,still ambiguous,Q16423167 | Q98550203
given,Leman,7,still ambiguous,Q107625281 | Q12635406
given,Feodor,7,still ambiguous,Q12165579 | Q1404941
given,Leonidas,7,still ambiguous,Q20001911 | Q98467656
given,Xiù,7,still ambiguous,Q124625587 | Q124625622 | Q96384095
given,Zong,7,still ambiguous,Q96195485 | Q96251267
given,Liang,7,still ambiguous,Q27895328 | Q96483232
given,Harun,7,still ambiguous,Q66615290 | Q66618381
given,Devlet,7,still ambiguous,Q106451026 | Q115857725
given,Raina,7,still ambiguous,Q16292470 | Q28914650
given,Lamont,7,still ambiguous,Q124288397 | Q22001585
given,Isabela,6,still ambiguous,Q20002178 | Q98602804
given,Fumiko,6,still ambiguous,Q116187612 | Q5508575
given,Miron,6,still ambiguous,Q18607973 | Q54603424
given,Maya,6,still ambiguous,Q81213437 | Q935522
given,Mei,6,still ambiguous,Q110624765 | Q13479837 | Q96631729
given,jose,6,still ambiguous,Q19801116 | Q66827733
given,Cary,6,still ambiguous,Q16275178 | Q98651372
given,Karol,6,still ambiguous,Q125542509 | Q1446906
given,Wilmot,6,RESOLVED,Q19873561
given,Gu,6,still ambiguous,Q110868297 | Q69515056
given,Pavel,6,still ambiguous,Q1242655 | Q43082565
given,Paris,6,still ambiguous,Q1158980 | Q140697105 | Q16423586
given,Juri,6,still ambiguous,Q18932166 | Q28599877
given,Zhao,6,still ambiguous,Q106967903 | Q96748282 | Q97500755
given,Ting,6,still ambiguous,Q104326227 | Q104738919 | Q110872941
given,Bǐng,6,still ambiguous,Q124422476 | Q125243499
given,Zenon,6,still ambiguous,Q602968 | Q86495534
given,khan,6,RESOLVED,Q60115184
given,Jiǎn,6,still ambiguous,Q106860106 | Q125312568
given,Soběslav,6,RESOLVED,Q95104804
given,Lili,6,still ambiguous,Q10561637 | Q96656378
given,Fang,6,still ambiguous,Q81422241 | Q96274249 | Q96637386
given,Yè,6,still ambiguous,Q105623425 | Q125145080 | Q125147500
given,Gé,6,still ambiguous,Q106871291 | Q41145392
given,Fǔ,6,still ambiguous,Q124622160 | Q124940293
given,Jí,6,still ambiguous,Q125188805 | Q125319074
given,Jiàn,6,still ambiguous,Q125121169 | Q96251282
given,Ding,6,still ambiguous,Q104474302 | Q107645320
given,Hua,6,still ambiguous,Q110941082 | Q94984870
given,Maj,6,still ambiguous,Q12795434 | Q16421734
given,LeRoy,6,still ambiguous,Q19839067 | Q19839124
given,Graça,6,still ambiguous,Q115143938 | Q21286074
given,Halim,6,still ambiguous,Q122207021 | Q1571140
given,Ran,6,still ambiguous,Q104376683 | Q9303943
given,Wing,5,still ambiguous,Q10720261 | Q96654193
given,JAMES,5,RESOLVED,Q677191
given,Dui,5,still ambiguous,Q110834712 | Q110834881
given,Chapman,5,RESOLVED,Q28035467
given,Nikita,5,still ambiguous,Q39291804 | Q4964037
given,Imagina,5,RESOLVED,Q89433742
given,Feodora,5,still ambiguous,Q104431217 | Q1404956
given,Mitsuko,5,still ambiguous,Q123936410 | Q1666942
given,Hale,5,still ambiguous,Q16276190 | Q98895686
given,ada,5,still ambiguous,Q105872896 | Q346047
given,Mao,5,still ambiguous,Q16278931 | Q24034953
given,Qiān,5,still ambiguous,Q124640612 | Q96374446
given,Mann,5,still ambiguous,Q125555223 | Q93437461
given,Tine,5,still ambiguous,Q13138335 | Q28750872
given,Dao,5,still ambiguous,Q136140807 | Q96757012 | Q96757512
given,Ru,5,still ambiguous,Q108858810 | Q96479518
given,Jiā,5,still ambiguous,Q105627507 | Q108576077
given,Zé,5,still ambiguous,Q124651049 | Q125217513 | Q21286126
given,Ke,5,still ambiguous,Q109636967 | Q96335547
given,Harper,5,still ambiguous,Q17505775 | Q3783460
given,Zadoc,5,still ambiguous,Q140065 | Q30109349
given,Aleksandr,5,still ambiguous,Q17501806 | Q45087221
given,juan,5,still ambiguous,Q110700065 | Q475210
given,Yáo,5,still ambiguous,Q124633079 | Q124668715 | Q124852980
given,jean,5,still ambiguous,Q4160311 | Q7521081
given,elizabeth,5,RESOLVED,Q385468
given,Ekaterina,4,still ambiguous,Q109260192 | Q17317988
given,Kira,4,still ambiguous,Q66459346 | Q971245
given,Vanessa,4,RESOLVED,Q951694
given,German,4,still ambiguous,Q2699418 | Q28914610
given,Vital,4,still ambiguous,Q12805837 | Q19413199
given,Eleni,4,still ambiguous,Q19760437 | Q56447880
given,Mills,4,still ambiguous,Q108278184 | Q16279484
given,Rena,4,still ambiguous,Q137900363 | Q21387363
given,Jiu,4,still ambiguous,Q105446046 | Q96251242
given,Rae,4,still ambiguous,Q16258208 | Q69513165
given,Evaristo,4,still ambiguous,Q18402192 | Q21156914
given,Ksenia,4,still ambiguous,Q20743915 | Q43979833
given,Uliana,4,still ambiguous,Q104621297 | Q15731689
given,Eustatius,4,still ambiguous,Q122227703 | Q130449096
given,Marcy,4,RESOLVED,Q20898948
given,Dimitri,4,still ambiguous,Q18337978 | Q39936578
given,Wise,4,RESOLVED,Q114772068
given,Mihály,4,RESOLVED,Q6845358
given,Marko,4,still ambiguous,Q104162424 | Q17520952
given,Cong,4,still ambiguous,Q104551491 | Q111517528
given,Beda,4,still ambiguous,Q106580853 | Q853925
given,Danila,4,still ambiguous,Q12787291 | Q60050793
given,Sage,4,RESOLVED,Q20821800
given,Lan,4,still ambiguous,Q106803552 | Q6482786
given,Rong,4,still ambiguous,Q106871296 | Q124453795 | Q96099576
given,Xuán,4,still ambiguous,Q124668744 | Q124984153
given,Kūn,4,still ambiguous,Q124692701 | Q124818548
given,Zōngyì,4,still ambiguous,Q125087194 | Q125255941
given,Mì,4,still ambiguous,Q124633510 | Q125246644
given,MARIE,4,still ambiguous,Q106674406 | Q632104
given,Lela,4,still ambiguous,Q12754501 | Q97932925
given,Ara,4,still ambiguous,Q4068352 | Q55234427
given,Xīn,4,still ambiguous,Q106757325 | Q125352503 | Q66363498
given,Zhou,4,still ambiguous,Q96384126 | Q96465847 | Q96623645
given,Er,4,still ambiguous,Q96177603 | Q96181790
given,Xu,4,still ambiguous,Q108531574 | Q125188208
given,Nobuko,4,still ambiguous,Q517366 | Q65683697
given,Kan,4,still ambiguous,Q106879621 | Q110843959 | Q123738883
given,Gang,4,still ambiguous,Q106764171 | Q69514036
given,Shēng,4,still ambiguous,Q106879609 | Q106879610
given,Zeng,4,still ambiguous,Q108470944 | Q108471076 | Q110935772
given,Yelena,4,still ambiguous,Q21147717 | Q8051464
given,MARTIN,4,still ambiguous,Q118322765 | Q18002399
given,Yī,4,still ambiguous,Q124856430 | Q94545234
given,Malika,4,still ambiguous,Q1933102 | Q47531470
given,Nichols,4,RESOLVED,Q110931028
given,Jenni,4,still ambiguous,Q16429369 | Q18657207
given,Tamim,4,still ambiguous,Q111824831 | Q37124238
given,john,4,still ambiguous,Q104552334 | Q4925477
given,Maryna,4,still ambiguous,Q104089558 | Q20035740
given,Hopkins,4,RESOLVED,Q20155688
given,Tamara,4,still ambiguous,Q35063233 | Q936646
given,marie,4,still ambiguous,Q106674406 | Q632104
given,Máximo,4,still ambiguous,Q20000642 | Q4475314
given,victor,4,RESOLVED,Q539581
given,MARÍA,4,still ambiguous,Q109785195 | Q18088640
given,Hermina,4,still ambiguous,Q121754791 | Q20643425
given,dan,4,still ambiguous,Q105460561 | Q2487038 | Q97573280
given,bibi,4,still ambiguous,Q65258015 | Q856260
given,Chipman,3,RESOLVED,Q105320877
given,HASSAN,3,still ambiguous,Q107178443 | Q16276444
given,Mackay,3,still ambiguous,Q105437204 | Q47073055
given,Lockwood,3,RESOLVED,Q29555162
given,Angelos,3,still ambiguous,Q20001305 | Q97931938
given,Solon,3,still ambiguous,Q66734435 | Q97961666
given,Bird,3,still ambiguous,Q108258090 | Q17509982
given,Rixa,3,RESOLVED,Q133538432
given,Borwin,3,RESOLVED,Q122931875
given,Uriel,3,still ambiguous,Q123847659 | Q4006453
given,Elo,3,still ambiguous,Q11857545 | Q125643127
given,Duan,3,still ambiguous,Q96604616 | Q96604651
given,Jie,3,still ambiguous,Q94088958 | Q96631723 | Q96757013
given,AHMAD,3,still ambiguous,Q406294 | Q48980148
given,Macdonald,3,still ambiguous,Q21513094 | Q55747656
given,Xù,3,still ambiguous,Q106858177 | Q124416547
given,Macan,3,still ambiguous,Q94032839 | Q96653553
given,Ba,3,still ambiguous,Q105640657 | Q16256060
given,RAFAEL,3,still ambiguous,Q16424000 | Q58309587
given,MARGARITA,3,still ambiguous,Q6760124 | Q90921226 | Q98544741
given,Hull,3,still ambiguous,Q111048105 | Q112128835
given,Hooker,3,RESOLVED,Q27948997
given,ali,3,still ambiguous,Q11905003 | Q96652184
given,pike,3,still ambiguous,Q107654750 | Q97791732
given,LaVerne,3,still ambiguous,Q125946652 | Q21188665
given,Tóng,3,still ambiguous,Q124635107 | Q96251259
given,Xiao,3,still ambiguous,Q105440237 | Q19810513 | Q96978968
given,Yán,3,still ambiguous,Q124807169 | Q96251245
given,anne,3,still ambiguous,Q47860848 | Q564684
given,Ayako,3,still ambiguous,Q123863949 | Q9163133
given,Singh,3,RESOLVED,Q55078046
given,Dūn,3,still ambiguous,Q106855781 | Q124845255
given,Dewitt,3,still ambiguous,Q51717640 | Q98401421
given,Otter,3,still ambiguous,Q110943486 | Q112155701
given,DeWitt,3,still ambiguous,Q51717640 | Q98401421
given,Morrison,3,RESOLVED,Q28944801
given,Laverne,3,still ambiguous,Q125946652 | Q21188665
given,Salem,3,RESOLVED,Q66264125
given,Aba,3,still ambiguous,Q102227914 | Q479129
given,ISIDORA,3,still ambiguous,Q16773436 | Q54555380
given,Luca,3,still ambiguous,Q12795232 | Q1872944 | Q66132642
given,james,3,RESOLVED,Q677191
given,ze,3,still ambiguous,Q105627078 | Q96098353
given,Remi,3,still ambiguous,Q134596807 | Q20001985
given,Kazuko,3,still ambiguous,Q131616817 | Q1737555
given,Gotfried,3,still ambiguous,Q114683782 | Q21146866
given,IDA,3,still ambiguous,Q12632824 | Q644599
given,Tomo,3,still ambiguous,Q126252416 | Q21007333
given,margarita,3,still ambiguous,Q6760124 | Q90921226 | Q98544741
given,Hisako,3,still ambiguous,Q11709847 | Q123581576
given,Sultana,3,RESOLVED,Q21148530
given,Akiko,3,still ambiguous,Q65680027 | Q65680030 | Q9143413
given,Morley,3,still ambiguous,Q135473046 | Q45368654
given,Bahar,3,still ambiguous,Q110323947 | Q20001573
given,mary,3,still ambiguous,Q112169711 | Q734578
given,Ziyad,3,still ambiguous,Q64681720 | Q84177389
given,Fátima,2,RESOLVED,Q21285936
given,Miroslava,2,still ambiguous,Q923005 | Q97671906
given,Ilya,2,still ambiguous,Q1096462 | Q31440338
given,MARK,2,still ambiguous,Q100320817 | Q13610143
given,Eldar,2,still ambiguous,Q106939452 | Q130266240 | Q3480071
given,Avigail,2,still ambiguous,Q20001548 | Q54650193
given,Mariya,2,still ambiguous,Q39897333 | Q96653024
given,Glaphyra,2,still ambiguous,Q15709654 | Q50675025
given,FitzWilliam,2,still ambiguous,Q107636927 | Q63991914
given,Wo,2,still ambiguous,Q105423945 | Q96465710
given,Slocum,2,still ambiguous,Q105450434 | Q121745055
given,Linn,2,still ambiguous,Q28943641 | Q4583654
given,Oakley,2,still ambiguous,Q111912640 | Q59697889
given,Bingham,2,RESOLVED,Q21396356
given,Michiko,2,still ambiguous,Q123554714 | Q6837886
given,Takahito,2,still ambiguous,Q124282841 | Q7677080
given,ALI,2,still ambiguous,Q11905003 | Q96652184
given,Spotswood,2,RESOLVED,Q131864010
given,zvi,2,still ambiguous,Q231342 | Q55362931
given,Joann,2,still ambiguous,Q132582447 | Q20898997
given,Pu,2,still ambiguous,Q104374146 | Q124980556 | Q124980747
given,jaya,2,still ambiguous,Q47531335 | Q60220482
given,ELVIRA,2,still ambiguous,Q107452025 | Q3051870
given,Julija,2,still ambiguous,Q22814348 | Q59157114
given,Kuò,2,still ambiguous,Q105622521 | Q125217287
given,Wǎn,2,still ambiguous,Q125132775 | Q125145757
given,Fán,2,still ambiguous,Q125153937 | Q96775627
given,Lun,2,still ambiguous,Q95354001 | Q96933259
given,Fei,2,still ambiguous,Q96240522 | Q96933195
given,Qiang,2,still ambiguous,Q65117911 | Q97655412
given,Quan,2,still ambiguous,Q124409496 | Q48126647 | Q94700581
given,Harri,2,still ambiguous,Q110623323 | Q1586107
given,Tomoko,2,still ambiguous,Q135721597 | Q7820151
given,Shou,2,still ambiguous,Q104513933 | Q110880200 | Q96464392
given,Yǎn,2,still ambiguous,Q124388777 | Q125132946
given,Zhēng,2,still ambiguous,Q110660254 | Q110830362 | Q125103539
given,Davit,2,still ambiguous,Q80544471 | Q83143826
given,andre,2,still ambiguous,Q137169687 | Q16274896
given,Stevenson,2,still ambiguous,Q104922931 | Q124305636
given,Borys,2,still ambiguous,Q102249935 | Q20682286
given,Masayoshi,2,still ambiguous,Q64785813 | Q6782780
given,Biao,2,still ambiguous,Q106855783 | Q97675350
given,Vasil,2,still ambiguous,Q20091753 | Q27451802 | Q4104185
given,Hebe,2,still ambiguous,Q114656873 | Q43536241
given,Robertson,2,RESOLVED,Q25114573
given,Gill,2,RESOLVED,Q24045818
given,Read,2,RESOLVED,Q71736234
given,SAGE,2,RESOLVED,Q20821800
given,Grigory,2,still ambiguous,Q21034742 | Q5609054
given,JESUS,2,still ambiguous,Q1158269 | Q66827303
given,Tadayoshi,2,still ambiguous,Q140435217 | Q7674406
given,Fridrich,2,RESOLVED,Q21146824
given,Kui,2,still ambiguous,Q105641637 | Q105685273
given,Cornwall,2,RESOLVED,Q113128304
given,Overton,2,RESOLVED,Q28485602
given,Booth,2,still ambiguous,Q116866680 | Q16275056
given,Xián,2,still ambiguous,Q125165877 | Q94549313
given,Sima,2,still ambiguous,Q20202206 | Q20202207
given,Barthélemy,2,still ambiguous,Q122232134 | Q17782076
given,Mirian,2,still ambiguous,Q20000729 | Q48979362
given,Reuven,2,still ambiguous,Q1112068 | Q28946544
given,Ze,2,still ambiguous,Q105627078 | Q96098353
given,Samuil,2,still ambiguous,Q18627549 | Q65258478
given,TEODORA,2,still ambiguous,Q221215 | Q58214565
given,FEI,2,still ambiguous,Q96240522 | Q96933195
given,Yael,2,still ambiguous,Q104409736 | Q8046631
given,MARY,2,still ambiguous,Q112169711 | Q734578
given,Miho,2,still ambiguous,Q101413235 | Q1932885
given,McLean,2,still ambiguous,Q110772700 | Q113128085
given,Masao,2,still ambiguous,Q110677745 | Q1906744
given,Ami,2,still ambiguous,Q3614182 | Q55399768
given,Emi,2,still ambiguous,Q3052189 | Q93684133
given,Kadri,2,still ambiguous,Q42666027 | Q43182812
given,Irit,1,still ambiguous,Q133190824 | Q67130833 | Q67130875
given,Kenji,1,still ambiguous,Q123688394 | Q1738757
given,KARNA,1,still ambiguous,Q10543969 | Q123759410
given,Barthélemy,1,still ambiguous,Q122232134 | Q17782076
given,Woodworth,1,RESOLVED,Q117025362
given,yosef,1,still ambiguous,Q18608492 | Q29051199
given,HANNA,1,still ambiguous,Q15729076 | Q19664967
given,REGINA,1,still ambiguous,Q27678214 | Q656698
given,Calhoun,1,RESOLVED,Q97610487
given,FRANCIS,1,still ambiguous,Q1441346 | Q68721284
given,Orla,1,still ambiguous,Q16290886 | Q23308522
given,Sullivan,1,RESOLVED,Q97422356
given,Valery,1,still ambiguous,Q19413355 | Q19689546
given,Georgi,1,still ambiguous,Q17533877 | Q53114536
given,Maitland,1,RESOLVED,Q57410486
given,Ele,1,still ambiguous,Q61957876 | Q65260195
given,Oren,1,still ambiguous,Q111171621 | Q28599553
given,Koos,1,still ambiguous,Q18609462 | Q20817452
given,Hodges,1,RESOLVED,Q62089933
given,Ioanna,1,still ambiguous,Q20000441 | Q98533743
given,ABA,1,still ambiguous,Q102227914 | Q479129
given,Dézhì,1,still ambiguous,Q124858925 | Q124860174
given,hassan,1,still ambiguous,Q107178443 | Q16276444
given,Poole,1,RESOLVED,Q81279569
given,José,1,still ambiguous,Q2190619 | Q29043256 | Q29043257
given,ROBERT,1,still ambiguous,Q22569259 | Q4927937
given,Rankin,1,RESOLVED,Q50842225
given,Anatoly,1,still ambiguous,Q487568 | Q66819362
given,Aspasia,1,still ambiguous,Q104542052 | Q67223879
given,Lauri,1,still ambiguous,Q127165196 | Q1303231
given,nan,1,still ambiguous,Q104374131 | Q21143366
given,Wirt,1,still ambiguous,Q110845474 | Q122819485
given,Tomiko,1,still ambiguous,Q20178499 | Q7818898
given,Torun,1,still ambiguous,Q20817465 | Q30086406
given,Rayner,1,RESOLVED,Q29551374
given,GEORGE,1,no item of that kind,
given,Masanori,1,still ambiguous,Q137798938 | Q6782578
given,Gǒng,1,still ambiguous,Q124540790 | Q125131346 | Q125345479
given,AruNa,1,still ambiguous,Q139586010 | Q47531213
given,Héng,1,still ambiguous,Q125132436 | Q125313775
given,SImeon,1,still ambiguous,Q123248038 | Q1557
given,True,1,RESOLVED,Q61558530
given,leon,1,still ambiguous,Q37080 | Q42373828 | Q98467842
given,Murrough,1,still ambiguous,Q115305232 | Q24969691
given,Maclean,1,still ambiguous,Q29960616 | Q64349020
given,Fitzwilliam,1,still ambiguous,Q107636927 | Q63991914
given,Stefanos,1,still ambiguous,Q18607899 | Q97926757
given,ahmad,1,still ambiguous,Q406294 | Q48980148
given,Yoan,1,still ambiguous,Q116692886 | Q20001744
given,Kimon,1,still ambiguous,Q20000450 | Q98534695
given,Hermon,1,still ambiguous,Q122958951 | Q21020443
given,teodora,1,still ambiguous,Q221215 | Q58214565
given,RAY,1,still ambiguous,Q119007150 | Q2133832
given,JAYA,1,still ambiguous,Q47531335 | Q60220482
given,BAUTISTA,1,RESOLVED,Q27587114
given,Nalini,1,still ambiguous,Q1964079 | Q47531374
given,ADRIAN,1,still ambiguous,Q372250 | Q67636036
given,Wèn,1,still ambiguous,Q124262331 | Q124282442
given,Sù,1,still ambiguous,Q106868716 | Q125018597
given,Xū,1,still ambiguous,Q106858061 | Q125186964
given,Branislav,1,still ambiguous,Q1815106 | Q19501515
given,Yóu,1,RESOLVED,Q106860099
given,Bryant,1,RESOLVED,Q20799128
given,Olli,1,still ambiguous,Q111684697 | Q18760926
given,er,1,still ambiguous,Q96177603 | Q96181790
given,Rada,1,still ambiguous,Q12799723 | Q4387093
given,Coe,1,RESOLVED,Q55496710
given,Hao,1,still ambiguous,Q104376628 | Q104377081
given,Kiyoshi,1,still ambiguous,Q30218413 | Q30219108 | Q6419080
given,Hiroshi,1,still ambiguous,Q1620274 | Q30098024 | Q30098030
given,Yukinori,1,still ambiguous,Q8060732 | Q88927256
given,Nagayasu,1,still ambiguous,Q125940315 | Q139823248
given,Setsuko,1,still ambiguous,Q123686150 | Q7456844
given,Pì,1,still ambiguous,Q125065883 | Q125066417
given,Zoey,1,still ambiguous,Q18131049 | Q8074097
given,Dallas,1,still ambiguous,Q18620245 | Q71198965
given,martin,1,still ambiguous,Q118322765 | Q18002399
given,eliza,1,still ambiguous,Q858305 | Q98550199
given,rada,1,still ambiguous,Q12799723 | Q4387093
given,Yíng,1,still ambiguous,Q116969455 | Q122739952 | Q124695140
given,ARUNA,1,still ambiguous,Q139586010 | Q47531213
given,Zhāo,1,still ambiguous,Q124614499 | Q125255539
given,true,1,RESOLVED,Q61558530
given,Maksym,1,still ambiguous,Q103698255 | Q18216059
given,jí,1,still ambiguous,Q125188805 | Q125319074
given,JEAN,1,still ambiguous,Q4160311 | Q7521081
given,FitzGerald,1,still ambiguous,Q107636803 | Q44762720
given,samson,1,still ambiguous,Q2217694 | Q33127830
given,Spiros,1,still ambiguous,Q20671630 | Q81289085
given,ring,1,still ambiguous,Q104531201 | Q69508653
given,Uvedale,1,still ambiguous,Q113636520 | Q96207586
given,Fitzroy,1,still ambiguous,Q21079620 | Q92240617
given,Elisheva,1,still ambiguous,Q20000332 | Q32179065
given,maría,1,still ambiguous,Q109785195 | Q18088640
given,josé,1,still ambiguous,Q2190619 | Q29043256 | Q29043257
given,manuel,1,still ambiguous,Q11113719 | Q98497161
given,xùn,1,still ambiguous,Q106844965 | Q107097033
given,umar,1,still ambiguous,Q11955913 | Q19817027
given,Alina,1,still ambiguous,Q61788182 | Q650324
given,lela,1,still ambiguous,Q12754501 | Q97932925
given,BEN,1,still ambiguous,Q104520754 | Q122749982 | Q816407
given,AVRAHAM,1,still ambiguous,Q2874494 | Q50582778
given,ANDRE,1,still ambiguous,Q137169687 | Q16274896
given,Tadashi,1,still ambiguous,Q29534991 | Q3513691
given,Aris,1,still ambiguous,Q16419678 | Q97958763
given,Toshimichi,1,still ambiguous,Q65032268 | Q7827731
given,Spiridon,1,still ambiguous,Q18978434 | Q21148522
given,HISAKO,1,still ambiguous,Q11709847 | Q123581576
given,Aviva,1,still ambiguous,Q28966856 | Q791178
given,Dahl,1,RESOLVED,Q64866071
given,Georgy,1,still ambiguous,Q31044372 | Q53561878
given,teodor,1,still ambiguous,Q58215151 | Q7701015
given,Atsuko,1,still ambiguous,Q65269289 | Q9161797
given,Nesta,1,still ambiguous,Q59490000 | Q59490070
given,Follett,1,RESOLVED,Q94503808
given,Tsuneko,1,still ambiguous,Q113675050 | Q136731686
given,RU,1,still ambiguous,Q108858810 | Q96479518
given,Alisa,1,still ambiguous,Q19999985 | Q58047272
given,JOhn,1,still ambiguous,Q104552334 | Q4925477
given,Vyacheslav,1,still ambiguous,Q126007589 | Q19597898
given,Marsden,1,still ambiguous,Q104265037 | Q52186513
given,ELizabeth,1,RESOLVED,Q385468
given,Mackenzie,1,still ambiguous,Q14667660 | Q84323319
given,Mare,1,still ambiguous,Q12754900 | Q20523902
given,VIktoria,1,still ambiguous,Q18328177 | Q98558017
given,Casten,1,RESOLVED,Q60794510
given,Gould,1,RESOLVED,Q90398740
given,BENJAMIN,1,RESOLVED,Q2424149
given,FRIEDRICH,1,RESOLVED,Q14038597
given,ELiza,1,still ambiguous,Q858305 | Q98550199
given,isabela,1,still ambiguous,Q20002178 | Q98602804
given,Sime,1,still ambiguous,Q96653860 | Q96655033
given,ANDREA,1,still ambiguous,Q18177306 | Q18177321 | Q493293
given,francis,1,still ambiguous,Q1441346 | Q68721284
given,Romi,1,still ambiguous,Q1250729 | Q12800400
given,Welles,1,RESOLVED,Q28037686
given,Maryanne,1,still ambiguous,Q20898971 | Q63339460
given,VALENTIN,1,still ambiguous,Q28865131 | Q852779
given,MARCELA,1,RESOLVED,Q19798827
given,ANNE,1,still ambiguous,Q47860848 | Q564684
given,Yǒng,1,still ambiguous,Q125256087 | Q125256104
given,Motohiro,1,still ambiguous,Q104373025 | Q6918008
given,Faina,1,still ambiguous,Q138610425 | Q4480548
given,christina,1,still ambiguous,Q1083457 | Q84472200
given,EDUARD,1,still ambiguous,Q17190238 | Q18031774
given,liang,1,still ambiguous,Q27895328 | Q96483232
given,SU,1,still ambiguous,Q20001413 | Q94794239
given,Raisa,1,still ambiguous,Q107350920 | Q615620
given,Hanan,1,still ambiguous,Q20000218 | Q65084898
given,ELIZABETH,1,RESOLVED,Q385468
given,Candace,1,RESOLVED,Q3655165
given,fatima,1,still ambiguous,Q221839 | Q99895693
given,rostislav,1,still ambiguous,Q104091997 | Q2167906
given,naftali,1,still ambiguous,Q11788996 | Q29042890
given,Aruna,1,still ambiguous,Q139586010 | Q47531213
given,HALIM,1,still ambiguous,Q122207021 | Q1571140
given,Dang,1,still ambiguous,Q110907763 | Q96748278
given,Iwao,1,still ambiguous,Q124650585 | Q19810490
given,Saburō,1,still ambiguous,Q20177168 | Q20177350
given,Keiko,1,still ambiguous,Q136793432 | Q928986 | Q96652916
given,Toshimasa,1,still ambiguous,Q137799284 | Q7827727
given,Tomi,1,still ambiguous,Q11898010 | Q96654648
given,Antonis,1,still ambiguous,Q20683652 | Q48979066
given,Tamiko,1,still ambiguous,Q133819655 | Q133819661 | Q3980620
given,esther,1,still ambiguous,Q21401547 | Q837839
given,Mai,1,still ambiguous,Q16278716 | Q22969612 | Q27055880
given,Lawrie,1,still ambiguous,Q123471133 | Q85676676
given,Makoto,1,still ambiguous,Q34632497 | Q34632687
given,ludwig,1,RESOLVED,Q14159020
given,Bigelow,1,still ambiguous,Q123614910 | Q27976222
given,Carmel,1,still ambiguous,Q18385082 | Q60439268
given,Nobutaka,1,still ambiguous,Q123602172 | Q7046232
