geni_id,sex,raw_name,givn,surn,given_part,ordinal_token,ordinal_value,kind,token_index,given_tokens,patronymic_links,source_file
6000000021653662941,M,"陳徹公, 109, 101, 68, 21, 8",徹公,陳,"陳徹公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020489501900,M,"陳懋基, 名:懋基, 字:長進, 號:, 109, 101, 68, 21, 10G",懋基,Tan 陳,"陳懋基, 名:懋基, 字:長進, 號:, 109, 101, 68, 21, 10G",109,109,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000022558327351,M,"陳才公,117, 109, 76, 29, 13世",才公,陳,"陳才公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039572633886,M,"陳敏修,117, 109, 76, 29, 18G",敏修,Tan 陳,"陳敏修,117, 109, 76, 29, 18G",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022557467629,M,"陳文公,117, 109, 76, 29, 13世",文公,陳,"陳文公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000002627423219,M,"陳文晦,117, 109, 76, 29, 18G",文晦,,"陳文晦,117, 109, 76, 29, 18G",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572316590,M,"陳文曜 (出承),117, 109, 76, 29, 18G",文曜,Tan 陳,"陳文曜 (出承),117, 109, 76, 29, 18G",109,109,arabic,2,6,0,export-Forest-6000000227086465839.ged
6000000021357756234,M,"陳文曜,117, 109, 76, 29, 18G",文曜,陳,"陳文曜,117, 109, 76, 29, 18G",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572574058,M,"陳文訓,117, 109, 76, 29, 18G",文訓,Tan 陳,"陳文訓,117, 109, 76, 29, 18G",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039571759613,M,"陳文誨, 名:文誨, 字:達孝, 號:萬稼,117, 109, 76, 29, 18G",文誨,Tan 陳,"陳文誨, 名:文誨, 字:達孝, 號:萬稼,117, 109, 76, 29, 18G",109,109,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000021653532324,M,"陳極公, 109, 101, 68, 21, 8",極公,陳,"陳極公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653393555,M,"陳樞公, 109, 101, 68, 21, 8",樞公,陳,"陳樞公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021345148348,M,"陳檄公, 109, 101, 68, 21, 8",檄公,陳,"陳檄公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020456912677,M,"陳檄公, 109, 101, 68, 21, 8",檄公,陳,"陳檄公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021651435076,M,"陳泰典,117, 109, 76, 29, 16",泰典,陳,"陳泰典,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651710021,M,"陳泰簊,117, 109, 76, 29, 16",泰簊,陳,"陳泰簊,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651302107,M,"陳泰興,117, 109, 76, 29, 16",泰興,陳,"陳泰興,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651484737,M,"陳泰興,117, 109, 76, 29, 16",泰興,陳,"陳泰興,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651480707,M,"陳泰興,117, 109, 76, 29, 16",泰興,陳,"陳泰興,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651914868,M,"陳泰迪,117, 109, 76, 29, 16",泰迪,陳,"陳泰迪,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651537781,M,"陳泰運,117, 109, 76, 29, 16",泰運,陳,"陳泰運,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651412783,M,"陳泰道,117, 109, 76, 29, 16",泰道,陳,"陳泰道,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651805124,M,"陳泰遴,117, 109, 76, 29, 16",泰遴,陳,"陳泰遴,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651403537,M,"陳泰遷,117, 109, 76, 29, 16",泰遷,陳,"陳泰遷,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651864928,M,"陳泰選,117, 109, 76, 29, 16",泰選,陳,"陳泰選,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021357505780,M,"陳湛公,117, 109, 76, 29, 16",湛公,陳,"陳湛公,117, 109, 76, 29, 16",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000020489632078,M,"陳玠公, 109, 101, 68, 21, 10G",玠公,陳,"陳玠公, 109, 101, 68, 21, 10G",109,109,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489603138,M,"陳玨公, 109, 101, 68, 21, 10G",玨公,陳,"陳玨公, 109, 101, 68, 21, 10G",109,109,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489491505,M,"陳璟公, 109, 101, 68, 21, 10G",璟公,陳,"陳璟公, 109, 101, 68, 21, 10G",109,109,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039715091217,M,"陳田公, 名:田公, 字:立產, 號:守素, 109, 101, 68, 21, 10G",田公,,"陳田公, 名:田公, 字:立產, 號:守素, 109, 101, 68, 21, 10G",109,109,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000022557916300,M,"陳福公,117, 109, 76, 29, 13世",福公,陳,"陳福公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039684907959,M,"陳行公,117, 109, 76, 29, 18G",行公,,"陳行公,117, 109, 76, 29, 18G",109,109,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022558620864,M,"陳詡公,117, 109, 76, 29, 13世",詡公,陳,"陳詡公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558512695,M,"陳誨公,117, 109, 76, 29, 13世",誨公,陳,"陳誨公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039684968828,M,"陳謾公, 名:謾公, 字:孝簡, 號:東溪,117, 109, 76, 29, 18G",謾公,,"陳謾公, 名:謾公, 字:孝簡, 號:東溪,117, 109, 76, 29, 18G",109,109,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000021653313696,M,"陳逈公, 109, 101, 68, 21, 8",逈公,陳,"陳逈公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653286604,M,"陳通公, 109, 101, 68, 21, 8",通公,陳,"陳通公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653674214,M,"陳逢公, 109, 101, 68, 21, 8",逢公,陳,"陳逢公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021651442470,M,"陳遊喜, 109, 101, 68, 21, 8",遊喜,陳,"陳遊喜, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653793465,M,"陳遊美, 109, 101, 68, 21, 8",遊美,陳,"陳遊美, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021655071025,M,"陳遊芸, 109, 101, 68, 21, 8",遊芸,陳,"陳遊芸, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021654618367,M,"陳遊藝, 字:伯達, 109, 101, 68, 21, 8",遊藝,陳,"陳遊藝, 字:伯達, 109, 101, 68, 21, 8",109,109,arabic,2,7,0,export-Forest-6000000227086432913.ged
6000000021653453302,M,"陳運公, 109, 101, 68, 21, 8",運公,陳,"陳運公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000022558043601,M,"陳道元,117, 109, 76, 29, 13世",道元,陳,"陳道元,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022557920673,M,"陳達公,117, 109, 76, 29, 13世",達公,陳,"陳達公,117, 109, 76, 29, 13世",109,109,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021653833977,M,"陳遠公, 109, 101, 68, 21, 8",遠公,陳,"陳遠公, 109, 101, 68, 21, 8",109,109,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020489582298,M,"陳郛公, 109, 101, 68, 21, 10G",郛公,Tan 陳,"陳郛公, 109, 101, 68, 21, 10G",109,109,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000003213525282,M,"陳鑒公, 109, 101, 68, 21, 5世",鑒公,,"陳鑒公, 109, 101, 68, 21, 5世",109,109,arabic,1,6,0,export-Forest-6000000227086452843.ged
6000000020489334412,M,"陳陶公, 名:陶公, 字:學潛, 號:柳州, 109, 101, 68, 21, 10G",陶公,Tan 陳,"陳陶公, 名:陶公, 字:學潛, 號:柳州, 109, 101, 68, 21, 10G",109,109,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000003212759072,M,"Chén Bó Gù 陳伯固 (四), 108, 100, 67, 20, 4世",伯固,,"Chén Bó Gù 陳伯固 (四), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000003212883074,M,"Chén Bó Gōng 陳伯恭 (五), 108, 100, 67, 20, 4世",伯恭,,"Chén Bó Gōng 陳伯恭 (五), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000003212659599,M,"Chén Bó Líng 陳伯陵, 108, 100, 67, 20, 4世",伯陵,,"Chén Bó Líng 陳伯陵, 108, 100, 67, 20, 4世",108,108,arabic,4,9,0,export-Forest-6000000227086452843.ged
6000000003212734751,M,"Chén Bó Móu 陳伯謀 (十一), 108, 100, 67, 20, 4世",伯謀,,"Chén Bó Móu 陳伯謀 (十一), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000003212236660,M,"Chén Bó Shān 陳伯山 (次), 108, 100, 67, 20, 4世",伯山,,"Chén Bó Shān 陳伯山 (次), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000003212355282,M,"Chén Bó Yì 陳伯義 (八), 108, 100, 67, 20, 4世",伯義,,"Chén Bó Yì 陳伯義 (八), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000003212866253,M,"Chén Bó Zhì 陳伯智 (十), 108, 100, 67, 20, 4世",伯智,,"Chén Bó Zhì 陳伯智 (十), 108, 100, 67, 20, 4世",108,108,arabic,5,10,0,export-Forest-6000000227086452843.ged
6000000022558701003,M,"陳傳公,116, 108, 75, 28, 12世",傳公,陳,"陳傳公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039571973215,M,"陳克基,116, 108, 75, 28, 17G",克基,Tan 陳,"陳克基,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021357880042,M,"陳公祀,116, 108, 75, 28, 15",公祀,陳,"陳公祀,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021357645252,M,"陳公祉,116, 108, 75, 28, 15",公祉,陳,"陳公祉,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021357938111,M,"陳公祐,116, 108, 75, 28, 15",公祐,陳,"陳公祐,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021653253254,M,"陳勳公, 108, 100, 67, 20, 7",勳公,陳,"陳勳公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020457186133,M,"陳勳公, 108, 100, 67, 20, 7",勳公,陳,"陳勳公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020488982793,M,"陳嚴詞, 108, 100, 67, 20, 9G",嚴詞,陳,"陳嚴詞, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000022557670791,M,"陳安都,116, 108, 75, 28, 12世",安都,陳,"陳安都,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021653257534,M,"陳崇德, 108, 100, 67, 20, 7",崇德,陳,"陳崇德, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653452118,M,"陳崇誼, 字:慶都, 108, 100, 67, 20, 7",崇誼,陳,"陳崇誼, 字:慶都, 108, 100, 67, 20, 7",108,108,arabic,2,7,0,export-Forest-6000000227086432913.ged
6000000021653560051,M,"陳崇諫, 108, 100, 67, 20, 7",崇諫,陳,"陳崇諫, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000021653569035,M,"陳崇議, 108, 100, 67, 20, 7",崇議,陳,"陳崇議, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000022558522027,M,"陳廩公,116, 108, 75, 28, 12世",廩公,陳,"陳廩公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000020489214631,M,"陳彝則, 108, 100, 67, 20, 9G",彝則,Tan 陳,"陳彝則, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489370349,M,"陳彝行, 名:彝行, 字:道周, 號:徽齋, 108, 100, 67, 20, 9G",彝行,Tan 陳,"陳彝行, 名:彝行, 字:道周, 號:徽齋, 108, 100, 67, 20, 9G",108,108,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000020489332365,M,"陳彝鍚, 108, 100, 67, 20, 9G",彝鍚,Tan 陳,"陳彝鍚, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
5586379328060067525,M,"陳恭公, Chen Gong Gong, 108, 67, 20, 7",恭公,,"陳恭公, Chen Gong Gong, 108, 67, 20, 7",108,108,arabic,4,8,0,export-Forest-6000000227086432913.ged
6000000022558378467,M,"陳文起,116, 108, 75, 28, 12世",文起,陳,"陳文起,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558073995,M,"陳星公,116, 108, 75, 28, 12世",星公,陳,"陳星公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021651320618,M,"陳格公,116, 108, 75, 28, 15",格公,陳,"陳格公,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651736862,M,"陳植公,116, 108, 75, 28, 15",植公,陳,"陳植公,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021651398106,M,"陳概公,116, 108, 75, 28, 15",概公,陳,"陳概公,116, 108, 75, 28, 15",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572618852,M,"陳洪公,116, 108, 75, 28, 17G",洪公,Tan 陳,"陳洪公,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572404239,M,"陳湯征, 名:湯征, 字:應望, 號:竹鄉,116, 108, 75, 28, 17G",湯征,Tan 陳,"陳湯征, 名:湯征, 字:應望, 號:竹鄉,116, 108, 75, 28, 17G",108,108,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000039572272338,M,"陳湯德,116, 108, 75, 28, 17G",湯德,Tan 陳,"陳湯德,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000020582662845,M,"陳湯東,116, 108, 75, 28, 17G",湯東,TAN 陳,"陳湯東,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572489032,M,"陳湯行,116, 108, 75, 28, 17G",湯行,Tan 陳,"陳湯行,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039572474001,M,"陳湯行,116, 108, 75, 28, 17G",湯行,Tan 陳,"陳湯行,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022557520534,M,"陳濟川,116, 108, 75, 28, 12世",濟川,陳,"陳濟川,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558200003,M,"陳濟民,116, 108, 75, 28, 12世",濟民,陳,"陳濟民,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558344485,M,"陳照公,116, 108, 75, 28, 12世",照公,陳,"陳照公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558162192,M,"陳甲公,116, 108, 75, 28, 12世",甲公,陳,"陳甲公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558457467,M,"陳祖公,116, 108, 75, 28, 12世",祖公,陳,"陳祖公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039684907861,M,"陳舟公, 名:舟公, 字:朝思, 號:素吾,116, 108, 75, 28, 17G",舟公,,"陳舟公, 名:舟公, 字:朝思, 號:素吾,116, 108, 75, 28, 17G",108,108,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000021653521006,M,"陳詒公 (長橋), 108, 100, 67, 20, 7",詒公,陳,"陳詒公 (長橋), 108, 100, 67, 20, 7",108,108,arabic,2,7,0,export-Forest-6000000227086432913.ged
6000000021652658719,M,"陳詔公, 108, 100, 67, 20, 7",詔公,陳,"陳詔公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020489380386,M,"陳詠祁, 108, 100, 67, 20, 9G",詠祁,Tan 陳,"陳詠祁, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000021653458033,M,"陳誥公, 108, 100, 67, 20, 7",誥公,陳,"陳誥公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000020489575032,M,"陳調公, 名:調公, 字:, 號:諱鐘, 108, 100, 67, 20, 9G",調公,Tan 陳,"陳調公, 名:調公, 字:, 號:諱鐘, 108, 100, 67, 20, 9G",108,108,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000039684675353,M,"陳車公,116, 108, 75, 28, 17G",車公,,"陳車公,116, 108, 75, 28, 17G",108,108,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022558457413,M,"陳逖公,116, 108, 75, 28, 12世",逖公,陳,"陳逖公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558485122,M,"陳道公,116, 108, 75, 28, 12世",道公,陳,"陳道公,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021653790829,M,"陳顯公, 108, 100, 67, 20, 7",顯公,陳,"陳顯公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000022558097874,M,"陳體亨,116, 108, 75, 28, 12世",體亨,陳,"陳體亨,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022557656236,M,"陳體元,116, 108, 75, 28, 12世",體元,陳,"陳體元,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022557879295,M,"陳體利,116, 108, 75, 28, 12世",體利,陳,"陳體利,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558059886,M,"陳體貞,116, 108, 75, 28, 12世",體貞,陳,"陳體貞,116, 108, 75, 28, 12世",108,108,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039716207672,M,"陳鳴公, 108, 100, 67, 20, 9G",鳴公,,"陳鳴公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039716217007,M,"陳鴻公, 108, 100, 67, 20, 9G",鴻公,,"陳鴻公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039715992811,M,"陳鵈公, 108, 100, 67, 20, 9G",鵈公,,"陳鵈公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039714869766,M,"陳鵑公, 名:鵑公, 字:春翔, 號:梅溪, 108, 100, 67, 20, 9G",鵑公,,"陳鵑公, 名:鵑公, 字:春翔, 號:梅溪, 108, 100, 67, 20, 9G",108,108,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000039716315341,M,"陳鵙公, 108, 100, 67, 20, 9G",鵙公,,"陳鵙公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489023395,M,"陳鵠公, 108, 100, 67, 20, 9G",鵠公,Tan 陳,"陳鵠公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039716163392,M,"陳鵬公, 108, 100, 67, 20, 9G",鵬公,,"陳鵬公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039716431318,M,"陳鵰公, 108, 100, 67, 20, 9G",鵰公,,"陳鵰公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489622156,M,"陳鸞公, 108, 100, 67, 20, 9G",鸞公,Tan 陳,"陳鸞公, 108, 100, 67, 20, 9G",108,108,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000021652690623,M,"陳黯公, 108, 100, 67, 20, 7",黯公,陳,"陳黯公, 108, 100, 67, 20, 7",108,108,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000039572106347,M,"陳■謨,115, 107, 74, 27, 16G",■謨,Tan 陳,"陳■謨,115, 107, 74, 27, 16G",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000039571732595,M,"陳傅良,115, 107, 74, 27, 16G",傅良,Tan 陳,"陳傅良,115, 107, 74, 27, 16G",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000020489692811,M,"陳凍公, 名:凍公, 字:士和, 號:, 107, 99, 66, 19, 8G",凍公,陳,"陳凍公, 名:凍公, 字:士和, 號:, 107, 99, 66, 19, 8G",107,107,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000022558285849,M,"陳勝公,115, 107, 74, 27, 11世",勝公,陳,"陳勝公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000039629324800,M,"陳大謀, 名:大謀, 字:弘視, 號:希晦,115, 107, 74, 27, 16G",大謀,TAN 陳,"陳大謀, 名:大謀, 字:弘視, 號:希晦,115, 107, 74, 27, 16G",107,107,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000022558505829,M,"陳安公,115, 107, 74, 27, 11世",安公,陳,"陳安公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021357756275,M,"陳宋公,115, 107, 74, 27, 14",宋公,陳,"陳宋公,115, 107, 74, 27, 14",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022558355390,M,"陳宥公,115, 107, 74, 27, 11世",宥公,陳,"陳宥公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021357722168,M,"陳宰公,115, 107, 74, 27, 14",宰公,陳,"陳宰公,115, 107, 74, 27, 14",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022558039704,M,"陳實公,115, 107, 74, 27, 11世",實公,陳,"陳實公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000022558214375,M,"陳寧公,115, 107, 74, 27, 11世",寧公,陳,"陳寧公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021357689171,M,"陳寧公,115, 107, 74, 27, 14",寧公,陳,"陳寧公,115, 107, 74, 27, 14",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000021357777235,M,"陳寮公,115, 107, 74, 27, 14",寮公,陳,"陳寮公,115, 107, 74, 27, 14",107,107,arabic,1,5,0,export-Forest-6000000227086465839.ged
6000000022558385157,M,"陳寶公,115, 107, 74, 27, 11世",寶公,陳,"陳寶公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000020489403173,M,"陳寶應, 107, 99, 66, 19, 8G",寶應,Tan 陳,"陳寶應, 107, 99, 66, 19, 8G",107,107,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000022557775611,M,"陳專公,115, 107, 74, 27, 11世",專公,陳,"陳專公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000020489234644,M,"陳巖公, 107, 99, 66, 19, 8G",巖公,Tan 陳,"陳巖公, 107, 99, 66, 19, 8G",107,107,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000022557960936,M,"陳巡公,115, 107, 74, 27, 11世",巡公,陳,"陳巡公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021653558919,M,"陳師訥, 107, 99, 66, 19, 6",師訥,陳,"陳師訥, 107, 99, 66, 19, 6",107,107,arabic,1,6,0,export-Forest-6000000227086432913.ged
6000000022557901299,M,"陳撫公,115, 107, 74, 27, 11世",撫公,陳,"陳撫公,115, 107, 74, 27, 11世",107,107,arabic,1,5,0,export-Forest-6000000227086432913.ged
6000000021651508048,M,"陳文龍, 名:文龍, 字:君舉, 號:,115, 107, 74, 27, 16G",文龍,Tan 陳,"陳文龍, 名:文龍, 字:君舉, 號:,115, 107, 74, 27, 16G",107,107,arabic,4,8,0,export-Forest-6000000227086465839.ged
6000000039715209899,M,"陳江公, 名:江公, 字:可濟, 號:懷本, 107, 99, 66, 19, 8G",江公,,"陳江公, 名:江公, 字:可濟, 號:懷本, 107, 99, 66, 19, 8G",107,107,arabic,4,9,0,export-Forest-6000000227086465839.ged
6000000020489445065,M,"陳沖叔, 107, 99, 66, 19, 8G",沖叔,Tan 陳,"陳沖叔, 107, 99, 66, 19, 8G",107,107,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039716206130,M,"陳河公, 107, 99, 66, 19, 8G",河公,,"陳河公, 107, 99, 66, 19, 8G",107,107,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000039716323025,M,"陳淮公, 107, 99, 66, 19, 8G",淮公,,"陳淮公, 107, 99, 66, 19, 8G",107,107,arabic,1,6,0,export-Forest-6000000227086465839.ged
6000000020489662895,M,"陳湖公, 名:湖公, 字:子漳, 號:, 107, 99, 66, 19, 8G",湖公,Tan 陳,"陳湖公, 名:湖公, 字:子漳, 號:, 107, 99, 66, 19, 8G",107,107,arabic,4,9,0,export-Forest-6000000227086465839.ged
