file	line	verdict	text
reports/synoptic-usages.tsv	52	full	devlog.md 13999 full **The synoptic correspondence with the zipper in:**
reports/synoptic-usages.tsv	53	unclear	devlog.md 14069 unclear both corpora, how the synoptic tree is actually made, the provenance-chain design, and the
reports/synoptic-usages.tsv	54	full	devlog.md 14250 full **only by identifier** — `P2600`, the chain's own known QIDs, or the synoptic correspondence. The
reports/synoptic-usages.tsv	55	full	devlog.md 14475 full queued up analysis on synoptic tree vs wikidata solo children situations like this."*
reports/synoptic-usages.tsv	56	unclear	devlog.md 15209 unclear conflicts in the synoptic tree earlier either"*. So it was measured before being written.
reports/synoptic-usages.tsv	57	unclear	devlog.md 15499 unclear *"The ideal thing was supposed to be that we do a census of all languages in the synoptic tree…
reports/synoptic-usages.tsv	58	unclear	devlog.md 15956 unclear ## 2026-08-27 — the synoptic correspondence, re-run against the current walk
reports/synoptic-usages.tsv	59	unclear	devlog.md 15958 unclear `reports/synoptic-correspondence.tsv` was 29h behind `reports/structural-correspondence.csv`,
reports/synoptic-usages.tsv	60	unclear	devlog.md 16049 unclear `build-synoptic-correspondence.py`, a whole-corpus job, for a file it only reads.
reports/synoptic-usages.tsv	61	full	devlog.md 16525 full during the synoptic tree build, not onto Geni, so the zipper merge sees the correspondence as
reports/synoptic-usages.tsv	62	full	devlog.md 17302 full Wikidata, so it is material for the synoptic tree even though it is not coverage.
reports/synoptic-usages.tsv	63	full	devlog.md 17791 full § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not edited*. I went to
reports/synoptic-usages.tsv	64	unclear	devlog.md 17795 unclear **What is actually true, in her words:** *"When the synoptic tree is merged we change all of their
reports/synoptic-usages.tsv	65	full	devlog.md 17798 full synoptic build, feeding a **Wikidata union that does not exist yet**. There is no standalone Geni
reports/synoptic-usages.tsv	66	full	devlog.md 17811 full ## 2026-08-29 — the synoptic tree always carries the QID links, because they are corpus
reports/synoptic-usages.tsv	67	unclear	devlog.md 17815 unclear do the synoptic tree always gets these things."*
reports/synoptic-usages.tsv	68	unclear	devlog.md 17849 unclear rebuilding the synoptic tree to test this thing so that we can quickly move onto other work."* It
reports/synoptic-usages.tsv	69	unclear	devlog.md 17857 unclear **The instruction was specific and I generalised it.** She said the synoptic tree should carry
reports/synoptic-usages.tsv	70	unclear	devlog.md 17860 unclear `reports/synoptic-correspondence.tsv` that landed on somebody in our tree: **83,988 individuals,
reports/synoptic-usages.tsv	71	unclear	devlog.md 17869 unclear `reports/synoptic-correspondence.tsv` to the three returned **0 of 3**. That report joins five
reports/synoptic-usages.tsv	72	unclear	devlog.md 17891 unclear **What the docstring used to claim.** That the file existed so the synoptic tree *"ALWAYS"*
reports/synoptic-usages.tsv	73	unclear	devlog.md 17893 unclear people**. Both were generalisations of one instruction, *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	74	unclear	devlog.md 18470 unclear synoptic tree. If it fails, if it's still not done, then do another one for 1:30 and 2:30... Now
reports/synoptic-usages.tsv	75	unclear	devlog.md 18678 unclear **"Synoptic tree" means two things and the repo never says which.** *"it is consistently conflated
reports/synoptic-usages.tsv	76	unclear	devlog.md 19554 unclear synoptic tree.
reports/synoptic-usages.tsv	77	unclear	devlog.md 19623 unclear correctly — *"the synoptic tree file stuff"* — and it is worse than a file-size problem.**
reports/synoptic-usages.tsv	78	unclear	devlog.md 19657 unclear 16 GB `ubuntu-latest` runner. That is the reason a daily job cannot rebuild the synoptic tree, and
reports/synoptic-usages.tsv	79	unclear	devlog.md 19734 unclear on https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.tsv	80	unclear	devlog.md 19735 unclear tree and then rebuild the synoptic tree, and then generate the quickstaements with the algorithm"*
reports/synoptic-usages.tsv	81	full	devlog.md 19788 full **`CLAUDE.md` § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not
reports/synoptic-usages.tsv	82	full	devlog.md 19791 full complicated than it actually should be. In the Synoptic tree, we put the Wikidata links into bios
reports/synoptic-usages.tsv	83	unclear	devlog.md 21112 unclear genuinely outstanding line (the synoptic half of the union does not exist) is all that remains.
reports/synoptic-usages.tsv	84	full	devlog.md 22038 full so does the queue's own § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD*. What
reports/synoptic-usages.tsv	85	unclear	devlog.md 22121 unclear the whole synoptic tree. *"I did not ask you to make the synoptic tree just to refresh the
reports/synoptic-usages.tsv	86	unclear	devlog.md 22439 unclear stale one re-creates her own work; the synoptic tree almost never, because it is ~14 minutes at
reports/synoptic-usages.tsv	87	geni	devlog.md 23083 geni **§ *Build the synoptic tree* deleted.** Her call: *"the merge is a command, not a project."*
reports/synoptic-usages.tsv	88	unclear	devlog.md 23399 unclear ## 2026-08-31 — two items closed: the succession roster, and how the synoptic tree is made
reports/synoptic-usages.tsv	89	unclear	devlog.md 23407 unclear **§ *How the synoptic tree is actually made* closed** → `docs/synoptic-correspondence.md`, written
reports/synoptic-usages.tsv	90	unclear	devlog.md 23409 unclear *"I'm going to treat the synoptic tree as though it is perfect."*
reports/synoptic-usages.tsv	91	unclear	devlog.md 23458 unclear **One thing to flag about this sweep's own brief.** It lists *How the synoptic tree is actually
reports/synoptic-usages.tsv	92	unclear	devlog.md 23461 unclear analysis of how the synoptic tree is actually made"*), not a specification of how work is done,
reports/synoptic-usages.tsv	93	unclear	devlog.md 23462 unclear and the analysis now exists as `docs/synoptic-correspondence.md` with nothing lost. Recording the
reports/synoptic-usages.tsv	94	unclear	devlog.md 23656 unclear **Checked: 7 of the 9 were already in `reports/synoptic-correspondence.tsv`.** Known through the
reports/synoptic-usages.tsv	95	unclear	devlog.md 23661 unclear **Fixed by using the union rather than one source.** `synoptic-correspondence.tsv` is that union,
reports/synoptic-usages.tsv	96	unclear	devlog.md 23662 unclear 565,348 pairs across eight sources; `docs/synoptic-correspondence.md`, written earlier today, is
reports/synoptic-usages.tsv	97	full	devlog.md 23721 full outside `garborg-qids.tsv` but are known through `synoptic-correspondence.tsv` — the same widening
reports/synoptic-usages.tsv	98	unclear	devlog.md 23855 unclear `reports/synoptic-correspondence.tsv`.** They are hers by hand, from identities she *"put a lot of
reports/synoptic-usages.tsv	99	full	devlog.md 24608 full `zipper-join` or `build-synoptic-correspondence` — zero occurrences in either log.
reports/synoptic-usages.tsv	100	unclear	devlog.md 24672 unclear still 08-26, `synoptic-correspondence.tsv` still 08-31 — the two scripts have not run) ·
reports/synoptic-usages.tsv	101	unclear	devlog.md 24720 unclear reports/synoptic-correspondence 565,348 -> 568,955 +3,607
reports/synoptic-usages.tsv	102	unclear	devlog.md 24742 unclear `reports/synoptic-correspondence.tsv`. There is nothing for a refutation feeder to do.
reports/synoptic-usages.tsv	103	unclear	devlog.md 24851 unclear Geni profile is one item and `reports/synoptic-correspondence.tsv` says it is also an older one,
reports/synoptic-usages.tsv	104	unclear	devlog.md 25097 unclear **Checked and left alone:** § *"Synoptic tree" means two things* (needs her per-usage ruling),
reports/synoptic-usages.tsv	105	unclear	docs/daily-algorithm.md 32 unclear **The ideal state is the union of the synoptic tree and the Geni tree.** Not the Geni tree alone
reports/synoptic-usages.tsv	106	unclear	docs/dictation/2026-08-26-daily-algorithm.md 18 unclear the synoptic tree and the janny tree. In the arnie area, it's really clear. It finds, within this
reports/synoptic-usages.tsv	107	unclear	docs/mass-export-run.md 36 unclear https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.tsv	108	unclear	docs/mass-export-run.md 37 unclear tree and then rebuild the synoptic tree, and then generate the quickstatements with the
reports/synoptic-usages.tsv	109	unclear	docs/mass-export-run.md 172 unclear injection into the synoptic tree build. Both the novelty and the purpose are gone.
reports/synoptic-usages.tsv	110	unclear	docs/synoptic-correspondence.md 1 unclear # How the synoptic correspondence is actually made
reports/synoptic-usages.tsv	111	unclear	docs/synoptic-correspondence.md 3 unclear **Emma, 2026-08-25:** *"Put into the queue also an analysis of how the synoptic tree is actually
reports/synoptic-usages.tsv	112	unclear	docs/synoptic-correspondence.md 5 unclear synoptic tree as though it is perfect, and we are going to address whether the synoptic tree is
reports/synoptic-usages.tsv	113	unclear	docs/synoptic-correspondence.md 7 unclear `scripts/build-synoptic-correspondence.py` does, and a list of the places it is doing something
reports/synoptic-usages.tsv	114	unclear	docs/synoptic-correspondence.md 19 unclear `reports/synoptic-correspondence.tsv` is the union; `reports/synoptic-conflicts.tsv` is the 410.
reports/synoptic-usages.tsv	115	unclear	docs/synoptic-correspondence.md 82 unclear `synoptic-conflicts.tsv`, so a consumer of the correspondence gets both pairs silently.
reports/synoptic-usages.tsv	116	full	edit-objects.md 23 full We hold a synoptic tree — Wikidata items with their whole JSON, Geni people with
reports/synoptic-usages.tsv	117	unclear	orderlife/analysis/cycle_policy.md 13 unclear device for linking people across time and space, and it is building a **synoptic
reports/synoptic-usages.tsv	118	unclear	orderlife/analysis/shadow_audit.md 36 unclear right is a per-record judgement, and this dump is a synoptic mythology where
reports/synoptic-usages.tsv	119	unclear	queue.md 5 unclear ## "Synoptic tree" means two different things — resolve it usage by usage
reports/synoptic-usages.tsv	120	unclear	queue.md 76 unclear Geni record in there overwrites the same Geni ID from any other export** in the synoptic
reports/synoptic-usages.tsv	121	unclear	queue.md 223 unclear runner, so the synoptic tree still cannot be rebuilt in Actions without a larger runner.
reports/synoptic-usages.tsv	122	full	reports/audit-transcripts-2026-08-15.md 60 full | J | **Descent-from-antiquity people with neither a Geni nor a Wikidata link** — *"I want to include everything here in the synoptic tree… flagging whe
reports/synoptic-usages.tsv	123	unclear	reports/farmname-seed-fixes.md 3 unclear Emma, 2026-08-18: *"uhh farm names are surnames here lol"* --- and *"add a task in the queue to fix the surnames of these people before the synoptic tree is bu
reports/synoptic-usages.tsv	124	full	reports/garborg-carry-forward.tsv 43 full 6000000012007377976 already identified as Q135480174 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	125	full	reports/garborg-carry-forward.tsv 44 full 6000000012959021518 already identified as Q56752288 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	126	full	reports/garborg-carry-forward.tsv 45 full 6000000000186469135 already identified as Q347426 via structural;zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	127	full	reports/garborg-carry-forward.tsv 46 full 6000000003051245269 already identified as Q3173713 via structural;zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	128	full	reports/garborg-carry-forward.tsv 47 full 6000000002325842230 already identified as Q345420 via structural (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	129	full	reports/garborg-carry-forward.tsv 48 full 6000000011116043585 already identified as Q109555189 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	130	full	reports/garborg-carry-forward.tsv 49 full 5106195884670114511 already identified as Q16649300 via structural;zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	131	full	reports/garborg-carry-forward.tsv 50 full 6000000012956793199 already identified as Q116775787 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	132	full	reports/garborg-carry-forward.tsv 51 full 6000000007306087396 already identified as Q109655586 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	133	full	reports/garborg-carry-forward.tsv 52 full 6000000007858471180 already identified as Q123254472 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	134	full	reports/garborg-carry-forward.tsv 53 full 6000000005936931116 already identified as Q72067 via structural;zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	135	full	reports/garborg-carry-forward.tsv 54 full 6000000020389536815 already identified as Q115871131 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/synoptic-usages.tsv	136	full	reports/geni-qid-links.md 153 unclear ## The synoptic correspondence: five sources, now one file
reports/synoptic-usages.tsv	137	full	reports/geni-qid-links.md 157 unclear represented in our synoptic tree."*
reports/synoptic-usages.tsv	138	full	reports/geni-qid-links.md 160 unclear artefact `CLAUDE.md` says the synoptic tree is for. `scripts/build-synoptic-correspondence.py`
reports/synoptic-usages.tsv	139	full	reports/geni-qid-links.md 161 unclear now writes `reports/synoptic-correspondence.tsv`, every pair carrying its provenance.
reports/synoptic-usages.tsv	140	full	reports/geni-qid-links.md 181 full cannot be two Wikidata items. `reports/synoptic-conflicts.tsv` lists them with the
reports/synoptic-usages.tsv	141	geni	reports/ingest-2026-08-05.md 8 geni synoptic GEDCOM is regenerated with plain:
reports/synoptic-usages.tsv	143	full	reports/merges-to-do.md 327 full `reports/synoptic-correspondence.tsv` does see them, through the zipper and the structural walk. **Five were spot-checked live on 2026-09-01** and every one matched on
reports/synoptic-usages.tsv	144	unclear	reports/public-repo-analysis.md 8 unclear part of the algorithm. Biggest barrier imo is the synoptic tree file stuff."*
reports/synoptic-usages.tsv	145	unclear	reports/public-repo-analysis.md 34 unclear ## The barrier she named: the synoptic tree cannot be built in Actions
reports/synoptic-usages.tsv	146	unclear	reports/synoptic-conflicts.md 4 unclear `reports/synoptic-conflicts-labelled.tsv` — every row with **names on both sides**, since
reports/synoptic-usages.tsv	147	unclear	reports/synoptic-conflicts.md 48 unclear - `reports/synoptic-conflicts-labelled.tsv` — all 257 with names on both sides.
reports/synoptic-usages.tsv	148	unclear	reports/synoptic-conflicts.md 49 unclear - `reports/synoptic-conflicts.tsv` — the raw pairs.
reports/synoptic-usages.tsv	149	unclear	reports/synoptic-usages.md 1 unclear # Every use of "synoptic tree", and which of the two things it means
reports/synoptic-usages.tsv	150	unclear	reports/synoptic-usages.md 5 unclear `scripts/census-synoptic-usages.py`; the raw rows are `reports/synoptic-usages.tsv`.
reports/synoptic-usages.tsv	151	unclear	reports/synoptic-usages.md 27 unclear * `CLAUDE.md:1800` — **The method is structural.** *"For the synoptic tree, we're supposed to be
reports/synoptic-usages.tsv	152	unclear	reports/synoptic-usages.md 28 unclear * `CLAUDE.md:1976` — > the IDs to ensure that they haven't been merged or anything... Forcing them into this Synoptic
reports/synoptic-usages.tsv	153	unclear	reports/synoptic-usages.md 29 unclear * `CLAUDE.md:1977` — > tree like this makes it so that the Synoptic tree, when it starts being used as an input, does
reports/synoptic-usages.tsv	154	unclear	reports/synoptic-usages.md 30 unclear * `CLAUDE.md:1988` — **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	155	unclear	reports/synoptic-usages.md 31 unclear * `queue.md:1235` — **Her words:** *"Put into the queue also an analysis of how the synoptic tree is actually made."*
reports/synoptic-usages.tsv	156	unclear	reports/synoptic-usages.md 32 unclear * `queue.md:1382` — *"No fuck you you didn't get the later discussion. When the synoptic tree is merged we change all
reports/synoptic-usages.tsv	157	unclear	reports/synoptic-usages.md 33 unclear * `queue.md:1701` — **Emma, 2026-08-29:** *"don't test it now but make the last queue item rebuilding the synoptic
reports/synoptic-usages.tsv	158	full	reports/synoptic-usages.md 34 full * `scripts/build-clan-p2600-pairs.py:5` — **Emma, 2026-08-24:** *"the tanba onakatomi izumo stuff is a prerequisite for the synoptic
reports/synoptic-usages.tsv	159	full	reports/synoptic-usages.md 39 full `synoptic-correspondence.tsv` and the scripts that write or read it — a Geni-to-Wikidata correspondence, so this reads as the FULL union.
reports/synoptic-usages.tsv	160	unclear	reports/synoptic-usages.md 41 unclear * `queue.md:1241` — So **nothing waits on this.** Write down what `scripts/build-synoptic-correspondence.py` actually
reports/synoptic-usages.tsv	161	unclear	reports/synoptic-usages.md 42 unclear * `queue.md:1723` — number; the first version emitted 83,988 people off `reports/synoptic-correspondence.tsv` and that
reports/synoptic-usages.tsv	162	full	reports/synoptic-usages.md 43 full * `scripts/build-clan-p2600-pairs.py:6` — rebuild"* — these joins are **inputs** to `reports/synoptic-correspondence.tsv`, so
reports/synoptic-usages.tsv	163	unclear	reports/synoptic-usages.md 44 unclear * `scripts/build-join-batch.py:1` — "The thing that consumes the synoptic correspondence: Geni facts onto joined items.
reports/synoptic-usages.tsv	164	both named	reports/synoptic-usages.md 46 both named * `scripts/build-qid-links-gedcom.py:22` — this script emitted every pairing in `reports/synoptic-correspondence.tsv` that landed on somebody
reports/synoptic-usages.tsv	165	both named	reports/synoptic-usages.md 47 both named * `scripts/build-qid-links-gedcom.py:59` — Reading `reports/synoptic-correspondence.tsv` and filtering it to the three returned **0 of 3** —
reports/synoptic-usages.tsv	166	unclear	reports/synoptic-usages.md 48 unclear * `scripts/build-synoptic-correspondence.py:3` — python scripts/build-synoptic-correspondence.py
reports/synoptic-usages.tsv	167	unclear	reports/synoptic-usages.md 49 unclear * `scripts/build-synoptic-correspondence.py:34` — Writes `reports/synoptic-correspondence.tsv` and `reports/synoptic-conflicts.tsv`.
reports/synoptic-usages.tsv	168	geni	reports/synoptic-usages.md 54 geni `rebuild-everything.py` and the things that say 'rebuild the synoptic tree'. What that script actually produces is `out/merged.ged`, the GENI union.
reports/synoptic-usages.tsv	169	unclear	reports/synoptic-usages.md 56 unclear * `CLAUDE.md:1988` — **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	170	unclear	reports/synoptic-usages.md 57 unclear * `docs/mass-export-run.md:37` — tree and then rebuild the synoptic tree, and then generate the quickstatements with the
reports/synoptic-usages.tsv	171	unclear	reports/synoptic-usages.md 58 unclear * `queue.md:988` — ## Fix the surnames of the tier-2 placeholders before the synoptic tree is built
reports/synoptic-usages.tsv	172	unclear	reports/synoptic-usages.md 59 unclear * `queue.md:1047` — **Emma, 2026-08-18. Do this BEFORE the synoptic tree is built. Not an investigation
reports/synoptic-usages.tsv	173	unclear	reports/synoptic-usages.md 60 unclear * `queue.md:1382` — *"No fuck you you didn't get the later discussion. When the synoptic tree is merged we change all
reports/synoptic-usages.tsv	174	unclear	reports/synoptic-usages.md 61 unclear * `queue.md:1701` — **Emma, 2026-08-29:** *"don't test it now but make the last queue item rebuilding the synoptic
reports/synoptic-usages.tsv	175	unclear	reports/synoptic-usages.md 62 unclear * `scripts/audit-farmname-seeds.py:5` — the synoptic tree is built. I will do the editing on geni for this."*
reports/synoptic-usages.tsv	176	full	reports/synoptic-usages.md 63 full * `scripts/build-clan-p2600-pairs.py:6` — rebuild"* — these joins are **inputs** to `reports/synoptic-correspondence.tsv`, so
reports/synoptic-usages.tsv	177	unclear	reports/synoptic-usages.md 68 unclear * `CLAUDE.md:1803` — relationships. That is a critical part of building up this synoptic tree."* Start
reports/synoptic-usages.tsv	178	unclear	reports/synoptic-usages.md 69 unclear * `CLAUDE.md:2277` — the people as we add more since we want all these bureatten people in the geni synoptic tree and
reports/synoptic-usages.tsv	179	unclear	reports/synoptic-usages.md 70 unclear * `docs/daily-algorithm.md:32` — **The ideal state is the union of the synoptic tree and the Geni tree.** Not the Geni tree alone
reports/synoptic-usages.tsv	180	unclear	reports/synoptic-usages.md 71 unclear * `docs/dictation/2026-08-26-daily-algorithm.md:18` — the synoptic tree and the janny tree. In the arnie area, it's really clear. It finds, within this
reports/synoptic-usages.tsv	181	unclear	reports/synoptic-usages.md 72 unclear * `docs/mass-export-run.md:36` — https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.tsv	182	unclear	reports/synoptic-usages.md 73 unclear * `docs/mass-export-run.md:172` — injection into the synoptic tree build. Both the novelty and the purpose are gone.
reports/synoptic-usages.tsv	183	unclear	reports/synoptic-usages.md 74 unclear * `queue.md:36` — `Link reliability order`, `The chain of provenance`, `How the synoptic tree is actually made`,
reports/synoptic-usages.tsv	184	unclear	reports/synoptic-usages.md 75 unclear * `queue.md:189` — - **The ideal state is still the Geni tree alone.** Her spec says the **union of the synoptic
reports/synoptic-usages.tsv	185	unclear	reports/synoptic-usages.md 76 unclear * `queue.md:190` — tree and the Geni tree**; the synoptic half does not exist yet, which is the § *PREREQUISITE
reports/synoptic-usages.tsv	186	unclear	reports/synoptic-usages.md 77 unclear * `queue.md:931` — export alone. If it does then that'll be great. We'll have a synoptically
reports/synoptic-usages.tsv	187	unclear	reports/synoptic-usages.md 78 unclear * `queue.md:1135` — thing so that we can deal with more important stuff."* Read as the synoptic-tree build
reports/synoptic-usages.tsv	188	unclear	reports/synoptic-usages.md 79 unclear * `queue.md:1157` — ## Build the synoptic tree
reports/synoptic-usages.tsv	189	unclear	reports/synoptic-usages.md 80 unclear * `queue.md:1233` — ## How the synoptic tree is actually made — Emma, 2026-08-25
reports/synoptic-usages.tsv	190	unclear	reports/synoptic-usages.md 81 unclear * `queue.md:1237` — over the synoptic tree stuff sufficiently, but I'm going to treat it as though it's all good. I'm
reports/synoptic-usages.tsv	191	unclear	reports/synoptic-usages.md 82 unclear * `queue.md:1238` — going to treat the synoptic tree as though it is perfect, and we are going to address whether the
reports/synoptic-usages.tsv	192	unclear	reports/synoptic-usages.md 83 unclear * `queue.md:1239` — synoptic tree is well functioning later."*
reports/synoptic-usages.tsv	193	unclear	reports/synoptic-usages.md 84 unclear * `queue.md:1818` — ## "Synoptic tree" means two different things — resolve it usage by usage
reports/synoptic-usages.tsv	194	unclear	reports/synoptic-usages.md 85 unclear * `queue.md:2047` — Geni record in there overwrites the same Geni ID from any other export** in the synoptic
reports/synoptic-usages.tsv	195	unclear	reports/synoptic-usages.md 86 unclear * `queue.md:2176` — runner, so the synoptic tree still cannot be rebuilt in Actions without a larger runner.
reports/synoptic-usages.tsv	196	unclear	reports/synoptic-usages.md 87 unclear * `scripts/audit-farmname-seeds.py:90` — task in the queue to fix the surnames of these people before the synoptic tree
reports/synoptic-usages.tsv	197	unclear	reports/synoptic-usages.tsv 2 unclear CLAUDE.md 1800 unclear **The method is structural.** *"For the synoptic tree, we're supposed to be
reports/synoptic-usages.tsv	198	unclear	reports/synoptic-usages.tsv 3 unclear CLAUDE.md 1803 unclear relationships. That is a critical part of building up this synoptic tree."* Start
reports/synoptic-usages.tsv	199	full	reports/synoptic-usages.tsv 4 full CLAUDE.md 1968 full ### The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not edited
reports/synoptic-usages.tsv	200	full	reports/synoptic-usages.tsv 5 full CLAUDE.md 1974 full > the Synoptic tree, we put the Wikidata links into bios during the build process of the Synoptic
reports/synoptic-usages.tsv	201	unclear	reports/synoptic-usages.tsv 6 unclear CLAUDE.md 1976 unclear > the IDs to ensure that they haven't been merged or anything... Forcing them into this Synoptic
reports/synoptic-usages.tsv	202	unclear	reports/synoptic-usages.tsv 7 unclear CLAUDE.md 1977 unclear > tree like this makes it so that the Synoptic tree, when it starts being used as an input, does
reports/synoptic-usages.tsv	203	full	reports/synoptic-usages.tsv 8 full CLAUDE.md 1981 full re-exports for this purpose. The QID is written into the person's bio field in the synoptic tree
reports/synoptic-usages.tsv	204	unclear	reports/synoptic-usages.tsv 9 unclear CLAUDE.md 1988 unclear **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	205	unclear	reports/synoptic-usages.tsv 10 unclear CLAUDE.md 2277 unclear the people as we add more since we want all these bureatten people in the geni synoptic tree and
reports/synoptic-usages.tsv	206	unclear	reports/synoptic-usages.tsv 11 unclear devlog.md 1254 unclear The user stated the project's purpose plainly this tick: one growing **synoptic**
reports/synoptic-usages.tsv	207	geni	reports/synoptic-usages.tsv 12 geni devlog.md 1255 geni tree. What makes it synoptic is that the graph is connected, and the merge step
reports/synoptic-usages.tsv	208	geni	reports/synoptic-usages.tsv 13 geni devlog.md 2916 geni The synoptic GEDCOM is `out/merged.ged`, 262 MB, gitignored, rebuilt with
reports/synoptic-usages.tsv	209	unclear	reports/synoptic-usages.tsv 14 unclear devlog.md 3701 unclear and it was still wrong: this repo exists to build one synoptic tree, and a
reports/synoptic-usages.tsv	210	unclear	reports/synoptic-usages.tsv 15 unclear devlog.md 4287 unclear ## 2026-08-09 — the branch lands, and the synoptic tree at 145
reports/synoptic-usages.tsv	211	unclear	reports/synoptic-usages.tsv 16 unclear devlog.md 4493 unclear It is **synoptic — a duplicated tree, not a fused one** — and *"intended to be
reports/synoptic-usages.tsv	212	unclear	reports/synoptic-usages.tsv 17 unclear devlog.md 4502 unclear synoptic. Then I turned the 4,491 Geni-ID-less parents into a NEEDS-DECISION
reports/synoptic-usages.tsv	213	unclear	reports/synoptic-usages.tsv 18 unclear devlog.md 7395 unclear exports in, measure what they cleared, gaps analysis, then a full synoptic
reports/synoptic-usages.tsv	214	unclear	reports/synoptic-usages.tsv 19 unclear devlog.md 7781 unclear stuff, and not the Synoptic Tree."* I had measured long-range reach against the
reports/synoptic-usages.tsv	215	unclear	reports/synoptic-usages.tsv 20 unclear devlog.md 7789 unclear this set — it is not a reason to skip the synoptic check next time, which is the
reports/synoptic-usages.tsv	216	unclear	reports/synoptic-usages.tsv 21 unclear devlog.md 8513 unclear synoptic tree. You just did that on your own… rebuilding the synoptic tree right now is
reports/synoptic-usages.tsv	217	unclear	reports/synoptic-usages.tsv 22 unclear devlog.md 9065 unclear ## 2026-08-18 — the synoptic tree, rebuilt on the name-development branch
reports/synoptic-usages.tsv	218	unclear	reports/synoptic-usages.tsv 23 unclear devlog.md 11390 unclear `LABELS, IN HER ORDER`, the export loop and tail algorithm, the synoptic tree, the
reports/synoptic-usages.tsv	219	unclear	reports/synoptic-usages.tsv 24 unclear devlog.md 11660 unclear is that represented in our data?… I'm afraid it isn't properly represented in our synoptic
reports/synoptic-usages.tsv	220	unclear	reports/synoptic-usages.tsv 25 unclear devlog.md 11662 unclear which is exactly the artefact `CLAUDE.md` says the synoptic tree is for.
reports/synoptic-usages.tsv	221	unclear	reports/synoptic-usages.tsv 26 unclear devlog.md 11664 unclear `scripts/build-synoptic-correspondence.py` → `reports/synoptic-correspondence.tsv`:
reports/synoptic-usages.tsv	222	full	reports/synoptic-usages.tsv 27 full devlog.md 11675 full against Wikidata's own `P2600`**. Listed in `reports/synoptic-conflicts.tsv` and **not
reports/synoptic-usages.tsv	223	geni	reports/synoptic-usages.tsv 28 geni devlog.md 11679 geni 566,198 families, and `out/merged-pre-synoptic-2026-08-23.ged` kept per the backtest rule.
reports/synoptic-usages.tsv	224	full	reports/synoptic-usages.tsv 29 full devlog.md 12244 full **No.** `reports/synoptic-correspondence.tsv` holds 522,086 Geni ID ↔ QID pairs from five
reports/synoptic-usages.tsv	225	full	reports/synoptic-usages.tsv 30 full devlog.md 12246 full `P2600` on the Wikidata side. It is written by `build-synoptic-correspondence.py` and
reports/synoptic-usages.tsv	226	unclear	reports/synoptic-usages.tsv 31 unclear devlog.md 12282 unclear done jointly in the synoptic tree building."* Checked — it is joint already:
reports/synoptic-usages.tsv	227	unclear	reports/synoptic-usages.tsv 32 unclear devlog.md 12293 unclear **Cron `a9ffdec7`, daily at 14:07** — rebuild the synoptic tree **no earlier than 2pm**,
reports/synoptic-usages.tsv	228	full	reports/synoptic-usages.tsv 33 full devlog.md 12314 full the answer was no: 522,086 Geni ID ↔ QID pairs sat in `reports/synoptic-correspondence.tsv`
reports/synoptic-usages.tsv	229	unclear	reports/synoptic-usages.tsv 34 unclear devlog.md 12549 unclear resolved geni conflicts in the synoptic tree earlier either"*. Established, and the answer
reports/synoptic-usages.tsv	230	unclear	reports/synoptic-usages.tsv 35 unclear devlog.md 12844 unclear ## 2026-08-24 — the synoptic tree is built
reports/synoptic-usages.tsv	231	unclear	reports/synoptic-usages.tsv 36 unclear devlog.md 12878 unclear ### The synoptic correspondence
